source_name,review_date,critic_name,review_detail,movie_name
Houston Press," October 15, 2016",Pete Vonder Haar," Redford, on the other hand, seems confused. Specifically, he looks like a guy who just woke up and was told he'd be playing the Mickey Rooney role in a Pete's Dragon remake.",Petes dragon 
Cinencuentro," October 11, 2016",Sebastian Zavala Kahn, A perfect example of what can be accomplished when a remake of a little known film is made. A great movie for all the family. [Full review in Spanish],Petes dragon 
Times (UK)," October 10, 2016",Ed Potton," A remake of the equally unmemorable children's film of 1977,",Petes dragon 
El Financiero," September 30, 2016",Daniel Krauze," This film is like a visit to a children's museum where we touch different surfaces, objects and temperatures. [Full review in Spanish]",Petes dragon 
The Australian," September 23, 2016",Stephen Romei," Like recent children's films such as BFG and The Jungle Book, this is another sweet reminder that strong stories and spirited characters are what make good films, and that childhood is something we all have forever.",Petes dragon 
Butaca Ancha," September 21, 2016",JJ Negrete, A vivid and powerful portrait of the bestial nobility involving child mourning. [Full review in Spanish],Petes dragon 
Cairo360," September 19, 2016",Marija Loncarevic, Don't think twice before going in to see this magical adventure. You won't be disappointed.,Petes dragon 
Daily Telegraph (Australia)," September 15, 2016",Vicky Roach, A magical tale of love and letting go.,Petes dragon 
Flicks.co.nz," September 15, 2016",Steve Newall, A rare delight in how it respects the intelligence of its audience while still offering up lump-in-the-throat emotional beats in service of a welcomely straightforward story.,Petes dragon 
The Standard," September 15, 2016",Matt Neal," Like a great modern song, it somehow feels new and classic at the same time.",Petes dragon 
ScreenCrush," August 3, 2016",Erin Whitney, What Lowery's remake does best is convey classic Disney magic in a family film that's as uplifting for kids as it is for adults.,Petes dragon 
Den of Geek," August 3, 2016",Edward Douglas," Dull at times but otherwise fine, this fantasy remake tends to excel from the realism instilled into its animated title character.",Petes dragon 
Daily Telegraph (UK)," August 2, 2016",Robbie Collin," The film is confident enough in its own weatherbeaten skin to take on no more plot than is strictly necessary, and its most affecting scenes are all character-driven moments with no real bearing on the story.",Petes dragon 
Guardian," August 1, 2016",Henry Barnes," The result is part ET, part Jungle Book, part Peanuts. It's sweet and soulful and Spielberg-ish, but with a bitter streak.",Petes dragon 
Total Film," August 1, 2016",Neil Smith," Rather more plodding than a story involving an invisible fire-breathing wyvern really should be, all things considered.",Petes dragon 
Eye for Film," July 31, 2016",Amber Wilkinson," The candy-coloured elements of the 1977 original have gone but, perhaps inevitably for Disney, traces of sticky sentiment remain in this otherwise enjoyably earthy re-imagining of Pete's Dragon. ",Petes dragon 
Starburst," July 29, 2016",Peter Turner," Pete's Dragon is stuffed full of heart, wild emotion and an overflowing love of nature.",Petes dragon 
SciFiNow," July 29, 2016",Nadia Attia," The 1977 original definitely wasn't Disney on top form, but this 2016 'reimagining' of the orphan boy-meets-dragon tale certainly doesn't set the screen alight.",Petes dragon 
IGN Movies," July 28, 2016",Terri Schwartz," Pete's Dragon is a remake in all the right ways, taking cues from the original but reimagining the story for a very different audience living in a very different era.",Petes dragon 
Empire Magazine," July 28, 2016",Olly Richards, Strong performances and direction make the most of a lightweight tale.,Petes dragon 
Village Voice," July 27, 2016",Bilge Ebiri," More than anything, this is a slice-of-life tale, whisper-thin but still full of feeling and a generous sense of place. With the world's most adorable dragon at the center of it all.",Petes dragon 
Slant Magazine," July 27, 2016",Richard Larson," It abandons its subtlety and sense of mystery en route to becoming a typically moralistic screed about the preservation of the nuclear family, alongside an obvious but never-quite-resolved cautionary tale about the importance of conservation.",Petes dragon 
Forbes," July 27, 2016",Mark Hughes," Pete's Dragon is an excellent entry in Disney's catalog of live-action remakes... [A]s American folktales go, it's the best I've heard in a long, long time.",Petes dragon 
The Playlist," July 27, 2016",Kevin Jagernauth," Technically smart and emotionally intelligent, with this endearing bauble of a film containing a big beating heart inside.",Petes dragon 
indieWire," July 27, 2016",David Ehrlich," A warm, wistful, and wholly wonderful remake of a 1977 Disney musical that today's kids have never heard of and yesterday's kids have long since forgotten. ",Petes dragon 
Variety," July 27, 2016",Peter Debruge," One of the year's most delightful moviegoing surprises, a quality family film that rewards young people's imaginations and reminds us of a time when the term ""Disney movie"" meant something ...",Petes dragon 
Screen International," July 27, 2016",Tim Grierson," This ""Pete's Dragon"" boasts a gentle, subdued tone, and the filmmaker behind the atmospheric indie ""Ain't Them Bodies Saints"" has crafted a follow-up with the same folkloric quality.",Petes dragon 
Uproxx," July 27, 2016",Mike Ryan, Pete's Dragon is a better Super 8.,Petes dragon 
The Film Stage," July 27, 2016",Jordan Raup," Pete's Dragon has an emotional sensitivity, aesthetic clarity, and all-around sense of fun that creates what feels like an unearned miracle in the current summer tentpole season.",Petes dragon 
The Skinny," August 10, 2016",Joseph Walsh, A heart-warming tale of friendship (bringing to mind Spike Jonze's Where The Wild Things Are) loaded with ecological themes that is more robust and rousing than the 1977 original.,Petes dragon 
MovieWeb," August 9, 2016",Julian Roman," Disney's update of Pete's Dragon isn't nearly as whimsical as the original, but stands on its own with heart and meaning.",Petes dragon 
The New Republic," August 9, 2016",Will Leitch," The movie feels like a rock coated in cotton candy, a shiny object that simulates human-type emotions but never truly earns them.",Petes dragon 
HeyUGuys," August 9, 2016",Stefan Pape," While undoubtedly engaging, there's a distinct lack of enchantment that the story deserves.",Petes dragon 
Film Journal International," August 9, 2016",Doris Toumarkine, A comforting throwback to the studio's days of dependable family fare.,Petes dragon 
Movie Nation," August 9, 2016",Roger Moore," Sylan, stately and slow...almost magical. ",Petes dragon 
Punch Drunk Critics," August 9, 2016",Travis Hopson," This modern version, directed with Spielbergian charm and mystery by indie filmmaker David Lowery, can cast a spell on anyone whether they're familiar with the original or not.",Petes dragon 
ComingSoon.net," August 9, 2016",Alan Cerny," Pete's Dragon is a terrific film for the entire family, full of magic, wonder, and joy.",Petes dragon 
Hollywood & Fine," August 9, 2016",Marshall Fine, Just because you CAN remake a piece of crap like this does not mean that it's a good idea. ,Petes dragon 
Little White Lies," August 9, 2016",Adam Woodward, An uplifting tale that will resonate with anyone who has ever experienced love and loss.,Petes dragon 
TheFilmFile.com," August 8, 2016",Dustin Putman," A quality live-action feature conjuring the kind of brazzle-dazzle spell for which Disney is known and cherished. Musical numbers or not, ""Pete's Dragon"" is pretty enchanting.",Petes dragon 
Flick Filosopher," August 8, 2016",MaryAnn Johanson," More like a pleasant walk in a redwood forest with a boy and his dragon than a rollicking adventure, but its serenity and warm heart are infectious.",Petes dragon 
Forbes," August 8, 2016",Scott Mendelson," 'Pete's Dragon' is the best ""big"" movie of the summer. ",Petes dragon 
Newark Star-Ledger," August 8, 2016",Stephen Whitty, It may seem absurd that a creature from the Dark Ages could be hiding out just a quick car ride from Portland. But then Lowery takes you into the green hush of those dark woods and you believe.,Petes dragon 
Time Out," August 8, 2016",Cath Clarke," All the nostalgic Spielberg-y-ness of 'Stranger Things', minus the creepy kids with paranormal nosebleeds. ",Petes dragon 
The List," August 8, 2016",Kevin Harley," Instead of straining to modernise the tale or weaponise the schmaltz, [Lowery] utilises old-school charm and a timeless sense of place.",Petes dragon 
Epoch Times," August 6, 2016",Mark Jackson," The quality of Disney's wholesome movie-fare for children is skyrocketing. When Pete has to say goodbye to his dragon, I guarantee your eyes will explode tears. Wonderful stuff.",Petes dragon 
New York Daily News," August 5, 2016",Raakhee Mirchandani," What ""Pete's Dragon"" lacks in original plot, it makes up for in heart, a satisfying Disney hug delivered with a modern Mowgli and his magical monster.",Petes dragon 
WBAI Radio," August 4, 2016",Prairie Miller," Subplots including environmental consciousness for kids never materialize enough for this mostly somber tall tale, to latch on to a clearing out of these woods. Not to mention a little Paul Bunyan pick-me-up that might have lightened up the proceedings.",Petes dragon 
