Year,Rank,Name,College,Conference,Games,Punts,Punt_Yards,Avg_Punt
2016,91,Kaare Vedvik,Marshall,CUSA,12,70,2800,40
2016,92,Sam Geraci,Cincinnati,American,12,66,2641,40
2016,93,Logan Cooke,Mississippi State,SEC,10,44,1760,40
2016,94,Wade Lees,Maryland,Big Ten,13,72,2868,39.8
2016,95,Kyle Deween,Buffalo,MAC,12,72,2865,39.8
2016,96,Brandon Wright,Georgia State,Sun Belt,12,61,2430,39.8
2016,97,Caleb Lightbourn,Nebraska,Big Ten,12,65,2578,39.7
2016,98,Adam Nunez,Texas Christian,Big 12,13,72,2851,39.6
2016,99,Jamie Sackville5,Southern Methodist,American,12,71,2813,39.6
2016,100,Damon Foncham,Arkansas State,Sun Belt,13,77,3026,39.3
2016,101,Arthur Hart,Charlotte,CUSA,11,68,2664,39.2
2016,102,Grant McKinniss,Kentucky,SEC,13,58,2273,39.2
2016,103,Jacob Ambrose,Northern Illinois,MAC,12,70,2740,39.1
2016,104,Matt Flynn,Georgia Southern,Sun Belt,12,56,2189,39.1
2016,105,Alex Starzyk,Temple,American,14,53,2065,39
2016,106,Mitchell Ludwig,Virginia Tech,ACC,14,68,2638,38.8
2016,107,Matt Bonadies,Middle Tennessee State,CUSA,13,58,2248,38.8
2016,108,Marshall Long,Georgia,SEC,9,49,1897,38.7
2016,109,Bailey Cate,Old Dominion,CUSA,13,56,2151,38.4
2016,110,Mike Knoll,Boston College,ACC,13,94,3601,38.3
2016,111,Blake Cusick,Fresno State,MWC,12,78,2990,38.3
2016,112,Chris Tilbey,Southern California,Pac-12,13,50,1917,38.3
2016,113,Austin Kent,UCLA,Pac-12,8,44,1687,38.3
2016,114,Michael Barden,Texas Tech,Big 12,11,43,1645,38.3
2016,115,Andy Teasdall,Clemson,ACC,14,61,2321,38
2016,116,Justin Martin,Miami (OH),MAC,7,33,1253,38
2016,117,Michael Cintron,Rutgers,Big Ten,12,95,3600,37.9
2016,118,Aaron Dalton,Utah State,MWC,12,62,2348,37.9
2016,119,Ian Wheeler,Oregon,Pac-12,12,59,2233,37.8
2016,120,Nick Gasser,Akron,MAC,12,59,2226,37.7
2016,121,Anthony Lotti,Wisconsin,Big Ten,12,51,1923,37.7
2016,122,Stone Wilson,Florida International,CUSA,12,61,2293,37.6
