Primary Key,DC Real Property ID,PM Property ID,Property Name,PM Parent Property ID,Parent Property Name,Year Ending,Report Status,Address of Record,Owner of Record,Ward,Reported Address,City,State,Postal Code,Year Built,Primary Property Type - Self-Selected,Primary Property Type - Calculated,Tax Record Floor Area,Reported Building Gross Floor Area,ENERGY STAR Score,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft²),Water Use (All Water Sources) (kgal),Electricity Use (kWh),Natural Gas Use (therms),Fuel Oil & Diesel Fuel Use (kBtu),District Water-Based Energy Use (kBtu),Metered Areas (Energy),Metered Areas  (Water),Latitude,Longitude
PM3509604,0157_0864,3509604,Brookings Institution,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1775 MASSACHUSETTS AV NW,BROOKINGS INSTITUTION,2,1775 Massachusetts Avenue N.W.,Washington,DC,200362103,1962,Office,Office,"173,315","112,278",77,75.4,76,174.7,175.3,826.6,7.4,3121.6,1504359,33280.337,,,Whole Building,,38.90913211,-77.04064606
PM3512309,0157_0864,3512309,Brookings Institution Annex,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1775 MASSACHUSETTS AV NW,BROOKINGS INSTITUTION,2,1755 Massachusetts Avenue N.W.,Washington,DC,20036,1964,Office,Office,"173,315","67,068",58,93.7,94.6,221.4,222.3,623.9,9.3,652.6,1156665,23386.403,,,Whole Building,,38.90913211,-77.04064606
DC01570866,0157_0866,N/A,Carnegie Endowment for International Peace,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1779 MASSACHUSETTS AV NW,CARNEGIE ENDOWMENT FOR INTL PEACE,2,1779 Massachusetts Avenue NW,Washington,DC,20036,,Not Provided,Not Provided,"89,323",,,,,,,,,,,,,,,,,
PM3495624,0157_0867*,3495624,Brunswick House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,*not matched with covered building list,*not matched with covered building list,2,1414 17th St NW,Washington,DC,20036,1959,Multifamily Housing,Multifamily Housing,,100799,,64.8,65.6,112.7,113.6,505.2,5,3302.6,631319.2374,43786.466,,,Whole Building,Whole Building,38.90920018,-77.03889121
PM3632808,0157_2150,3632808,Webster House Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1718 P ST NW,WEBSTER HOUSE CONDO,2,1718 P Street NW,Washington,DC,20036,1967,Multifamily Housing,Multifamily Housing,"101,476","97,712",,93,94,180.7,181.8,768,7.9,5257.9,1138189,52034.708,,,Whole Building,Whole Building,38.9093943,-77.0392914
DC01572151,0157_2151,N/A,Not Reported,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,No Report Received,1727 MASSACHUSETTS AVE NW,1727 MASSACHUSETTS AVE,2,,Washington,DC,,,Not Provided,Not Provided,"68,660",,,,,,,,,,,,,,,,,
PM3489484,0157_2152,3489484,Boston House Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1711 MASSACHUSETTS AVE NW,BOSTON HOUSE CONDO,2,1711 Massachusetts Ave NW,Washington,DC,20036,1950,Multifamily Housing,Multifamily Housing,"142,985","209,012",,58.5,59.1,107.8,108.4,989.9,4.7,7740.8,1357651,75989.01,,,Whole Building,Whole Building,38.9086926,-77.0390069
DC01580076,0158_0076,N/A,NAB,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1771 N ST NW,NATIONAL ASSOCIATION  OF BROADCASTERS,2,1771 N Street NW,Washington,DC,20036,,Not Provided,Not Provided,"73,315",,,,,,,,,,,,,,,,,
PM3499503,0158_0078,3499503,1776 Mass Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1776 MASSACHUSETTS AV NW,1776 MASS AVE RE LLC,2,1776 Massachusetts Ave NW,Washington,DC,20036,1969,Office,Office,"115,510","96,447",89,52.1,52.2,163.7,164,636.9,6.6,1012.8,1474002,,,,Whole Building,,38.90845559,-77.04115025
PM1784213,0158_0080,1784213,American Legacy Foundation,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1724 MASSACHUSETTS AV NW,AMERICAN LEGACY FOUNDATION,2,1724 Massachusetts Avenue NW,Washington,DC,20036,2007,Office,Office,"67,223","43,000",31,86.5,86.7,271.6,272.1,497.9,11.6,382.5,1090011,,,,Whole Building,Whole Building,38.90789449,-77.03949037
DC01580082,0158_0082,N/A,Paul H.Nitze,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1740 MASSACHUSETTS AV NW,JOHNS HOPKINS UNIVERSITY,2,1740 Mass Avenue NW,Washington,DC,20036,,Not Provided,Not Provided,"78,889",,,,,,,,,,,,,,,,,
DC01580838,0158_0838,N/A,Topaz Hotel,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1733 N ST NW,LHO WASHINGTON HOTEL ONE L L C,2,1733 N Street NW,Washington,DC,20036,,Not Provided,Not Provided,"69,795",,,,,,,,,,,,,,,,,
PM3514124,0158_1058,3514124,The Palladium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1325 18TH STREET NW,THE PALLADIUM CONDOMINIUM,2,1325 18th St NW,Washington,DC,20036,1975,Multifamily Housing,Multifamily Housing,"283,452","195,480",,43,43,100.1,99.9,824.3,4.2,2970.1,1506530,32649.447,,,Whole Building,,38.90821983,-77.04136835
PM3267017,0159_0084,3267017,1211 Connecticut,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1211 CONNECTICUT AV NW,FP 1211 CONNECTICUT AVENUE LLC,2,1211 Connecticut Avenue NW,Washington,DC,20036,1967,Office,Office,"183,950","160,685",74,81.8,82.2,193.4,193.7,1390.6,8.7,,2443342,10368.626,3771892.6,,Whole Building,Whole Building,38.90634525,-77.04092128
PM1127988,0159_0087,1127988,1717 Rhode Island - 2021,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1711 RHODE ISLAND AV,YOUNG MEN'S CHRISTIAN ASSOCIATION OF METROPOLITAN WASHINGTON (YMCA),2,1717 Rhode Island Avenue NW,Washington,DC,20036,2004,Office,Office,"108,806","221,905",84,57,57,178.9,178.9,1601.1,7.2,5166.3,3705540,,,,Whole Building,Whole Building,38.90670202,-77.03904769
PM1369166,0159_0090*,1369166,AMERICAN SOCIETY FOR MICROBIOLOGY,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,*not matched with covered building list,*not matched with covered building list,2,1752 N STREET N.W.,Washington,DC,20036,1979,Office,Office,,94580,81,50.2,50.1,157.6,157.4,601,6.4,662.8,1390951.091,,,,Whole Building,Whole Building,38.9071674,-77.0404826
DC01590855,0159_0855,N/A,1201 Connecticut Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1201 CONNECTICUT AV,M C CAPITOL ASSOCIATES LLC,2,1201 Connecticut ave NW,Washington,DC,20036,,Not Provided,Not Provided,"202,675",,,,,,,,,,,,,,,,,
PM1257643,0160_0035,1257643,OFC Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1730 RHODE ISLAND AV NW,MAIZELS FAMILY LIMITED LIABILITY LIMITED PARTNERSHIP,2,1730 Rhode Island Ave. NW,Washington,DC,20036,1968,Office,Office,"244,818","181,895",84,79.9,80.7,192.7,193.5,1469.9,8.1,4662.3,2775518,49958.61,73554,,Whole Building,,38.90594675,-77.03933797
DC01600037,0160_0037,N/A,Not Reported,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,No Report Received,1200 17TH ST,1200 17TH STREET INVESTORS LLC,2,,Washington,DC,20036,,Not Provided,Not Provided,"135,847",,,,,,,,,,,,,,,,,
PM3496813,0161_0030,3496813,Eleven Hundred Connecticut Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Incomplete Report,1100 - 1106 CONNECTICUT AV NW,ELEVEN HUNDRED CONN AVE ASSOCIATES LLC,2,1100 Connecticut Avenue NW,Washington,DC,20036,1965,Office,Office,232614,182213,,,,,,,,5305.7,,44449.845,,,Whole Building,,38.90408014,-77.04064022
PM1257641,0161_0031,1257641,1111,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1111 18TH ST,JACK I BENDER & SONS INC,2,1111 18th Street NW,Washington,DC,20036,2000,Office,Office,"110,099","75,234",36,111.4,111.4,342.8,342.8,1043,13.9,1840.4,2382286,2555.484,,,Whole Building,,38.904446,-77.04133332
PM2945494,0161_0032,2945494,1140 Connecticut Ave for DDOE,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Incomplete Report,1134 - 1140 CONNECTICUT AV NW,WRIT 1140 CT LLC,2,1140 Connecticut Ave NW,Washington,DC,20007,1966,Office,Office,245932,217549,,,,,,,,4534,,38380.401,,,Whole Building,,,
PM1257640,0161_0037,1257640,Bender Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1120 CONNECTICUT AV NW,JACK I BENDER & SONS INC,2,1120 Connecticut Ave. NW,Washington,DC,20036,1962,Office,Office,"403,277","362,143",82,61.8,62,177,177.2,2671.6,7.4,5214.5,5706613,4279.451,2469118.5,,Whole Building,,38.90416531,-77.04098393
PM1413138,0161_0038,1413138,Connecticut Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1150 CONNECTICUT AV NW,NORTHWESTERN DEVELOPMENT COMPANY B,2,1150 Connecticut Ave. NW,Washington,DC,20036,1975,Office,Office,"246,682","213,025",86,66,66.3,166.1,166.5,1558,7.3,2898.9,2915052,2934.807,3811279.7,,Whole Building,,38.90532162,-77.04131342
PM3315781,0161_0039,3315781,1130 Connecticut Avenue DDOE,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Incomplete Report,1130 CONNECTICUT AV NW,PENZANCE 1130 PROPERTY OWNER LLC,2,1130 Connecticut Avenue,Washington,DC,20036,1986,Office,Office,290618,250190,,,,,,,,2334.7,,,,,Whole Building,,38.90474782,-77.04079235
PM1411409,0162_0037,1411409,1730 M St NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1730 M ST NW,GERALD D GROSNER,2,1730 M St NW,Washington,DC,20002,1964,Office,Office,"295,925","221,437",77,87.5,88.3,194.6,195.4,1829.4,8.3,4426.1,3188788,84875.226,15331.8,,Whole Building,Whole Building,38.9053837,-77.0398453
PM1423464,0162_0077,1423464,1726 M St NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1726 M ST NW,VORNADO 1726 M ST LLC,2,1726 M St NW,Washington,DC,20002,1963,Office,Office,"148,960","104,932",83,58.5,58.6,165.5,165.6,710.3,6.8,2748.3,1531572,9042.742,6624,,Whole Building,Whole Building,38.90540777,-77.03938881
PM1061926,0162_0092,1061926,*02217 - 1100 17th Street NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1100 17TH ST NW,LIBERTY 1100 17TH STREET LP,2,1100 17th Street NW,Washington,DC,22209,1963,Office,Office,"157,120","151,404",89,48.1,48.1,150.4,150.4,1004.6,6.6,3347.6,2122182,354.754,,,Whole Building,Whole Building,38.90417969,-77.03875448
PM0017803,0162_0095,17803,1150 17th Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1150 17TH ST NW,1150 17TH STREET ASSOCIATES,2,1150 17th Street N.W.,Washington,DC,20036,1970,Office,Office,"321,920","263,091",65,72.7,72.6,226.7,226.3,2407.9,9.2,8136.3,5545079,2100.194,9660,,Whole Building,Whole Building,38.90543086,-77.03875498
PM3315716,0162_0096,3315716,1101 Connecticut Avenue DDOE,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Incomplete Report,1101 CONNECTICUT AV,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),2,1101 Connecticut Avenue,Washington,DC,20036,1976,Office,Office,179563,202878,,,,,,,,6762.1,,,,,Whole Building,,38.90411201,-77.03973727
DC01620098,0162_0098,N/A,Not Reported,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,No Report Received,1717 DE SALES ST NW,1717 DESALES STREET LP,2,,Washington,DC,20036,,Not Provided,Not Provided,"94,968",,,,,,,,,,,,,,,,,
PM3351508,0162_0099,3351508,9671n-Mayflower Renaissance,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1127 CONNECTICUT AV NW,WSRH WASHINGTON LLC,2,1127 Connecticut Ave Nw,Washington,DC,20036,1997,Hotel,Hotel,"583,918","628,696",54,99.4,99.7,207.7,208,5830,9.3,34656,9109052,314304.0023,,,Whole Building,Whole Building,,
PM1419646,0162_0100,1419646,Demonet Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1155 CONNECTICUT AV,TMT DEMONET INC,2,1155 Connecticut Avenue NW,Washington,DC,20036,1984,Office,Office,"90,347","107,968",55,66.9,66.9,210,210.2,914.6,8.5,2219.4,2116641,,,,Whole Building,Whole Building,38.90545796,-77.04039486
PM2962687,0162_0101,2962687,1133 Connecticut Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Incomplete Report,1133 CONNECTICUT AV NW,CONNECTICUT / DESALES PARTNERSHIP,2,1133 Connecticut Ave NW,Washington,DC,20036,1989,Office,Office,236563,190958,,61.7,,193.6,,1491.2,7.8,2302.1,3451220,,,,Whole Building,Whole Building,38.90498472,-77.04024599
PM1431050,0162_0821,1431050,1707 L Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1707 L ST NW,1709 L STREET NW LLC,2,1707 L Street NW,Washington,DC,20036,1960,Office,Office,"165,374","109,926",88,65.3,65.6,169.8,170,772.6,7,1261.9,1559607,18589.992,,,Whole Building,Whole Building,38.9040518,-77.03922666
PM1423434,0162_0822,1423434,1725 DeSales St NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1725 DE SALES ST NW,DESALES VENTURE LLC,2,1725 DeSales St NW,Washington,DC,20002,1962,Office,Office,"121,709","81,625",75,78.4,79,170.8,171.5,593.9,7.3,2327.8,1013284,29404.806,,,Whole Building,Whole Building,38.90498633,-77.03974057
PM3498155,0162_0822,3498155,ABC Washington,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1725 DE SALES ST NW,DESALES VENTURE LLC,2,1725 DESALES ST,Washington,DC,200364401,1978,Office,Office,"121,709","144,010",9,165.2,165.4,518.7,519.3,3012.3,20.9,3626.1,6971596,,,,Whole Building,,,
PM3067027,0163_0051,3067027,UFCW Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1775 K ST NW,DOUGLAS H DORITY,2,1775 K Street NW,Washington,DC,20006,1970,Office,Office,"214,784","214,784",94,45.3,45.2,129.5,129.4,1196.5,5.6,2343.6,2466702,13141.96622,,,Whole Building,,38.90288991,-77.04127548
PM3510462,0163_0052,3510462,1015 18th St.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1015 18TH ST NW,1015 OB ASSOCIATES LLC,2,1015 18th Street NW,Washington,DC,20036,1970,Office,Office,"139,664","101,103",49,74.1,74.1,232.5,232.5,948.2,9.4,2116.4,2194398,,,,Whole Building,Whole Building,,
DC01630055,0163_0055,N/A,Washington Square*,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1050 CONNECTICUT AV NW,MARIA C TRIPOLI,2,1050 Connecticut Avenue N.W.,Washington,DC,20036,,Not Provided,Not Provided,"967,072",,,,,,,,,,,,,,,,,
DC01630056,0163_0056,N/A,1717 K St NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1000 CONNECTICUT AV,CONNECTICUT & K ASSOCIATES LLC,2,1717 K St NW,Washington,DC,20036,,Not Provided,Not Provided,"430,428",,,,,,,,,,,,,,,,,
DC01630849,0163_0849,N/A,FINRA,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1735 K ST NW,NATIONAL ASSOC SECURITIES DEALERS INC,2,1735 K STREET NW,Washington,DC,20006,,Not Provided,Not Provided,"96,720",,,,,,,,,,,,,,,,,
DC01640001,0164_0001,N/A,1701 K Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1701 K ST NW,1701 K LLC,2,1701 K Street NW,Washington,DC,20036,,Not Provided,Not Provided,"70,785",,,,,,,,,,,,,,,,,
PM3354050,0164_0003,3354050,1001 Connecticut Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Incomplete Report,1001 CONNECTICUT AV NW,1001 CONNECTICUT AVENUE LLC,2,1001 Connecticut Avenue NW,Washington,DC,20036,1953,Office,Office,171080,154319,,70.4,,172.2,,1172.4,7.6,3057.8,2143107,8054.192,2744393.7,,Whole Building,Whole Building,38.90300964,-77.03906355
PM1257639,0164_0035,1257639,Blake Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1025 CONNECTICUT AV NW,BLAKE DEVELOPMENT COMPANY,2,1025 Connecticut Ave. NW,Washington,DC,20036,1962,Office,Office,"466,690","356,508",88,64.8,65,166.6,166.8,2463.3,6.9,5912.4,4928098,62743.968,11565.3,,Whole Building,,38.90359373,-77.03933901
PM2362274,0164_0036,2362274,1050 17th,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1050 17TH ST NW,L-17 PARTNERSHIP,2,1050 17th Street NW,Washington,DC,20012,1975,Office,Office,"155,901","143,739",63,76.8,76.7,241.1,240.7,1397.9,9.7,4509,3235158,,,,Whole Building,,38.903392,-77.038811
DC01650029,0165_0029,N/A,Club Quarters Washington DC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,0839 17TH ST NW,RCQ HOTEL DC LLC,2,839 17th St. NW,Washington,DC,20006,,Not Provided,Not Provided,"59,746",,,,,,,,,,,,,,,,,
DC01650813,0165_0813,N/A,1634 Eye Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1634 I ST,1634 EYE LLC,2,1634 I Street NW,Washington,DC,20006,,Not Provided,Not Provided,"76,697",,,,,,,,,,,,,,,,,
PM3761920,0165_0814,3761920,818 Connecticut LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Incomplete Report,0818 CONNECTICUT AV NW,818 CONNECTICUT LLC,2,818 Connecticut Avenue NW,Washington,DC,20006,1977,Office,Office,93189,8458,,,,,,,,,,,,,Whole Building,Whole Building,38.90090378,-77.03881198
PM1191010,0166_0032,1191010,1701 Pennsylvania Ave.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1701 PENNSYLVANIA AV NW,ATLANTIC FREEHOLDS,2,1701 Pennsylvania Ave.,Washington,DC,20006,1962,Office,Office,"263,216","212,947",79,72.6,73,199.1,199.5,1741.7,8.2,5471.9,3668770,29487.799,,,Whole Building,Whole Building,38.89950761,-77.03977867
PM0023246,0166_0033,23246,1747 Pennsylvania Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1747 - 1755 PENNSYLVANIA AV NW,1747 PENNSYLVANIA AVENUE ASSOCIATES LP,2,1747 Pennsylvania Avenue NW,Washington,DC,20006,1970,Office,Office,"219,854","165,220",60,73.1,73.1,229.6,229.6,1617,9.8,2999.8,3540288,,,,Whole Building,Whole Building,38.89969121,-77.04076714
PM1657117,0166_0038,1657117,1775 Pennsylvania Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1775 PENNSYLVANIA AV NW,RS WASHINGTON CORPORATION,2,1775 Pennsylvania Avenue NW,Washington,DC,20006,1976,Office,Office,"309,452","150,416",53,73.1,73.1,229.5,229.5,1392.4,9.3,1610.6,3222622,,,,Whole Building,,38.8998774,-77.04136526
PM0023232,0166_0041,23232,1717 Pennsylvania Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1717 PENNSYLVANIA AV NW,1717 PENNSYLVANIA AVENUE LLC,2,1717 Pennsylvania Avenue NW,Washington,DC,20006,1996,Office,Office,"255,671","200,430",42,97.9,97.9,307.3,307.3,2625.6,13.1,3783.9,5748463,,,,Whole Building,,38.8994702,-77.04039343
PM3268854,0166_0042,3268854,1750 H Street NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1750 H ST,FP CPT 1750 H STREET LLC,2,1750 H Street,Washington,DC,20006,2002,Office,Office,"166,522","128,274",60,77.4,77.5,240.4,240.4,1245.4,9.7,,2861217,1715.244,,,Whole Building,Whole Building,38.90000507,-77.0409065
DC01660861,0166_0861,N/A,The Metropolitan Club of the City of Washington,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1700 H ST,METROPOLITAN CLUB,2,1700 H Street NW,Washington,DC,20006,,Not Provided,Not Provided,"56,924",,,,,,,,,,,,,,,,,
PM1267785,0166_0862,1267785,750 17th St.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,0750 17TH ST,MANUFACTURERS LIFE INSURANCE COMPANY,2,750 17th St. NW,Washington,DC,20006,1989,Office,Office,"187,368","136,452",75,70.4,70.3,220.9,220.8,1285.1,9.4,2501.2,2813635,,,,Whole Building,Whole Building,38.89978091,-77.03982701
