Primary Key,DC Real Property ID,PM Property ID,Property Name,PM Parent Property ID,Parent Property Name,Year Ending,Report Status,Address of Record,Owner of Record,Ward,Reported Address,City,State,Postal Code,Year Built,Primary Property Type - Self Selected,Primary Property Type - Calculated,Tax Record Floor Area,Reported Building Gross Floor Area,ENERGY STAR Score,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft²),Water Use (All Water Sources) (kgal),Electricity Use (kWh),Natural Gas Use (therms),Fuel Oil & Diesel Fuel Use (kBtu),District Water-Based Energy Use (kBtu),Metered Areas (Energy),Metered Areas  (Water),Latitude,Longitude
PM1389055,0254_0835,1389055,1301 Pennsylvania Ave. NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1301 E ST NW,1301 ASSOCIATES,2,1301 Pennsylvania Ave. NW,Washington,DC,20004,1981,Office,Office,351975,231902,79,68.5,68.4,215.2,214.8,2127.4,9.2,413.5,465773,,,,Whole Building,Whole Building,38.89638419,-77.02995562
PM3351518,0254_0838,3351518,33769-JW on Pennsylvania Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1331 PENNSYLVANIA AVE NW,JWDC LP,2,1331 Pennsylvania Ave Nw,Washington,DC,20004,1984,Hotel,Hotel,602234,695364,57,70.7,70.7,179.7,179.3,5443.5,7.8,3698,128627,1438.998,,,Whole Building,Whole Building,38.89653246,-77.03137409
PM1389067,0254_0839,1389067,National Place,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1331  NW,NATIONAL PLACE LAND COMPANY LLC,2,1331 Pennsylvania Ave. NW,Washington,DC,20004,1984,Office,Office,768429,594315,83,58.2,57.3,182.8,179.8,4630.4,7.8,836.8,113774,,,,Whole Building,Whole Building,38.8963588,-77.0308386
PM4000706,0254_0840,4000706,National Theatre,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1321 PENNSYLVANIA AVE NW,NATIONAL PLACE LAND COMPANY LLC,2,1325 Pennsylvania Avenue NW,Washington,DC,20004,1910,Performing Arts,Performing Arts,57202,67481,Not Available,52.5,53.6,164.8,168.4,474.1,7,79.2,13791,,,,Whole Building,Whole Building,38.89642469,-77.03046516
PM1583325,0267_0042,1583325,PORTALS III-1201 Maryland Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1201 MARYLAND AVE SW,PARCEL 47D LLC,6,1201 Maryland Avenue SW,Washington,DC,20024,2005,Office,Office,806904,519213,81,53.1,53.1,166.7,166.7,8261.3,15.9,5143,878199,,,,Whole Building,,38.88469913,-77.02935358
PM3353093,0273_2706,3353093,2020 Lofts,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2020 12TH ST NW,2020 LOFTS CONDOMINIUM,1,2020 12th Street NW,Washington,DC,20009,2005,Multifamily Housing,Multifamily Housing,144773,178156,61,56.8,56.5,132.8,130.7,1041.1,5.8,6831.5,182619,38967.2823,,,Whole Building,Whole Building,38.9176592,-77.028445
PM4000077,0277_0048,4000077,Vermont Avenue Baptist Church,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1630 VERMONT AVE NW,VERMONT AVENUE BAPTIST CHURCH,2,1630 Vermont Avenue NW,Washington,DC,20009,1990,Worship Facility,Worship Facility,76790,76790,39,53.4,53.8,112.2,111.4,384.2,5,278.3,6432,237.328,,,Whole Building,Whole Building,38.91184274,-77.02877429
DC02772841,0277_2841,N/A,,,,12/31/2015,Exempt from this year's disclosure,1210 R ST NW,LOGAN STATION CONDO,2,,Washington,DC,,,,Not Provided,,,,,,,,,,,,,,,,,,
PM3500426,0280_2253,3500426,Iowa Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1325 13TH ST NW,THE IOWA CONDO,2,1325 Thirteenth Street NW,Washington,DC,20005,1923,Multifamily Housing,Multifamily Housing,103516,103516,Not Available,28.7,28.7,90.3,90.3,398.3,3.8,3612.1,872112.6,,,,Whole Building,Whole Building,38.9083137,-77.0295597
PM3622119,0281_0049,3622119,King Housing LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1220 12TH ST NW,KING HOUSING LLC,2,1220 12th street nw,Washington,DC,20005,1975,Multifamily Housing,Multifamily Housing,128167,128560,88,57.6,59.2,103.9,105.6,609,4.7,6631.8,782719,47352.25856,,,Whole Building,Whole Building,38.90627998,-77.02846272
PM4007345,0281_2255,4007345,Park Princess Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1245 13TH ST NW,LOGAN PARK CONDO,2,1245 13th Street N.W.,Washington,DC,20005,1982,Multifamily Housing,Multifamily Housing,82857,81461,14,91.7,87.4,195.9,182.7,710.3,8.7,511.5,1138617,3589.67697,,,Whole Building,Whole Building,38.9069253,-77.0291912
DC02812557,0281_2557,N/A,,,,12/31/2015,Exempt from this year's disclosure,1225 13TH ST NW,1225 13TH STREET CONDOMINIUM,2,,Washington,DC,,,,Not Provided,,,,,,,,,,,,,,,,,,
PM3540220,0282_0044,3540220,Cambridge Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1221 MASSACHUSETTS AVE NW,CAMBRIDGE APARTMENTS LIMITED PARTNERSHIP,2,1221 Massachusetts Ave NW,Washington,DC,20005,1964,Multifamily Housing,Multifamily Housing,177359,177359,52,59.5,59.8,120.8,119.2,960,5.4,819,1448463,56188.69655,,,Whole Building,Whole Building,38.90497814,-77.02901029
PM3487951,0283_0050,3487951,1210 Mass Ave.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1210 MASSACHUSETTS AV,EQR/JBG 12TH & MASS LLC,2,1210 Massachusetts Ave NW,Washington,DC,20005,2004,Multifamily Housing,Multifamily Housing,884750,208720,87,41.9,,91.8,,850,4.1,3966.6,1399412,39457.1811,16353,,Whole Building,Whole Building,38.90419279,-77.02862721
PM4567348,0283_0826,4567348,Zen Apollo,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1234 MASSACHUSETTS AV NW,MASS HOUSE LLC,2,1234 Massachusetts Avenue NW,Washington,DC,20005,1968,Multifamily Housing,Multifamily Housing,258603,243130,79,59.4,59.6,112.4,111.4,1237.1,5.1,9745,176816,86133.1231,,,Whole Building,Whole Building,38.90420514,-77.0293156
PM1486998,0284_0042,1486998,1220 L Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1220 L ST NW,13TH AND L ASSOCIATES,2,1220 L Street NW,Washington,DC,20005,1983,Office,Office,369164,321980,86,51.8,51.8,162.5,162.5,2230.7,6.9,3954.8,488381,,,,Whole Building,Whole Building,38.90338921,-77.02914636
PM1488373,0284_0043,1488373,1275 K Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1275 K ST NW,METRO K LLC,2,1275 K Street NW,Washington,DC,20005,1983,Office,Office,293231,236160,17,143,141.3,442,436.4,3752.3,18.9,2693.3,8138545,6587.473442,,,Whole Building,Whole Building,38.90289564,-77.02915135
DC02840044,0284_0044,N/A,,,,12/31/2015,No Report Received,1201 - 1213 K ST NW,PACIFIC WASHINGTON DC CORPORATION,2,,Washington,DC,,,,Not Provided,140537,,,,,,,,,,,,,,,,,
PM1188996,0285_0047,1188996,1225 Eye Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1225 I ST NW,1225 EYE STREET NW ASSOCIATES LLC,2,1225 Eye Street NW,Washington,DC,20005,1988,Office,Office,310153,248131,72,64.7,64.7,203.2,203.2,2149.7,8.7,3714.8,47647,,,,Whole Building,Whole Building,38.90165744,-77.02916215
PM1188995,0285_0048,1188995,1201 Eye Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1201 I ST NW,1215 I STREET NW ASSOCS LTD PARTNERSHIP,2,1201 Eye Street NW,Washington,DC,20005,2002,Office,Office,274387,305868,81,55.4,55.4,174,174,2268.7,7.4,3289,496722,,,,Whole Building,Whole Building,38.90163885,-77.02856162
PM1070151,0285_0049,1070151,1200 K Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1200 K ST NW,1200 K ST I CO LLC,2,1200 K Street NW,Washington,DC,20005,1992,Office,Office,567863,429455,94,59.4,59.4,185.1,185.1,3391,7.9,4883.1,7386557,3239.87853,,,Whole Building,,38.90213258,-77.02864978
PM1419667,0286_0041,1419667,1250 Eye Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1250 I ST NW,IPERS EYE ST NW DC INC,2,1250 I Street NW,Washington,DC,20005,1982,Office,Office,239325,187269,84,51,50.7,160.2,159.3,1279.3,6.8,1877.2,28898,,,,Whole Building,Whole Building,38.90099549,-77.02923934
PM1346869,0286_0818,1346869,1201& 1225  New York Ave.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1201 NEW YORK AV NW,1201-1225 NEW YORK AVE SPE LLC,2,1201 New York Avenue NW,Washington,DC,20005,1988,Office,Office,554395,510400,84,57.2,56.8,169.5,168,3708.7,7.3,658.7,7833788,24147.94362,31615.8,,Whole Building,Whole Building,38.90102088,-77.02854869
PM1180513,0287_0038,1180513,1200 New York Avenue NW (AAAS),Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1200 NEW YORK AVE NW,AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE,2,1200 New York Avenue NW,Washington,DC,20005,1996,Office,Office,263000,231089,84,62,62.2,169.3,168.9,1691.3,7.3,3843.9,3377694,27958.335,,,Whole Building,Whole Building,38.90022132,-77.02844738
PM3111726,0287_0812,3111726,National Museum of Women in the Arts,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0801 13TH ST NW,NATIONAL MUSEUM WOMEN IN ARTS,2,1250 New York Ave. NW,Washington,DC,20005,1986,Other,Other,63677,72628,Not Available,238.5,238.5,548.1,548.1,1755.3,24.2,2329,331666,69777.2361,,,Whole Building,Whole Building,38.90005647,-77.02916369
PM2706378,0287_0813,2706378,Jaguar Properties LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1212 NEW YORK AV NW,JAGUAR PROPERTIES LLC,2,1212 New York Avenue NW,Washington,DC,20005,1987,Office,Office,155790,109335,81,51.2,51.2,160.7,160.7,749.1,6.9,2383.2,163997,,,,Whole Building,Whole Building,38.90014467,-77.02877488
PM1417487,0288_0058,1417487,Herald Square - 1250 H Street N.W.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0733  13TH ST NW,HUB PROPERTIES TRUST,2,1250 H Street N.W.,Washington,DC,20005,1990,Office,Office,246351,209728,58,82.4,82.4,258.6,258.6,2312.1,11,7666.4,56278,,,,Whole Building,Whole Building,38.89956769,-77.02910814
PM4553074,0288_0060,4553074,CO/GLC 11114/730 12TH ST NW/WASHINGTON/DC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,730 12TH ST NW,C & P TELEPHONE COMPANY,2,730 12TH ST NW,Washington,DC,20005,1905,Office,Office,197259,77041,Not Available,Not Available,Not Available,Not Available,Not Available,6015.8,78.1,786,131799,,,,Whole Building,Whole Building,38.89962569,-77.02844449
PM3512115,0288_0060,3512115,CO/GLC 11542/1200 H ST NW/WASHINGTON/DC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,730 12TH ST NW,C & P TELEPHONE COMPANY,2,1200 H ST NW,Washington,DC,20005,1905,Office,Office,197259,120044,1,189.4,189.4,594.6,594.6,3042.9,25.3,679,666285,,,,Whole Building,Whole Building,38.89962569,-77.02844449
PM3989870,0288_0061,3989870,Jemal's C&P LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,700 12TH ST NW,C & P TELEPHONE COMPANY,2,722 12th Street NW,Washington,DC,20005,1903,Office,Office,54705,54700,73,52.9,52.9,166,166,387.2,7.1,2.2,847648.3,,,,Whole Building,Whole Building,38.89914824,-77.0284586
DC02880843,0288_0843,N/A,,,,12/31/2015,No Report Received,0725 13TH ST NW,AT AND T COMMUNICATIONS OF WASH DC INC,2,,Washington,DC,,,,Not Provided,80122,,,,,,,,,,,,,,,,,
PM1407852,0288_0846,1407852,0701 Thirteenth Street NW (One Metro),Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,700 12TH ST NW,JAMESTOWN PREMIER ONE METRO CENTER CORP,2,701 13th Street NW,Washington,DC,20005,2003,Office,Office,520441,456936,74,79.7,79.7,249.9,249.9,4868.1,10.7,6783,165154,563.79112,,,Whole Building,Whole Building,38.8987249,-77.0288252
PM3389780,0288_0847,3389780,(71068A) METRO CENTER,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1201 G ST NW,MACYS RETAIL HOLDINGS INC,2,1201 G. STREET NW,Washington,DC,20005,1985,Retail Store,Retail Store,215108,272371,94,33.8,33.3,106.2,104.7,1232.9,4.5,2473.6,2699356,,,,Whole Building,,38.89871274,-77.02839264
PM1180478,0289_0830,1180478,0601 Thirteenth Street NW (Homer),Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0601 13TH ST NW,S KANN SONS COMPANY,2,601 13th Street NW,Washington,DC,20005,1990,Office,Office,678600,604301,85,47,47,147.5,147.5,3801.2,6.3,4848.8,8322362,,,,Whole Building,Whole Building,38.89814115,-77.02926284
PM3531245,0289_0831,3531245,1200 G Street NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1200 G ST NW,12TH & G STREETS ASSOCIATES,2,1200 G Street NW,Washington,DC,20005,1991,Office,Office,269751,196325,69,77.2,76.5,231.3,229.1,1945,9.9,7514.6,4136348,1492.27139,,,Whole Building,Whole Building,38.89817806,-77.02826648
PM2895757,0289_0832,2895757,1201 F St,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1201 F ST NW,1201 F STREET LLC,2,1201 F Street NW,Washington,DC,20004,2000,Office,Office,325757,240578,69,69.5,69.5,218.4,218.4,2357.6,9.3,5994.4,5161693,,,,Whole Building,Whole Building,38.89766464,-77.02852325
PM1407276,0290_0044,1407276,1299 Pennsylvania Ave NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0501 13TH ST NW,WARNER INVESTMENTS LP,2,1299 Pennsylvania Ave NW,Washington,DC,20004,1992,Office,Office,641215,769685,85,47.1,47.4,147.8,148.7,4848.3,6.3,9593.2,161477,,,,Whole Building,Whole Building,38.89649317,-77.02826612
PM2745306,0290_0861,2745306,Columbia Square-2,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,F ST NW,13TH & F ASSOCIATES LP & WMATA,2,555 13Th ST.,Washington,DC,20004,1987,Office,Office,637000,674553,70,71.6,71.6,220.9,220.9,6363.9,9.4,13743,1379277,1251.88551,,,Whole Building,Whole Building,38.89719681,-77.02828568
PM2840677,0291_0037,2840677,1201 Pennsylvania Ave.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1201 PENNSYLVANIA AV NW,1201 LAND LP,2,1201 Pennsylvania Ave.,Washington,DC,20004,1981,Office,Office,642329,444263,54,84.3,84.3,250,250,4545.1,10.7,8541.1,961929,318.36613,,,Whole Building,Whole Building,38.89600299,-77.02838287
PM2701785,0291_0038,2701785,1275 Penn Ave NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0425 13TH ST NW,PENNSYLVANIA BUILDING ASSOCIATES,2,12745 Penn Avenue NW,Washington,DC,20004,1956,Office,Office,289198,238380,95,33.6,33.6,105.4,105.4,1071.6,4.5,1528.4,2346216,,,,Whole Building,Whole Building,38.895829,-77.028952
DC02990831,0299_0831,N/A,,,,12/31/2015,No Report Received,1330 MARYLAND AVE SW,PORTALS HOTEL SITE LLC,6,,Washington,DC,,,,Not Provided,294037,,,,,,,,,,,,,,,,,
PM1583318,0299_0832,1583318,Portals I - 1250/1280 Maryland Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1250 MARYLAND AV SW,PARCEL 49B LIMITED PARTNERSHIP,6,1280 Maryland Avenue SW,Washington,DC,20024,1992,Office,Office,800000,583876,85,58.2,58.2,182.8,182.8,10190.4,17.5,7263.5,9964543,,,,Whole Building,Whole Building,38.88409053,-77.02899095
PM1583329,0299_0833,1583329,Portals II,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0445 12TH ST SW,PARCEL 49C LIMITED PARTNERSHIP,6,445 12th Street SW,Washington,DC,20024,1995,Office,Office,633800,637173,56,89.4,88.6,280.7,278.1,17071.2,26.8,1335,1669281,,,,Whole Building,Whole Building,38.8832934,-77.02851429
DC03020074,0302_0074,N/A,,,,12/31/2015,No Report Received,2201 12TH ST NW,NATIONAL HISPANIC COUNCIL ON AGING,1,,Washington,DC,,,,Not Provided,328289,,,,,,,,,,,,,,,,,
DC03032840,0303_2840,N/A,,,,12/31/2015,Exempt from this year's disclosure,2100 11TH ST NW,THE BEAUREGARD CONDO,2,,Washington,DC,,,,Not Provided,,,,,,,,,,,,,,,,,,
DC03042506,0304_2506,N/A,,,,12/31/2015,No Report Received,2001 12TH ST NW,THE LINCOLN CONDO,1,,Washington,DC,,,,Not Provided,133735,,,,,,,,,,,,,,,,,
PM3982256,0315_0027,3982256,M Street Towers,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1112 M ST NW,WEST MADISON A CORPORATION,2,1112 M Street NW,Washington,DC,20005,1964,Multifamily Housing,Multifamily Housing,95656,95656,68,74.9,75.5,130.1,128.6,570.9,6,3212.4,69897,4866.85127,,,Whole Building,Whole Building,38.90531858,-77.02783607
PM4052044,0315_0822,4052044,Mass Place Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1111 MASSACHUSETTS AV,CCA MASSACHUSETTS AVE LP,2,1111 Massachusetts Ave. NW,Washington,DC,20005,1965,Multifamily Housing,Multifamily Housing,123113,123113,51,79.1,79.4,137.8,135.6,777.7,6.3,7213.7,945196.6,65146.1579,,,Whole Building,Whole Building,38.90486954,-77.02734166
PM1257635,0316_0032,1257635,1100L,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1100 L ST NW,12TH & L STREET LTD PARTNERSHIP,2,1100 L Street NW,Washington,DC,20005,1972,Office,Office,474396,345116,77,79.1,79.2,214.2,213.2,3198.9,9.3,5996.6,6345983,56544.4334,,,Whole Building,Whole Building,38.90355769,-77.02754935
PM4508405,0316_0035,4508405,1101 K Street - DC Reporting,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1101 K ST NW,RG-1101 K LLC,2,1101 K Street NW,Washington,DC,20005,2006,Office,Office,453141,322448,77,68.4,68.4,212.9,212.9,2928.6,9.1,6532.8,637981,2756.241166,,,Whole Building,Whole Building,38.90286804,-77.02741697
PM1380124,0316_0035,1380124,1101 K Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1101 K ST NW,RG-1101 K LLC,2,1101 K Street NW,Washington,DC,20005,2006,Office,Office,453141,313852,83,61.7,61.7,193.6,193.6,2590.4,8.3,6532.8,567141,,,,Whole Building,Whole Building,38.90286804,-77.02741697
PM2701797,0317_0841,2701797,1101 New York Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1101 NEW YORK AV,1101 NEW YORK HOLDINGS LLC,2,1101 New York Ave NW,Washington,DC,20005,2007,Office,Office,512092,392374,74,65.3,65.7,204,205.3,3414.3,8.7,72.6,7453913,1825.8781,,,Whole Building,Whole Building,38.90168468,-77.02753907
PM2371512,0317_3086,2371512,1050 K Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1050 K ST NW,1150 K STREET CONDOMINIUM,2,1050 K Street NW,Washington,DC,20001,2008,Office,Office,111618,153440,91,46,46,144.3,144.3,944,6.2,1836.3,266723,,,,Whole Building,Whole Building,38.9021289,-77.0267476
PM1268754,0318_0032,1268754,1100 New York Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1110 NEW YORK AV NW,AZ JH REIT DC LP,2,1100 New York Avenue NW,Washington,DC,20005,1991,Office,Office,563484,580706,92,50,50,156.2,156.2,3869.2,6.7,1447.8,8446787,294.761928,,,Whole Building,Combination of common and tenant areas,38.90067675,-77.027446
PM3500628,0319_0822,3500628,Gaslight Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1100 H ST NW,1100 H STREET LLC,2,1100 Hst,Washington,DC,20005,1942,Office,Office,146986,146986,40,100.3,99.2,275.9,270.2,1752,11.9,2366.8,3517915,27328.32,,,Whole Building,Whole Building,38.89953163,-77.02738352
PM3351514,0319_0863,3351514,33721-Washington Metro Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0775 12TH ST NW,HMC RETIREMENT PROPERTIES LP,2,775 12th St Nw,Washington,DC,20005,1994,Hotel,Hotel,392603,450000,80,64.3,64,167.2,166.1,3270.3,7.3,21343,6287846,74995.18,,,Whole Building,Whole Building,38.8993683,-77.02778798
PM3274029,0319_0864,3274029,700 Eleventh Street w/ Cosi,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0700 - 1111 11TH ST NW,1991 ACQUISITION FUND ONE,2,700 Eleventh Street NW,Washington,DC,20001,1991,Office,Office,457926,347864,65,84.2,84.2,262,262,3889.4,11.2,6449.3,8469395,3964.21543,,,Whole Building,,38.89874863,-77.02732212
