Primary Key,DC Real Property ID,PM Property Id,Property Name,PM Parent Property Id,Parent Property Name,Year Ending,Report Status,Address of Record,Owner of Record,Ward,Reported Address,City,State,Postal Code,Year Built,Primary Property Type - Self Selected,Primary Property Type - Calculated,Tax Record Floor Area ,Reported Building Gross Floor Area ,ENERGY STAR Score, Site EUI (kBtu/ft²) , Weather Normalized Site EUI (kBtu/ft²) , Source EUI (kBtu/ft²) ,Weather Normalized Source EUI (kBtu/ft²) ,Total GHG Emissions (Metric Tons CO2e) ,Total GHG Emissions Intensity (kgCO2e/ft²) ,Water Use (All Water Sources) (kgal) ,Electricity Use (kWh) ,Natural Gas Use (therms) ,Fuel Oil & Diesel Fuel Use (kBtu),District Water-Based Energy Use (kBtu) ,Metered Areas (Energy),Metered Areas  (Water),Latitude,Longitude
PM3354050,0164_0003,3354050,1001 Connecticut Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1001 CONNECTICUT AV NW,1001 CONNECTICUT AVENUE LLC,2,1001 Connecticut Avenue NW,Washington,DC,20036,1953,Office,Office,"171,080","167,581",,51,50.8,121,120,956,6,"3,388","1,600,333","1,465","2,928,015",,Whole Building,Whole Building,38.90300964,-77.03906355
PM1257639,0164_0035,1257639,Blake Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1025 CONNECTICUT AV NW,BLAKE DEVELOPMENT COMPANY,2,1025 Connecticut Ave. NW,Washington,DC,20036,1962,Office,Office,"466,690","353,398",83,71,70.7,180,180,"2,790",8,"5,515","5,242,125","66,151","599,085",,Whole Building,Whole Building,38.90359373,-77.03933901
PM2362274,0164_0036,2362274,1050 17th,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1050 17TH ST NW,L-17 PARTNERSHIP,2,1050 17th Street NW,Washington,DC,20012,1975,Office,Office,"155,901","143,739",62,78,78,245,245,"1,502",10,"4,556","3,287,845",,,,Whole Building,Whole Building,38.903392,-77.038811
PM2015806,0165_0028,2015806,800 Connecticut Ave. NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,800 CONNECTICUT AV,NANCY L ANDRACSEK TRUSTEE,2,800 Connecticut Ave. NW,Washington,DC,20006,,Office,Office,"221,171",125938,65,68,67.1,213,211,"1,143",9,"3,496","2,502,662",,,,Whole Building,Whole Building,38.892844,-77.040284
PM3993869,0165_0029,3993869,Club Quarters Washington DC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,0839 17TH ST NW,RCQ HOTEL DC LLC,2,839 17th St. NW,Washington,DC,20006,1925,Hotel,Hotel,"59,746","59,746",61,94,92.2,216,213,570,10,"3,338","989,549","22,190",,,Whole Building,Whole Building,38.90118696,-77.0391062
PM3964239,0165_0813,3964239,1634 Eye Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1634 I ST,1634 EYE LLC,2,1634 I Street NW,Washington,DC,20006,1962,Office,Office,"76,697","73,820",83,48,47.3,143,141,453,6,"2,277","961,591","2,659",,,Whole Building,Whole Building,38.90113173,-77.03899379
PM3761920,0165_0814,3761920,818 Connecticut LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,0818 CONNECTICUT AV NW,818 CONNECTICUT LLC,2,818 Connecticut Avenue NW,Washington,DC,20006,1977,Office,Office,"93,196","93,189",77,76,75,238,236,946,10,"2,472","2,072,103",,,,Whole Building,Whole Building,38.90090378,-77.03881198
PM1191010,0166_0032,1191010,1701 Pennsylvania Ave.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1701 PENNSYLVANIA AV NW,ATLANTIC FREEHOLDS,2,1701 Pennsylvania Ave.,Washington,DC,20006,1962,Office,Office,"263,216","216,872",88,59,57.2,153,151,"1,438",7,"6,792","2,764,163","33,078",,,Whole Building,Whole Building,38.89950761,-77.03977867
PM0023246,0166_0033,23246,1747 Pennsylvania Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1747 - 1755 PENNSYLVANIA AV NW,1747 PENNSYLVANIA AVENUE ASSOCIATES LP,2,1747 Pennsylvania Avenue NW,Washington,DC,20006,1970,Office,Office,"219,854","166,429",56,77,77.1,242,242,"1,719",10,"3,215","3,762,536",,,,Whole Building,Whole Building,38.89969121,-77.04076714
PM1657117,0166_0038,1657117,1775 Pennsylvania Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1775 PENNSYLVANIA AV NW,RS WASHINGTON CORPORATION,2,1775 Pennsylvania Avenue NW,Washington,DC,20006,1976,Office,Office,"309,460","151,999",64,65,64.7,205,203,"1,330",9,"1,644","2,911,383",,,,Whole Building,,38.8998774,-77.04136526
PM0023232,0166_0041,23232,1717 Pennsylvania Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1717 PENNSYLVANIA AV NW,1717 PENNSYLVANIA AVENUE LLC,2,1717 Pennsylvania Avenue NW,Washington,DC,20006,1996,Office,Office,"255,671","200,430",43,98,97.7,307,307,"2,620",13,"3,774","5,736,927",,,,Whole Building,,38.8994702,-77.04039343
PM3268854,0166_0042,3268854,1750 H Street NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1750 H ST,FP CPT 1750 H STREET LLC,2,1750 H Street,Washington,DC,20006,2002,Office,Office,"166,522","126,915",71,60,59.8,185,185,"1,004",8,"1,340","2,181,116","1,541",,,Whole Building,Whole Building,38.90000507,-77.0409065
PM3981521,0166_0861,3981521,The Metropolitan Club of the City of Washington,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1700 H ST,METROPOLITAN CLUB,2,1700 H Street NW,Washington,DC,20006,1908,Social/Meeting Hall,Other,"56,924","56,924",,180,180,390,389,986,17,"3,248","1,599,139","48,058",,,Whole Building,Whole Building,38.89998135,-77.03980832
PM1267785,0166_0862,1267785,750 17th St.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,0750 17TH ST,MANUFACTURERS LIFE INSURANCE COMPANY,2,750 17th St. NW,Washington,DC,20006,1989,Office,Office,"187,368","136,452",79,65,65.2,205,205,"1,191",9,"2,094","2,607,815",,,,Whole Building,Whole Building,38.89978091,-77.03982701
PM3512670,0166_0863,3512670,1710 H Street NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1710 H ST,WASHINGTON H STREET ASSOCIATES LLC,2,1710 H Street NW,Washington,DC,20006,1900,Multifamily Housing,Multifamily Housing,"218,435","165,094",13,56,55.7,169,169,"1,192",7,"6,811","2,552,409","4,951",,,Whole Building,Whole Building,,
PM1327939,0168_0050,1327939,1700 Pennsylvania Avenue NW (Mills),Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1700 PENNSYLVANIA AV NW,THE MILLS BUILDING ASSOCIATES LLC,2,1700 Pennsylvania Avenue NW,Washington,DC,20006,1966,Office,Office,"244,556","176,716",53,99,97.9,242,241,"1,869",11,"4,118","3,424,649","57,336",,,Whole Building,Whole Building,38.89865698,-77.03991253
PM3220077,0168_0051,3220077,1730 Pennsylvania Ave NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1730 PENNSYLVANIA AV NW,1730 PENN AVE LP,2,1730 Pennsylvania Ave NW,Washington,DC,20006,1969,Office,Office,"177,924","319,403",80,65,64.5,203,203,"2,758",9,"6,008","6,038,890",,,,Whole Building,,38.89874481,-77.04022991
PM1406610,0168_0823,1406610,1750 Pennsylvania Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1750 PENNSYLVANIA AV NW,CESC 1750 PENNSYLVANIA LLC,2,1750 Pennsylvania Ave,Washington,DC,20036,1964,Office,Office,"440,029","297,909",80,89,88,206,205,"2,706",9,"3,786","4,724,150","103,194",,,Whole Building,Whole Building,38.89905363,-77.04076308
PM1556355,0169_0070,1556355,1776 G Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1776 - 1742 G ST NW,WASHINGTON REAL ESTATE INVESTMENT TRUST,2,1776 G Street N.W.,Washington,DC,20006,1979,Office,Office,"361,940","273,360",74,76,76,239,239,"2,781",10,"5,494","6,087,778",,,,Whole Building,Whole Building,38.89810624,-77.04117807
PM1865876,0169_0071,1865876,CFR,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1777 F ST NW,COUNCIL ON FOREIGN RELATIONS INC,2,1777 F St. NW,Washington,DC,20006,2008,Office,Office,"83,209","67,330",68,61,59.7,191,187,547,8,671,"1,198,062",,,,Whole Building,Whole Building,38.8975712,-77.04127851
PM3996781,0170_0039,3996781,1735 New York Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1735 NEW YORK AV NW,THE AMERICAN INSTITUTE OF ARCHITECTS,2,1735 New York Avenue NW,Washington,DC,20006,1973,Office,Office,"183,768","149,255",64,114,113.5,230,230,"1,541",10,"2,249","2,328,142","89,950",,,Whole Building,Whole Building,38.89654879,-77.040896
PM1947403,0171_0033,1947403,United Unions,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1750 NEW YORK AV NW,UNITED UNIONS INC,2,1750 New York Avenue NW,Washington,DC,20006,1972,Office,Office,"216,228","184,573",68,86,85.8,237,237,"4,035",22,"2,547","3,792,369","29,402",,,Whole Building,,38.89568161,-77.04100697
DC01710814,0171_0814,N/A,Corcoran Gallery and School of Art,,,12/31/2014,Exempt from this year's disclosure,1700 NEW YORK AV,TRUSTEES OF THE CORCORAN GALLERY OF ART,2,500 17th St NW (or 1700 New York Ave),Washington,DC,20006,,,Not Provided,"137,024",,,,,,,,,,,,,,,,,
DC01710815,0171_0815,N/A,,,,,Exempt from this year's disclosure,1700  NEW YORK AV NW,1700 NEW YORK AVENUE LLC,2,,Washington,DC,20006,,,Not Provided,"124,000",,,,,,,,,,,,,,,,,
PM3506489,0173_0809,3506489,DAR Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1776 D ST NW,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,2,1776 D Street NW,Washington,DC,20006,1903,Other - Entertainment/Public Assembly,Performing Arts,"221,828","203,652",,72,70.6,174,172,"1,553",8,"3,391","2,821,867","49,660",,,Whole Building,Whole Building,38.89396586,-77.03999874
PM4005287,0173S_0800,4005287,Organization of American States,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,0201 17TH ST NW,ORGANIZATION OF AMERICAN STATES (OAS),2,0201 17th St. NW,Washington,DC,20006,1910,Office,Office,"86,533","109,609",,,,,,,,752,,,,"3,116,554,820",Whole Building,Whole Building,38.892844,-77.040284
PM4014015,0174_2153,4014015,Washington House- Whole Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2120 16TH STREET NW,Condominium #2153,1,2120 16th Street NW,Washington,DC,20009,1940,Multifamily Housing,Multifamily Housing,"84,582","84,582",95,51,50.7,95,95,366,4,"3,940","497,175","26,061",,,Whole Building,Whole Building,38.91878784,-77.03697464
PM4013984,01742153; 01800801,4013984,Hightowers Condominium - Whole Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2120 16TH STREET NW,Condominium #2153,1,1530 16th Street NW,Washington,DC,20036,1933,Multifamily Housing,Multifamily Housing,"84,582","64,042",60,71,69.6,133,130,385,6,"1,957","519,767","27,755",,,Whole Building,Whole Building,38.91878784,-77.03697464
PM4013982,0176_0062,4013982,Urban Adventures of Washington,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1612 U ST NW,URBAN ADVENTURES OF WASH INC,2,1612 U Street NW,Washington,DC,20009,1923,Fitness Center/Health Club/Gym,Fitness Center/Health Club/Gym,"53,038","46,530",,239,239.5,560,560,"1,146",25,"6,798","2,012,236","42,734",,,Whole Building,Whole Building,,
PM4018326,0177_0129,4018326,The Windermere,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1825 NEW HAMPSHIRE AV NW,WINDERMERE HARROWGATE LLC,2,1825 New Hampshire Avenue NW,Washington,DC,20009,1919,Multifamily Housing,Multifamily Housing,"74,360","74,360",91,56,55.1,103,101,347,5,"3,489","460,221","25,704",,,Whole Building,Whole Building,38.91499037,-77.03784485
PM4019574,0177_0130,4019574,The Harrowgate,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1833 NEW HAMPSHIRE AV NW,WINDERMERE HARROGATE LLC,2,1833 New Hampshire Avenue NW,Washington,DC,20009,1919,Multifamily Housing,Multifamily Housing,"69,192","69,192",94,57,56.5,105,103,330,5,"1,995","432,323","24,968",,,Whole Building,Whole Building,38.91525985,-77.03769059
PM3997842,0177_0804,3997842,Croydon,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1815 17TH ST NW,USN LLC,2,1815 17th Street NW,Washington,DC,20009,1941,Multifamily Housing,Multifamily Housing,"63,633","63,633",66,92,91.1,150,148,443,7,"4,992","482,055","41,983",,,Whole Building,Whole Building,38.91468064,-77.03816696
PM4019559,0178_0092,4019559,Rutland Court Owners Inc.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1725 17TH ST NW,RUTLAND COURT OWNERS INC,2,1725 17th Street NW,Washington,DC,20009,1918,Multifamily Housing,Multifamily Housing,"86,244","86,244",100,43,43.5,53,53,222,3,"1,301","86,356","34,403",,,Whole Building,Whole Building,,
PM3997893,0179_0105,3997893,1630 R Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1610 - 1632 R ST NW,TOURRAINE LLC,2,1630 R Street NW,Washington,DC,20009,1922,Multifamily Housing,Multifamily Housing,"88,648","88,648",72,58,57.2,118,116,467,5,"2,868","706,039","27,221",,,Whole Building,Whole Building,38.91242659,-77.03756734
PM3998596,0179_0113,3998596,Dupont Executive,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1633 Q ST NW,STERLING GUNSTON LLC,2,1633 Q St NW,Washington,DC,20009,1988,Multifamily Housing,Multifamily Housing,"73,942","58,630",,37,35.9,91,90,234,4,825,"434,926","6,571",,,Whole Building,Whole Building,38.91148833,-77.03807038
DC01790812,0179_0812,N/A,,,,,Exempt from this year's disclosure,1616 16TH ST NW,BARCLAY APARTMENTS II LLC,2,,Washington,DC,20009,,,Not Provided,"53,532",,,,,,,,,,,,,,,,,
PM3986541,0179_2173,3986541,Cairo Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1615 Q ST NW,THE CAIRO CONDO,2,1615 Q St NW # G1,Washington,DC,20009,1895,Multifamily Housing,Multifamily Housing,"96,270","112,000",12,77,77.3,206,206,"1,001",9,"5,413","1,963,583","19,564",,,Whole Building,Whole Building,38.9113588,-77.0373711
PM3973683,0180_0085,3973683,Foundry United Methodist Church,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1500 - 1510 16TH ST NW,FOUNDRY UNITED METHODIST CHURCH,2,1500 16th Street NW,Washington,DC,20036,1903,Worship Facility,Worship Facility,"58,701","60,000",46,54,52.4,95,93,260,4,296,"324,518","21,044",,,Whole Building,Whole Building,38.9100414,-77.03688179
PM2256771,0181_0161,2256771,1625 Massachusetts Avenue NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1625 MASSACHUSETTS AV NW,1625 MASSACHUSETTS AVENUE LLC,2,1625 Massachusetts Avenue NW,Washington,DC,20036,1968,Office,Office,"266,189","129,780",62,81,78.9,254,248,"1,404",11,"3,468","3,073,182",,,,Whole Building,,38.90814298,-77.03800805
PM4373170,0181_0821,4373170,founding,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1424 16TH ST NW,TRUSTEES FOR CHURCH OF SCIENTOLOGY RELIGIOUS TRUST,2,1424 16th St NW,Washington,DC,20036,1917,Worship Facility,Worship Facility,"50,233","50,233",32,49,48.7,148,147,318,6,779,"679,527","1,364",,,Whole Building,Whole Building,38.90946339,-77.03700105
PM2946167,0181_0850,2946167,Benjamin T. Rome,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1619 MASSACHUSETTS AV,JOHNS HOPKINS UNIVERSITY,2,1619 Mass ave,Washington,DC,20036,1963,Office,Office,"101,369","64,843",88,65,64.3,145,144,416,6,768,"693,900","18,605",,,Whole Building,Whole Building,38.9080435,-77.03755546
PM3983039,0181_2180,3983039,The Richmond Condominium Association Inc.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1401 17TH ST NW,THE RICHMOND CONDO,2,1401 17th Street NW,Washington,DC,20036,1988,Other - Lodging/Residential,Multifamily Housing,"95,532","95,532",97,41,41,86,86,366,4,"3,434,570","568,239","20,090",,,Whole Building,Whole Building,38.9089475,-77.0380411
PM1349227,01810873; 01810874,1349227,Resources for the Future Inc./Resources and Conservation Center LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1400 16TH ST,C M LAND LLC,2,1616 P Street NW,Washington,DC,20036,1959,Office,Office,"278,656","273,886",86,60,59.6,187,187,"4,894",18,"7,581","4,785,163",,,,Whole Building,Whole Building,38.90907529,-77.03707464
PM1069660,0182_0078,1069660,1640 Rhode Island Avenue NW (HRC),Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1640 RHODE ISLAND AV NW,HUMAN RIGHTS CAMPAIGN FOUNDATION,2,1640 Rhode Island Ave NW,Washington,DC,20036,1954,Office,Office,"54,633","67,928",65,75,73.9,232,228,672,10,324,"1,456,121","1,239",,,Whole Building,Whole Building,,
PM3632510,0182_0083,3632510,The University of California Washington Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1608 RHODE ISLAND AV NW,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,2,1608 Rhode Island Ave. NW,Washington,DC,20036,2001,College/University,Residence Hall/Dormitory,"184,556","158,819",50,70,70.2,155,155,"1,092",7,"5,998","1,814,714","49,484",,,Whole Building,Whole Building,38.90651258,-77.03738575
PM3991736,0182_0084,3991736,The Jefferson Hotel,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1200 16TH ST,DC CAP HOTELIER LLC,2,1200 16th St NW,Washington,DC,20036,1923,Hotel,Hotel,"76,254","76,254",1,267,267.1,573,572,"1,944",26,"5,339","3,125,375","97,272",,,Whole Building,Whole Building,38.90594573,-77.03695807
PM1774495,0182_0828,1774495,Sumner Square,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1615 M ST,17M ASSOCIATES & DISTRICT OF COLUMBIA,2,1615 M Street,Washington,DC,20036,1984,Office,Office,"232,565","228,520",88,62,,195,,"1,901",8,"2,601","4,159,473",,"19,265",,Whole Building,Whole Building,38.90587819,-77.03735566
PM4188928,0182_0830,4188928,Courtyard Marriott-SV,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1600 RHODE ISLAND AV NW,MILLBANK PARTNERS MASS AVE LIMITED PARTNERSHIP,2,1600 Rhode Island Ave,Washington,DC,20036,1998,Hotel,Hotel,"119,781","104,000",16,117,116.5,270,269,"1,239",12,"5,544","2,152,342","48,255",,,Whole Building,Whole Building,38.90667396,-77.03697366
PM3510302,0182N_0011,3510302,Beacon Hotel & Corporate Quarters,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1615 RHODE ISLAND AV NW,1615 LLL LLC,2,1615 Rhode Island Ave. NW,Washington,DC,20036,1963,Hotel,Hotel,"159,762","130,000",39,132,131.3,254,253,"1,491",12,"7,939","2,100,988","99,982",,,Whole Building,Whole Building,38.90705674,-77.03805197
DC01830105,0183_0105,N/A,,,,,No Report Received,1112 16TH ST NW,LESSER ATLANTIC LLC,2,,Washington,DC,20036,,,Not Provided,"58,049",,,,,,,,,,,,,,,,,
PM3928873,0183_0107,3928873,IUOE,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1125 17TH ST NW,INTERNATIONAL UNION OPERATING ENGINEERS,2,1125 17th St. NW,Washington,DC,20036,1958,Office,Office,"89,635","98,500",89,54,53.4,133,131,572,6,"1,028","1,044,030","17,956",,,Whole Building,Whole Building,38.90450718,-77.03810652
PM4023596,0183_0847,4023596,American Federation  of State County && Municiple Employees,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1625 L ST NW,AFSCME BUILDING CORPORATION,2,1625 L Street NW,Washington,DC,20036,1955,Office,Office,"75,033","75,033",77,65,65.2,175,175,569,8,"1,054","1,124,955","10,445",,,Whole Building,Whole Building,38.9040539,-77.03776733
