Condition,Rating,Review,Polarity,Name,label
Pain,9.0,"""I rate this a seven because it got rid of my horrible burning urethra pain after two months but I am at 500mg/day at three months and haven't experienced any affect on my bladder pain. The urethra pain was unbearable so I would've taken it just for that. Going to continue taking this for six months. No side effects when working my way up 100mg each week to 500mg/day""",-0.1,Gabapentin,0
Anxiety,9.0,"""Started taking gabapentin about 18 months ago for depression and anxiety. Almost immediately my symptoms were alleviated. No side effects, and it still works. I take 3600 mg/day, split either in two or three doses. For an acute attack of anxiety I will take an additional 600 or 1200 mg as needed, and that will almost always do the trick. I agree with those that call this a ""miracle"".""",0.55,Gabapentin,0
Occipital Neuralgia,9.0,"""Sciatica pain and related SEVERE knee pain is almost completely gone after two days.""",0.05,Gabapentin,0
Anxiety,9.0,"""Went on a trial of gabapentin (300 mg 2x daily) about a month ago for anxiety to augment bupropion xl (150mg 1x daily) for anxiety and depression. Bupropion was working to clear up some clouds, but some underlying situational anxiety persisted. Adding gabapentin has been great! Only downside is mild blurred vision and a slight head-fuzz feeling the first couple of days, but that has dissipated. I'm considering asking my doctor for an increase in the gabapentin dose, but overall I feel much improved. I am pleased that these two medications are having a positive effect with minimal side-effects and that I don't have to go on an SSRI.""",0.180303030303,Gabapentin,0
Fibromyalgia,9.0,"""I was diagnosed in 2009 after over a decade of chronic aches and pains that couldn't be described by any physicians. After countless bloodtests, MRIs, CAT scans, and the like, I finally found a Neuro that decided to try Gabapentin. I've been on it now, low dose, for about a week. 

Placebo effect or otherwise, I DO feel better. My normal daily functions seem easier, the pain has almost entirely subsided to a 'dull' ache, my headaches have dwindled to almost nothing, and my energy has increased; which I can only attribute to actually sleeping through the night for more than four days.

I will be gradually increasing my dosage over the next four weeks to see if I get even better. I'm ecstatic that I found this physician and Gabapentin!""",0.114102564103,Gabapentin,0
Anxiety,9.0,"""I'm an MST and PTSD survivor and this stuff along with Lyrica restored me in about a week. Medication that affects SSRI cannot even compare when it comes to treating my condition. I feel like myself again! I don't even need alcohol anymore! I'm still depressed but I can finally breathe again without having a panic attack. Highly recommended to those with severe anxiety or Post traumatic stress disorder. The side effects are mundane at best.""",0.248333333333,Gabapentin,0
Anxiety,9.0,"""I suffer from panic attacks that have been occurring for the last four years, the had me on a medication regiment of Xanax, two mgs four times a day and Clonazepam 1mg two times a day, and I in turn became dependant on those. So for the last month I tapered myself off of the Xanax and Clonazepam and was subsequently put on Gapapentin and I have to say I've never felt better. This medication has been the only thing that has helped as much as the better than Benzo's. I must say this medication really is a miracle anxiety drug. Nothing has EVER worked like this and I shoud add I've tryed over 30 medications to stop my severe anxiety, I hope this helps at least one person.""",0.122222222222,Gabapentin,0
Anxiety,9.0,"""I was prescribed gabapentin when I got diagnosed with bipolar disorder. It was for my panic attacks and anxiety. I went crazy with it the first couple of weeks taking way more than prescribed but that was the only way it worked for me. My doctor then upped my dose when I told him about it. He just started me off with the small dose to see how my body reacts to it. I love this medicine! Not to the point of addiction but because it calms me down and makes me think clearer whenever I freak out. There are no side effects at all for me. No dizziness, no grogginess no sleepiness. I function normally, I can even drive and work and study. It has helped me a lot. The dose that works best for me is 1500mg, I don't take it everyday anymore, just as needed.""",0.131944444444,Gabapentin,0
Alcohol Withdrawal,9.0,"""I was drinking 5 a day.  I was put on this and welbutrin and am feeling great.""",0.8,Gabapentin,0
Pain,9.0,"""Although it helps with my RSD pain, it still has adverse side effects such as weight gain and large doses seem to affect the gastric system.""",0.107142857143,Gabapentin,0
Bipolar Disorder,9.0,"""I have bipolar disorder, chronic depression, and anxiety and gabapentin has help tremendously without the use of other narcotic medicines. Yea, it makes you feel a little loopy for the first few weeks, but after that it does a wonderful job calming the nerves. One day I decided to go off it and the next day I had insane mood swings until I started it back up 2 days later and then it was like night and day. So that's how I know this stuff works. While I was off it, I threw my back out and after going back on it my back pain was virtually gone. Killed two birds with one stone. It does make my face more oily than normal along with minor fatigue and added hunger, but other than that I love it.""",0.0445175438596,Gabapentin,0
Insomnia,9.0,"""After trying every type of insomnia medicine, this is the only medication that has worked for me. I don't notice any side effects. It isn't perfect. I still have sleepless nights sometimes; but those are nothing compared to the insomnia I was dealing with before.""",0.5,Gabapentin,0
Anxiety,9.0,"""I have generalized anxiety disorder and have been on SSRI's and Benzodiazepines. The SSRI's made me manic. Zoloft, Buspar, Paxil...etc. I have been in 2 treatment programs and the hospital for harmful thoughts over the last 5 years. My doctor put me on Gabapentin and seemed to work real well. Then a follow up doc took me off and said I had to take an antidepresseant and Xanax to help me sleep. Huge mistake. Well I went back on the Gabapentin then off again because I thought it was causing a problem but it was really the Xanax. Now, I have been put back on it 300mg 3x a day. I also take a low dose of Remeron and trazodone to help me sleep. I think it is a good medication for anxiety and I hope this time I get good results like I did the first time I was on it.""",0.245,Gabapentin,0
Migraine,9.0,"""After trying many other traditional migraine medications, finally Neurontin converted my almost daily headaches to one every 10 days or so.  I am able to treat these breakthrough migraines with Migranal.  I have a life!""",0.166666666667,Gabapentin,0
Migraine,9.0,"""I was taking Topamax 200 mg every day for my monthly migraines and it was working well until I went to my eye doctor and he checked the pressure in my eyes. I had a high pressure in my left eye so my doctor put me on gabapentin. I take 200 mg every day and its been great. Even when I do get a migraine its very muted and very tolerable. Great medicine!""",0.393333333333,Gabapentin,0
Pain,9.0,"""I absolutely wouldn't survive without my gabapentin.  However, I'm finding that anytime I miss a dose (3-800s a day) that I have bouts of rls for a few days.  Anyone else have this issue.  Mind u, to my knowledge, I never had rls before.  I'm pretty sure this medication causes it to happen for me.  But idk, I'm not finding many ppl online with the same problem.  Can someone say if they are.  I'm 30, so medications like this has only been going on for 5 or so years.  I have too many issues to list by the biggest r all but one vertibrate that are both deteriorated and herniated.  And, I have a psudeo tumor of the brain (lots of spinal fluid build up, not yet fixed at all).  D.j.d. and also a bad case of r.a. as well. Thanks""",0.1125,Gabapentin,0
