Condition,Rating,Review
Anxiety,10,"""I suffer from chronic, delbilitating
anxiety 24/7 can't function, focus,
family & friends withdraw from me
as they don't understand the disorder or try to learn about it.
I have been on 2mg of clonazapam
for 12 years and when my anxiety
gets to a certain point I take a pill and approx. 20 minutes later, my
stomach stops hurting, my chest
losens up, I breath normally, feel the fear fading away until finally I am
relaxed and a totally different person.... my real self : )"""
Anxiety,10,"""I've been on Clonazepam (.5 mg) for almost 6 months now.  I already take Wellbutrin for depression but my anxiety levels were still a little high.  I told my doctor and he prescribed the Clonazepam and told me to ""take as needed"". Well ""as needed"" for me is usually 2 nights a week, depending.  If I am feeling anxious, I'll pop one. It has helped my anxiety greatly.  It takes the edge off and brings my level of anxiety down to a manageable level.  In addition, it helps me get to sleep quicker and helps me stay asleep.  From what I have read about the drug, it can interfere with REM sleep but I wake up feeling fine.  My only side effects are that I sleep too long and wake up feeling groggy/drugged but that's about it."""
Anxiety,9.0,"""I just started taking this medication daily at night bc I just can't sleep at all. It has been a month now and I can finally sleep all night. I feel great to get my life back in order with no side affects thus far and feel much happier. Heaven sent for me. Love my neurologist."""
Anxiety,2.0,"""Increased depression at higher doses, which are needed as your system becomes tolerant and you always will need to increase the dosage to get relief of the anxiety, negative thoughts in general, fear of withdrawal, agoraphobia if you do run out before refill, severe memory problems the longer you are on it, tolerance develops quickly and what started out as 0.5 twice a day is now 3mg a day which leads to almost constant fatigue and a general feeling of hopelessness that doesn't go away."""
Anxiety,10,"""I started taking lorazapam (Adivan) when I was 16 (I'm 32 now) for panic attacks and anxiety, 2mg twice a day. They did work well but had a short half life. I had 3 grand mal seizures when I was trying to come off of them. I switched to klonopin 6 years ago because a new Dr said that they would keep me on a more even keel because of their longer half life and he was right!!  But even on klonopin, which ARE addictive, I had a grand mal seizure when trying to ween off.  So I just take my klonopin as directed, 1mg 3x a day and I feel normal.  Some people try to say that benzo's aren't addictive, but that's a lie.  So just be careful when u hear others say that they can take their medication only when they ""need it""."""
Anxiety,10,"""Love this med..it works!! I take it in conjunction with my antidepressant, Lexapro! I have never felt happier! My depression, panic attacks and anxiety started when I hit puberty and I never  wanted to take meds.. I'm basically a ""drug free"" person..but this is an exception due to the fact depression/anxiety can literally kill you!! These meds were needed during and especially after a horrific abusive 4 1/2 yr ""relationship"", almost lost my life!! Had flashbacks and nightmares, but I got through with seroquel to sleep. When I wake up I take klonipin and Lexapro..about 4-5 hrs later I take .5 xanax, sometimes two 0.5's if needed!! DO NOT take klonipin and xanax at the same time due to the fact they are in the same class of meds!!"""
Anxiety,10,"""I take Klonopin for anxiety, 2 mg - 4 mg per day as situationally needed. It is not habit forming and I have no side effects. I can go several days without needing it, then when I do it's very helpful to bring calm and relaxation and significantly reduce depression. I think some people on here are confusing the side effects of Lexapro and other SSRIs commonly prescribed along with Klonopin. More than likely it's the SSRIs that are causing the nasty side effects and withdrawal symptoms, as I went through that myself when I stopped taking the anti-depressants. I find Klonopin by itself to be high effective without any negative effects, and I have stopped all other SSRIs because of their sexual side effects and worsening of depression."""
Migraine Prevention,7.0,"""I am still in the very early stages of taking this Med. My doc prescribed it after the ativan wasn't enough anymore. I've been taking 2mg every 12 hrs (still getting use to the side effects) but overall it seems my migraines are very minor so far.I've been taking less of my migraine meds, which I'm extremely happy about. """
Panic Disorder,1.0,"""I started this drug at about 12 years old, used it for about 7 years. Very effective for anxiety/panic attacks, but much too powerful. While on it, I was so drowsy I could barely stay awake, my mental performance suffered, I became an emotionless zombie, and suffered severe chronic constipation that made me late everywhere I'd go. Also true hell to get off of, even with a slow taper--worst panic attacks of my life, felt like I couldn't bear it, failed several times. And the worst part? I'm still suffering disabling cognitive impairment and chronic constipation to this day--about 7 years after STOPPING the drug. For all I know, I'm stuck with these now forever. My advice? Run--like hell--from benzodiazepines. They may just ruin your life."""
Benzodiazepine Withdrawal,10,"""Ok, I've been on benzodiazepines for over 3 years.
Including Xanax, Ativan, Valium, Klonopin, and Restoril.
I was Rx'd Xanax 1mg 3x daily for 8 months, worked great, but tolerance builded rapidly and I DIDN'T want to raise my dose. So then I got Rx'd Ativan 2mg 3x daily, for 9 months same situation. Then I got put on Valium 10mg 4x daily for a year. Valium worked the best because of the extremely long half life. Then I wanted to get off BENZODIAZEPINES completly. My doctor said you can't quit cold turkey, So I got Rx'd Klonopin, started at 3mg, went down .5mg every 2 weeks. Now I'm Benzo free, Thank you Klonopin!"""
Insomnia,1.0,"""This drug actually does wonders for insomnia. I took 1 mg at bedtime. Then the doctor abruptly stopped it and sent me into orbit. I didn't get over 2 hr sleep a night for practically and entire month. It's addictive I think. 
But what is worse is it may cause Alzheimer's disease if used over 6 months. I still had to go back on it to get sleep. I'm in the process of tapering off and getting sleep therapy. This is a very dangerous drug to only be used under 3 months."""
