"","listing_id","Renovate1","EatIn1","FeeNo","Prewar1","Dining1","Dishwasher1","Marble1","HighCeiling1","Hardwood1","Deck1","Elevator1","LaundryNone","Cat1"
"16401","7149296","0","0","0","0","0","0","0","0","0","0","0","1","0"
"16405","7202226","0","0","0","0","0","0","0","0","0","1","0","1","0"
"16406","7101731","0","0","0","0","1","0","0","0","0","0","1","1","1"
"16407","7215866","0","1","1","0","0","0","0","0","1","1","1","0","1"
"16409","7142920","0","1","0","0","0","0","0","0","1","0","0","1","0"
"16412","7121448","1","0","0","0","0","1","0","0","1","1","1","0","1"
"16414","7188227","0","0","0","0","0","0","0","0","0","0","1","0","0"
"16416","7126233","0","1","0","1","0","0","0","0","1","0","0","1","0"
"16417","7193576","1","1","1","1","1","1","0","0","0","0","0","0","1"
"16418","7149238","0","0","0","0","0","0","0","0","0","0","0","1","1"
"16419","7092073","1","1","1","0","0","1","0","0","1","1","1","0","1"
"16421","7207569","0","1","0","1","1","1","0","1","1","0","1","0","1"
"16423","7126676","1","0","1","1","0","1","0","0","1","0","0","1","1"
"16424","7197610","0","1","0","0","0","1","0","0","0","0","1","0","1"
"16426","7102418","0","1","1","0","0","1","1","1","1","1","1","0","1"
"16427","7171361","1","0","1","1","0","1","0","0","1","1","0","0","0"
"16428","7178392","0","1","1","0","1","1","1","1","1","1","1","0","0"
"16429","7200624","0","0","1","0","0","1","0","0","1","0","1","0","0"
"16430","7203265","1","1","0","0","0","0","0","0","0","0","0","1","1"
"16432","7207702","1","1","0","1","0","0","0","0","0","0","0","1","1"
"16433","7234099","0","1","0","0","0","0","1","1","0","1","1","0","1"
"16435","7091104","0","0","0","0","0","0","0","0","0","0","0","1","1"
"16438","7186301","0","0","0","0","0","1","0","0","1","0","0","1","0"
"16444","7173030","0","0","1","1","0","1","0","0","1","1","1","0","0"
"16447","7152839","0","1","1","0","0","0","0","0","0","1","0","0","0"
"16450","7211815","0","0","0","1","1","1","0","0","1","1","1","0","1"
"16455","7189042","0","1","1","0","0","0","0","0","0","0","1","0","0"
"16456","7146465","0","0","0","0","0","0","0","0","0","0","0","1","0"
"16458","7163322","0","1","1","0","0","1","0","0","0","1","0","1","1"
"16459","7185988","0","0","0","0","0","1","0","0","1","0","1","0","0"
"16460","7167289","0","0","0","0","0","1","0","0","1","0","1","1","1"
"16464","7203797","0","1","0","0","0","0","0","0","0","0","0","1","1"
"16467","7133450","0","1","0","0","0","1","0","0","0","1","1","1","1"
"16474","7092432","0","0","1","0","0","1","1","0","1","0","1","0","1"
"16476","7227960","0","0","1","1","0","0","0","0","0","0","0","0","1"
"16477","7187367","0","0","0","1","0","1","0","0","0","0","0","1","1"
"16478","7225324","0","0","0","0","0","0","0","0","0","0","1","1","1"
"16481","7126894","0","0","1","1","0","1","0","0","1","0","0","0","1"
"16482","7137038","0","1","0","0","0","0","0","0","1","0","0","0","1"
"16484","7191239","0","0","0","0","1","1","0","0","1","1","1","0","0"
"16486","7123393","0","1","0","1","0","0","0","0","0","0","0","0","1"
"16488","7095363","0","0","0","1","0","0","0","0","0","0","0","1","1"
"16489","7191059","0","1","1","0","0","1","1","1","1","0","0","1","0"
"16491","7178219","1","1","1","0","1","1","0","0","1","0","0","1","0"
"16492","7114554","1","1","0","1","0","0","0","0","1","0","0","1","1"
"16494","7194427","1","1","1","1","0","1","0","0","1","0","1","0","1"
"16498","7102778","0","1","0","0","0","0","0","0","1","0","0","1","0"
"16501","7222056","1","0","1","0","1","0","1","0","1","0","0","0","1"
"16506","7205940","0","0","1","0","0","0","0","0","0","1","0","1","1"
"16508","7223842","1","0","0","0","0","1","0","1","1","0","0","1","1"
"16511","7121165","0","0","1","0","0","1","0","0","1","1","1","0","0"
"16515","7099599","0","0","1","0","1","1","1","0","1","0","1","0","0"
"16516","7120199","0","0","1","0","0","1","0","0","1","1","1","0","1"
"16517","7092392","0","1","0","0","0","1","0","0","1","0","1","1","0"
"16520","7191244","0","0","0","0","0","1","0","0","0","0","0","1","0"
"16522","7219482","1","1","1","0","1","0","0","0","0","0","0","1","0"
"16523","7123201","0","0","1","0","0","1","0","0","1","1","1","0","1"
"16528","7133914","0","1","0","0","0","0","0","0","0","1","1","1","1"
"16529","7089121","1","1","1","0","0","1","0","0","1","1","1","0","1"
"16531","7101409","0","0","0","0","0","0","0","0","0","0","1","0","0"
"16532","7232308","1","1","1","0","1","1","1","0","1","0","0","0","0"
"16536","7190047","0","1","0","0","0","0","0","0","1","0","0","1","0"
"16537","7208795","0","0","0","0","0","0","0","0","0","0","0","1","0"
"16539","7202143","0","1","0","0","0","0","0","0","0","0","1","1","1"
"16540","7111642","1","1","0","0","1","0","0","0","0","1","0","0","1"
"16541","7143899","0","0","0","0","0","0","0","0","0","0","0","1","0"
"16545","7189623","0","1","0","0","0","1","1","1","0","0","1","1","1"
"16546","7155333","1","0","0","0","0","0","0","0","1","0","1","1","0"
"16548","7177608","0","0","0","0","0","0","0","0","0","1","1","0","1"
"16549","7132178","0","1","0","0","0","0","0","0","0","0","1","0","0"
"16559","7139306","0","1","0","0","0","0","0","1","1","0","1","0","1"
"16566","7147902","0","0","0","0","0","0","0","0","0","0","0","1","1"
"16568","7164505","1","0","0","0","0","1","0","0","0","0","0","1","0"
"16572","7155940","0","0","0","0","0","0","0","0","0","0","1","0","0"
"16573","7216210","0","1","1","1","0","1","1","0","1","1","1","0","0"
"16577","7190509","0","0","0","0","0","1","0","0","0","1","1","1","1"
"16578","7157428","0","0","1","0","0","1","0","0","1","0","0","1","0"
"16580","7125636","1","1","0","0","1","1","0","0","1","1","1","0","0"
"16587","7213530","0","0","0","1","0","0","0","0","0","0","0","1","1"
"16591","7186552","0","1","0","0","0","0","1","1","0","0","1","0","1"
"16592","7152259","0","1","1","0","0","0","1","0","0","0","0","1","0"
"16593","7160093","1","1","0","0","1","1","1","0","1","1","1","0","0"
"16598","7143837","1","0","0","0","0","0","0","0","0","0","0","1","1"
"16601","7122807","0","0","0","1","0","0","0","0","0","0","0","1","1"
"16604","7205581","0","1","1","0","1","1","1","1","1","1","1","0","1"
"16606","7229805","0","1","1","0","0","0","0","0","0","1","1","0","0"
"16608","7154069","1","1","0","0","0","1","1","1","1","1","0","0","1"
"16610","7162151","0","1","0","0","0","1","0","0","0","0","1","0","1"
"16611","7724814","0","0","1","0","1","0","0","1","1","1","1","0","1"
"16613","7088912","0","0","0","0","0","0","0","0","1","0","0","1","0"
"16617","7196366","0","0","1","0","0","0","0","0","0","0","0","0","0"
"16619","7214682","0","0","1","0","1","1","0","0","1","1","1","0","1"
"16620","7213057","0","0","0","0","0","0","0","0","0","0","0","1","1"
"16622","7118107","0","0","1","0","1","1","0","1","1","0","0","0","1"
"16626","7145663","0","1","0","0","0","0","0","0","0","0","0","1","0"
"16630","7207516","0","0","0","0","0","0","0","0","1","0","1","1","0"
"16632","7136090","0","0","0","0","0","0","0","0","0","0","0","1","0"
"16633","7176323","0","0","0","0","0","0","0","0","0","0","0","1","0"
"16638","7121532","1","1","0","0","0","1","0","1","1","1","1","0","1"
"16640","7521834","0","0","0","0","0","0","0","0","0","0","0","1","0"
"16641","7122396","0","0","0","1","0","1","0","1","1","1","0","1","1"
"16642","7160071","1","0","0","1","1","1","1","0","1","1","1","0","1"
"16644","7167958","0","0","0","0","0","1","0","0","1","0","0","1","1"
"16645","7197132","1","0","0","0","0","0","0","0","0","0","1","0","1"
"16647","7197847","0","0","1","0","0","0","0","0","0","0","0","1","1"
"16649","7137026","1","1","1","0","0","1","0","0","1","1","1","0","1"
"16652","7088351","0","0","0","0","0","0","0","0","1","0","1","1","0"
"16654","7222851","1","0","0","0","0","0","0","0","0","1","1","0","1"
"16656","7094582","0","1","1","0","0","0","0","0","1","0","0","1","1"
"16657","7223766","0","1","0","0","0","1","0","1","1","1","1","1","1"
"16658","7172135","0","0","1","1","0","1","0","0","0","1","1","0","1"
"16659","7216377","0","1","0","1","0","0","0","0","0","0","0","1","0"
"16660","7601127","0","0","0","0","0","0","0","0","0","0","0","1","0"
"16662","7154349","0","0","1","0","0","0","0","1","1","0","0","0","0"
"16665","7180988","0","1","1","0","0","1","0","1","1","1","1","0","0"
"16666","7139160","0","0","0","0","0","1","0","0","0","1","0","1","1"
"16667","7190788","0","0","0","0","0","1","0","0","1","0","0","1","1"
"16670","7110465","1","1","1","1","0","1","1","0","1","0","1","0","0"
"16672","7091399","1","0","0","0","1","1","0","0","1","1","1","0","0"
"16674","7112205","1","1","1","1","0","0","0","0","0","0","1","0","1"
"16677","7110649","1","1","0","0","1","1","1","0","1","0","1","0","0"
"16678","7139290","0","1","0","0","0","0","0","0","0","0","1","1","1"
"16679","7178658","0","0","0","0","0","0","0","1","1","0","0","1","0"
"16680","7196319","0","0","0","0","0","0","0","0","0","0","0","1","0"
"16681","7098964","0","1","1","0","0","1","0","0","1","0","1","1","0"
"16682","7225867","1","1","1","0","0","1","0","0","1","1","1","0","0"
"16684","7158616","0","0","0","0","0","1","0","0","1","0","0","0","0"
"16686","7091760","0","0","1","1","0","1","0","0","1","1","0","0","1"
"16687","7107067","0","0","0","0","0","0","0","1","0","1","1","0","1"
"16690","7177253","0","0","0","0","0","0","0","0","1","0","1","0","1"
"16691","7098896","1","1","0","0","0","0","0","0","1","0","0","1","0"
"16692","7167837","1","0","1","0","0","1","0","0","0","1","1","0","1"
"16693","7209059","0","1","1","0","1","1","0","0","1","1","0","0","0"
"16696","7146555","0","0","1","0","0","0","0","0","0","0","1","1","1"
"16697","7134341","0","0","0","0","0","0","0","1","1","0","0","1","0"
"16701","7193366","1","1","1","1","0","1","1","0","1","0","1","0","0"
"16702","7171231","0","0","1","1","1","1","0","0","1","1","1","0","0"
"16709","7189836","0","1","0","1","0","0","0","1","1","0","0","1","1"
"16714","7105867","0","1","0","0","0","0","0","0","0","0","1","0","1"
"16716","7092015","0","0","1","0","0","1","0","0","1","0","0","1","0"
"16717","7090325","0","0","0","0","0","0","0","0","0","0","0","1","0"
"16719","7134797","1","1","1","0","0","1","1","0","0","1","1","1","0"
"16721","7203740","0","0","0","0","0","0","0","0","1","0","1","0","0"
"16725","7117586","0","0","0","1","0","0","0","0","0","0","0","1","1"
"16730","7124142","0","0","0","0","0","1","0","0","1","0","1","1","1"
"16731","7138257","0","0","0","0","0","0","0","0","0","1","0","1","1"
"16732","7131299","0","0","0","0","0","1","0","0","0","0","1","0","1"
"16735","7171017","0","0","1","0","1","1","1","1","1","0","0","0","1"
"16736","7136269","0","1","1","0","0","1","1","0","1","0","1","0","1"
"16737","7222565","0","0","0","0","0","0","0","0","0","0","0","1","0"
"16740","7192761","0","1","1","0","0","1","1","0","1","1","1","0","0"
"16743","7094917","0","0","0","1","0","0","0","0","0","0","0","1","1"
"16744","7163223","0","1","0","0","0","1","0","0","0","0","1","0","1"
"16745","7171573","1","1","0","0","0","1","0","0","1","0","0","0","0"
"16748","7217631","0","1","0","0","0","0","0","0","0","0","0","1","1"
"16749","7224358","0","0","1","0","1","1","0","0","1","1","1","0","0"
"16750","7228325","0","1","0","0","0","1","0","0","1","1","1","0","0"
"16752","7156639","1","0","1","0","1","1","0","0","1","1","1","0","1"
"16753","7131667","0","1","1","0","0","0","0","0","1","0","1","0","0"
"16760","7121020","1","1","0","0","0","1","1","0","1","0","1","0","0"
"16761","7114975","1","1","1","1","1","1","1","1","1","0","0","0","0"
"16764","7159036","0","0","0","0","0","1","0","0","1","0","1","0","0"
"16766","7206852","0","0","0","0","0","0","0","0","1","0","0","1","0"
"16767","7185766","0","0","0","0","0","0","0","0","1","0","1","1","1"
"16777","7101273","1","1","1","0","0","0","0","1","1","0","1","0","1"
"16779","7160665","1","1","0","0","0","0","0","1","1","0","0","0","0"
"16782","7207345","0","1","0","0","0","0","0","0","1","0","0","1","1"
"16784","7224169","0","0","0","0","0","0","0","0","1","0","0","1","0"
"16793","7128773","0","0","0","1","0","0","0","0","0","0","0","1","0"
"16794","7198242","1","0","1","0","0","1","0","0","1","0","1","0","1"
"16799","7119497","0","1","1","0","0","0","0","0","1","1","1","1","1"
"16800","7161142","0","0","0","1","0","0","0","1","1","0","0","0","0"
"16801","7188922","1","1","0","0","0","1","0","0","1","0","1","1","1"
"16802","7194630","0","0","1","0","0","0","0","0","1","0","0","1","0"
"16803","7119348","0","1","1","1","0","0","0","1","1","0","0","1","1"
"16804","7232152","0","1","0","0","0","0","1","0","0","1","1","1","1"
"16805","7184176","0","0","0","0","0","0","0","0","1","0","0","1","0"
"16807","7216535","0","1","0","1","0","0","0","0","0","0","1","1","0"
"16808","7218583","0","1","1","0","0","1","0","0","1","0","1","0","1"
"16811","7212419","0","1","0","1","0","1","1","1","1","0","0","1","1"
"16815","7205558","0","0","0","0","0","0","0","0","0","0","0","1","0"
"16817","7093377","0","1","0","0","0","0","0","0","0","0","1","0","1"
"16820","7161733","1","1","0","0","1","0","0","0","0","0","1","0","1"
"16823","7098782","1","0","1","0","1","1","0","0","1","0","1","0","0"
"16824","7137556","0","1","0","0","0","1","0","1","1","1","1","1","1"
"16825","7133991","1","0","0","0","0","0","0","0","0","0","0","1","1"
"16826","7202065","0","1","0","0","0","0","1","1","0","1","1","0","1"
"16833","7126121","0","1","0","0","0","0","0","0","0","0","0","0","0"
"16843","7200974","1","0","1","1","1","1","0","0","1","0","1","0","0"
"16845","7089881","0","1","0","1","0","0","0","0","1","0","0","0","1"
"16848","7187504","0","0","0","1","0","0","0","1","1","0","0","1","0"
"16850","7136113","0","0","0","0","0","0","0","0","0","0","0","1","1"
"16851","7177990","0","0","1","0","0","1","0","0","1","0","0","0","0"
"16852","7121188","0","1","0","0","0","1","0","0","1","0","1","0","0"
"16853","7210004","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16855","7092264","0","1","0","0","0","1","1","0","1","0","0","1","1"
"16858","7100585","0","1","0","1","0","0","0","1","1","1","1","0","0"
"16859","7101965","0","0","0","0","0","0","0","0","0","0","0","1","0"
"16860","7221728","0","1","0","1","0","0","0","0","1","0","0","1","1"
"16861","7121452","1","1","0","0","0","1","0","0","1","1","1","0","0"
"16863","7124129","0","0","0","0","0","0","0","0","0","0","0","1","0"
"16866","7137414","1","0","0","0","0","0","0","0","1","0","1","0","1"
"16868","7218280","0","0","0","0","0","1","0","0","1","0","0","1","0"
"16869","7107120","1","1","1","1","0","0","0","0","0","0","1","0","1"
"16873","7134223","1","1","1","0","0","1","0","0","1","0","0","1","0"
"16887","7088755","0","0","0","0","0","1","0","0","1","0","1","1","1"
"16892","7168027","0","1","0","0","0","1","0","0","1","0","0","1","0"
"16894","7136987","0","0","0","0","1","1","0","0","1","1","1","0","0"
"16896","7152085","0","1","0","0","0","0","0","0","0","1","0","1","1"
"16897","7149853","0","0","1","0","0","0","0","0","0","0","0","1","1"
"16902","7094859","1","1","1","0","0","0","0","0","0","0","1","1","0"
"16903","7158106","0","1","1","1","0","1","0","1","1","1","1","0","1"
"16906","7200522","1","1","1","0","1","1","0","0","1","1","1","0","1"
"16908","7231658","0","0","0","1","0","0","0","0","0","0","0","0","1"
"16909","7168666","0","1","1","0","0","1","0","1","1","1","1","0","0"
"16914","7100368","0","0","0","0","0","0","0","0","0","0","1","1","0"
"16916","7218964","0","0","0","1","0","1","0","0","1","0","1","0","0"
"16921","7139742","0","0","1","0","0","1","0","0","1","0","0","0","0"
"16929","7161554","1","0","0","0","0","0","0","1","1","0","0","1","0"
"16933","7120712","0","0","0","0","0","0","0","0","0","0","0","1","0"
"16937","7111312","0","0","0","0","0","0","0","0","0","0","0","1","0"
"16938","7103599","1","1","0","0","1","1","0","0","1","0","1","1","1"
"16939","7137656","0","1","0","1","0","0","0","0","1","0","0","1","1"
"16940","7225154","0","0","0","0","0","0","0","0","0","0","0","1","1"
"16941","7126199","1","1","1","0","0","1","0","1","1","0","0","0","0"
"16943","7171901","1","0","0","0","0","1","1","0","1","0","1","0","0"
"16944","7115130","0","0","0","0","0","1","0","0","0","0","1","0","1"
"16946","7146051","1","1","0","1","0","0","0","0","1","0","0","1","1"
"16948","7168836","0","0","1","0","1","1","0","0","0","0","1","0","1"
"16952","7126371","1","0","0","0","0","1","0","1","1","0","0","1","0"
"16954","7207639","1","0","0","0","0","0","0","0","1","0","0","1","0"
"16957","7180763","1","0","1","0","0","0","0","0","1","0","0","1","0"
"16958","7171752","1","0","0","1","1","1","0","0","1","0","1","0","0"
"16959","7093166","0","0","1","0","0","1","0","0","0","0","0","1","1"
"16960","7174420","0","1","0","1","0","0","0","0","0","0","0","1","1"
"16963","7089586","0","1","0","1","0","0","0","1","1","0","0","1","1"
"16964","7175660","1","1","0","0","0","0","0","0","1","0","0","0","1"
"16965","7206636","0","0","0","1","1","0","0","0","0","0","0","1","1"
"16966","7122377","1","1","0","0","0","1","0","0","0","0","0","1","0"
"16967","7113582","0","0","0","0","0","1","1","0","1","0","1","1","0"
"16970","7119594","0","1","0","0","0","0","0","0","0","0","1","0","1"
"16971","7206056","0","1","1","0","0","0","1","0","0","1","1","0","1"
"16972","7139721","0","0","1","0","0","1","0","1","1","1","1","0","1"
"16979","7172426","0","0","1","0","1","1","0","0","1","1","1","0","1"
"16985","7129997","0","0","0","0","0","0","0","0","0","0","1","1","1"
"16990","7135763","0","1","1","0","0","0","0","0","1","0","1","0","0"
