"","listing_id","interest_level","Positive.Affect","Space.Affect","About.Town.Affect","Character.Count"
"29501",7137864,"low",0,1,3,649
"29510",7110500,"high",0,2,0,784
"29511",7092822,"medium",5,3,0,1090
"29513",7140113,"low",1,1,0,215
"29515",7108036,"low",2,0,1,481
"29517",7126113,"low",0,0,0,166
"29518",7199090,"medium",1,4,1,344
"29521",7210534,"low",1,0,1,584
"29523",7209831,"medium",4,1,4,795
"29524",7124119,"low",4,1,0,906
"29526",7137531,"low",3,1,0,336
"29528",7134871,"low",0,2,1,1482
"29530",7179703,"low",0,0,0,0
"29532",7211944,"low",0,0,0,180
"29536",7169982,"low",3,11,5,1375
"29539",7230751,"low",1,3,0,327
"29542",7121483,"medium",1,0,1,414
"29545",7157916,"medium",1,4,1,787
"29546",7160149,"low",2,1,2,1018
"29548",7145089,"low",9,4,5,1418
"29549",7222786,"low",1,1,0,434
"29550",7120809,"low",2,0,1,436
"29551",7132176,"low",1,5,0,422
"29554",7203303,"low",1,1,1,449
"29556",7142480,"medium",2,0,1,588
"29557",7171190,"high",2,4,1,596
"29560",7097731,"medium",3,4,3,639
"29562",7165684,"low",2,4,0,688
"29565",7169048,"low",1,8,3,790
"29566",7230064,"low",0,3,0,543
"29568",7219239,"low",3,2,2,1200
"29571",7103847,"low",0,0,0,8
"29574",7091349,"low",4,1,4,907
"29576",7143450,"low",0,0,0,375
"29580",7179501,"low",1,0,0,70
"29581",7096132,"low",1,0,1,788
"29582",7452192,"low",1,1,0,430
"29585",7162672,"medium",0,0,0,37
"29590",7140710,"low",5,4,2,682
"29593",7116740,"medium",2,4,1,596
"29595",7176071,"low",2,2,2,658
"29596",7094705,"low",3,2,0,681
"29597",7136752,"low",3,2,3,674
"29599",7130597,"low",1,0,0,274
"29602",7214733,"low",4,4,1,735
"29606",7204299,"medium",2,0,1,326
"29609",7159406,"medium",4,5,0,1716
"29612",7200968,"low",1,3,4,1018
"29614",7110334,"medium",2,0,1,986
"29615",7194845,"low",1,2,1,842
"29616",7214417,"low",2,3,2,805
"29620",7225820,"low",1,3,0,514
"29625",7439418,"low",0,0,0,83
"29626",7116733,"medium",3,4,0,324
"29628",7120368,"low",0,0,0,0
"29632",7104499,"medium",5,4,2,879
"29633",7120071,"high",3,6,2,889
"29635",7229245,"low",1,1,1,718
"29639",7184781,"low",1,1,0,414
"29641",7216570,"low",0,0,0,24
"29642",7143854,"medium",0,0,0,51
"29646",7133827,"low",0,1,0,190
"29648",7191604,"low",0,0,0,0
"29654",7158461,"medium",5,1,0,1004
"29656",7168445,"low",0,0,0,8
"29657",7181882,"high",3,6,2,1104
"29658",7150447,"low",0,0,0,8
"29660",7185585,"low",2,5,1,508
"29661",7102973,"medium",2,6,2,884
"29664",7124667,"low",3,0,1,530
"29667",7108112,"low",2,0,2,645
"29669",7104443,"low",1,2,1,598
"29671",7130267,"low",1,3,2,601
"29672",7196563,"low",2,1,0,306
"29673",7166820,"high",0,1,2,169
"29675",7176847,"low",0,1,1,200
"29678",7198113,"low",2,4,0,911
"29679",7193986,"low",2,6,1,746
"29681",7191312,"medium",0,3,2,600
"29683",7148118,"medium",0,0,0,412
"29684",7109054,"low",0,0,1,362
"29688",7099815,"medium",6,6,4,950
"29694",7225850,"low",3,4,0,361
"29697",7176430,"low",0,0,0,8
"29698",7158058,"low",1,0,0,147
"29699",7161762,"low",0,1,0,506
"29705",7179606,"low",0,0,0,0
"29709",7137498,"low",6,2,2,847
"29710",7223150,"low",0,1,0,352
"29713",7229467,"low",3,3,1,611
"29719",7146843,"low",2,1,1,590
"29720",7118202,"low",2,0,0,305
"29721",7170151,"low",1,1,0,808
"29722",7107246,"medium",1,1,0,239
"29726",7099328,"low",7,5,1,920
"29728",7207716,"low",0,0,0,48
"29733",7113849,"medium",3,0,0,393
"29739",7160793,"medium",2,0,0,1622
"29741",7228177,"low",1,2,1,651
"29742",7210956,"low",1,0,0,567
"29743",7189788,"low",4,0,1,578
"29747",7196086,"medium",4,1,0,362
"29752",7177156,"medium",0,0,0,396
"29753",7105598,"high",2,4,0,461
"29758",7223121,"low",0,3,1,603
"29762",7146706,"low",4,4,3,1112
"29764",7099155,"low",1,0,0,687
"29767",7188719,"high",2,1,4,620
"29768",7093037,"low",5,2,0,498
"29777",7154886,"medium",2,3,2,699
"29778",7169091,"low",4,4,0,755
"29788",7090400,"low",4,1,0,555
"29790",7120597,"low",1,1,1,463
"29791",7232289,"low",1,0,0,623
"29792",7178721,"medium",4,3,0,626
"29795",7209724,"high",9,3,0,690
"29796",7187364,"low",0,0,0,0
"29798",7148556,"low",0,0,0,8
"29799",7131344,"low",2,4,4,765
"29803",7118178,"high",2,1,1,430
"29809",7188579,"high",1,0,0,353
"29812",7142383,"low",3,0,0,534
"29815",7116706,"high",2,2,0,368
"29816",7116047,"low",2,1,0,658
"29818",7177842,"medium",3,2,0,530
"29819",7142943,"low",2,4,1,752
"29820",7114955,"low",3,5,3,1415
"29822",7179961,"medium",1,3,2,573
"29827",7187010,"low",1,0,0,249
"29828",7092044,"medium",2,1,1,425
"29830",7195930,"low",2,2,0,285
"29835",7125237,"medium",0,2,1,422
"29837",7194928,"low",1,0,1,409
"29839",7143390,"medium",1,1,1,579
"29840",7174808,"low",1,2,0,1167
"29842",7136691,"low",0,0,0,396
"29843",7226981,"low",4,8,2,964
"29846",7205683,"medium",3,3,4,1190
"29847",7161803,"medium",1,1,0,382
"29848",7120139,"low",1,2,2,665
"29851",7225933,"low",3,3,0,767
"29856",7164045,"medium",6,1,0,829
"29857",7110652,"low",2,2,2,614
"29859",7116910,"high",3,0,1,260
"29863",7142138,"low",0,2,1,270
"29865",7106288,"low",0,1,1,283
"29867",7159818,"medium",0,2,1,577
"29871",7181959,"medium",0,0,0,368
"29872",7096798,"low",2,5,4,654
"29873",7127643,"high",3,0,0,321
"29874",7152220,"low",4,1,2,748
"29878",7199947,"low",0,0,0,0
"29881",7190277,"low",0,0,0,8
"29882",7213002,"low",0,2,1,345
"29883",7139747,"low",1,1,0,524
"29884",7207824,"low",0,0,0,8
"29885",7174539,"low",1,2,0,419
"29886",7186742,"low",2,2,0,387
"29888",7144637,"high",0,3,0,256
"29889",7149246,"medium",1,2,0,378
"29890",7195976,"low",1,3,1,373
"29891",7174723,"low",1,1,1,334
"29893",7097829,"low",0,0,0,118
"29894",7096814,"medium",6,8,3,1316
"29896",7158458,"low",1,2,0,490
"29897",7150211,"low",0,0,0,8
"29904",7090434,"medium",2,0,0,338
"29905",7122102,"low",6,0,0,486
"29907",7099693,"high",5,2,1,680
"29912",7216498,"medium",2,1,0,465
"29917",7106420,"low",2,1,1,569
"29918",7168878,"low",1,2,0,1159
"29919",7203692,"low",4,2,2,1507
"29921",7169271,"low",0,0,0,204
"29922",7146780,"low",5,3,0,570
"29923",7134579,"low",4,0,6,1096
"29924",7232414,"low",5,5,2,648
"29926",7098960,"medium",1,2,1,454
"29927",7192862,"medium",3,1,0,1161
"29930",7091275,"low",1,2,3,576
"29932",7157334,"low",2,0,0,417
"29934",7181488,"low",3,0,0,732
"29935",7134510,"medium",1,0,0,408
"29937",7140670,"low",6,0,0,660
"29939",7124665,"low",2,3,1,564
"29940",7101511,"low",1,6,2,711
"29941",7113934,"low",0,3,0,329
"29942",7208081,"low",1,3,0,466
"29943",7138729,"low",1,0,2,246
"29944",7121560,"high",0,0,0,164
"29953",7138115,"high",1,1,1,327
"29954",7135877,"low",4,0,0,442
"29955",7169869,"low",2,2,1,435
"29959",7205565,"low",1,1,0,632
"29965",7171095,"medium",3,0,0,704
"29969",7225255,"medium",1,0,0,139
"29970",7099962,"low",1,0,0,493
"29971",7103455,"low",1,2,0,782
"29973",7187333,"low",0,0,0,0
"29979",7183126,"low",4,3,1,861
"29985",7197519,"low",0,1,0,656
"29988",7140258,"high",0,1,1,606
"29989",7106667,"low",0,4,1,224
"29991",7139398,"low",0,1,0,397
"29992",7198689,"low",7,4,0,648
"29998",7193258,"low",6,0,5,1439
"29999",7115006,"low",4,0,2,647
"30004",7100486,"low",3,1,1,478
"30008",7210981,"medium",1,1,4,1094
"30012",7167329,"low",1,0,1,794
"30013",7118563,"medium",4,1,2,847
"30014",7130270,"low",2,1,2,491
"30016",7187004,"low",0,6,4,1120
"30020",7136741,"low",1,1,1,886
"30023",7093480,"low",7,5,1,1269
"30028",7117213,"low",2,2,0,390
"30029",7213912,"medium",2,3,0,372
"30033",7093891,"low",4,2,1,513
"30036",7116614,"medium",1,0,0,67
"30040",7153541,"low",0,0,0,1
"30042",7206999,"low",5,0,0,510
"30045",7171577,"low",2,0,2,827
"30047",7185971,"low",1,1,1,521
"30050",7187393,"low",3,1,0,370
"30052",7174725,"low",1,2,1,368
"30055",7130611,"low",0,0,0,33
"30056",7204182,"low",1,4,4,670
"30057",7181090,"high",2,7,1,1066
"30062",7220830,"low",2,1,1,285
"30064",7188759,"low",1,6,5,873
"30067",7097312,"low",1,0,0,721
"30068",7098386,"low",7,5,0,1493
"30069",7143237,"low",5,4,0,649
"30073",7163952,"low",1,1,0,352
"30079",7135978,"medium",3,5,2,909
"30084",7214025,"medium",6,5,3,655
"30085",7229501,"low",6,5,2,672
"30086",7105081,"low",1,4,0,839
"30087",7091518,"medium",0,2,1,563
"30088",7097341,"low",2,5,4,740
"30094",7201699,"low",1,0,0,274
"30098",7226235,"low",2,0,2,707
"30099",7224722,"low",1,1,0,241
"30105",7202848,"low",1,1,0,340
"30106",7099184,"low",1,0,0,348
"30113",7225124,"low",3,3,3,839
"30115",7123690,"low",6,2,2,1021
"30119",7188384,"low",2,1,0,365
"30121",7211986,"low",2,4,0,354
"30126",7156720,"medium",0,0,0,606
"30127",7120295,"low",5,6,0,1056
"30128",7172804,"low",1,1,2,399
"30131",7197422,"low",2,1,0,976
"30133",7124972,"low",3,2,0,591
"30135",7163825,"low",1,3,0,218
"30138",7210624,"medium",0,0,0,415
"30141",7093297,"high",3,5,0,375
"30143",7164285,"medium",2,0,0,459
"30146",7225675,"medium",7,6,3,1212
"30147",7125187,"medium",1,2,1,459
"30148",7172737,"low",2,1,0,246
"30152",7207595,"medium",3,2,0,1090
"30157",7103813,"low",0,0,0,39
"30158",7226503,"low",0,2,1,495
"30160",7231943,"medium",2,1,4,961
"30166",7099030,"medium",2,5,6,905
"30169",7179614,"low",0,0,0,0
"30170",7188265,"low",1,1,0,387
"30172",7191240,"medium",1,0,1,481
"30174",7172437,"low",4,2,1,956
"30175",7103128,"low",2,2,2,829
"30176",7144112,"low",4,2,2,1126
"30179",7118342,"low",1,1,3,701
"30181",7180749,"low",1,0,0,58
"30187",7112209,"low",2,2,1,477
"30189",7192508,"low",2,1,0,697
"30193",7208060,"medium",3,0,0,621
"30196",7223762,"low",1,0,0,71
"30197",7136674,"low",2,1,0,472
"30199",7136145,"low",0,0,0,428
"30200",7224241,"low",3,0,3,1062
"30201",7139368,"low",2,2,2,586
"30202",7115148,"low",4,0,0,542
"30212",7177105,"low",0,1,2,687
"30213",7149863,"low",0,0,0,8
"30216",7141273,"low",2,2,1,689
"30217",7163140,"low",0,1,0,327
"30218",7119492,"low",6,1,1,540
"30219",7129763,"medium",0,0,0,145
"30222",7187397,"low",8,2,2,1751
"30224",7099861,"low",0,0,0,194
"30226",7216365,"medium",2,4,1,832
"30229",7203900,"low",0,0,0,190
"30231",7105180,"medium",0,1,1,414
"30233",7158724,"low",1,3,2,532
"30234",7100969,"low",1,2,0,426
"30235",7206303,"low",9,4,1,1125
"30241",7189693,"low",6,5,0,1433
"30242",7097453,"low",2,0,1,335
"30243",7110090,"medium",3,2,3,702
"30244",7119371,"low",6,4,0,1388
"30246",7088555,"low",1,0,3,998
"30248",7135631,"low",3,1,1,581
"30249",7143353,"low",2,1,4,1033
"30250",7175959,"high",3,0,0,300
"30251",7189586,"low",0,0,0,140
"30253",7201237,"low",1,4,4,1057
"30254",7220697,"low",0,0,3,752
"30256",7541213,"low",0,4,0,223
"30258",7207022,"low",0,3,0,370
"30262",7159413,"low",1,2,1,309
"30263",7134962,"low",2,4,1,1042
"30265",7205970,"low",1,2,0,211
"30266",7225552,"low",4,2,1,784
"30268",7204477,"high",0,1,0,147
"30270",7143839,"medium",0,0,0,0
"30272",7097899,"low",0,1,0,519
"30273",7125583,"high",4,4,2,596
"30276",7191310,"low",0,0,0,0
"30284",7233395,"low",3,4,0,810
"30287",7121330,"medium",1,2,0,558
"30292",7228945,"medium",5,4,2,1103
"30294",7128355,"low",0,0,0,0
"30295",7146906,"low",3,0,2,379
"30299",7155385,"medium",4,0,1,652
"30302",7097060,"low",2,0,1,701
"30304",7165307,"medium",1,0,0,241
"30306",7160321,"medium",1,4,2,700
"30308",7131847,"medium",1,2,0,380
"30309",7223180,"low",2,2,1,485
"30314",7211144,"low",1,1,0,302
"30316",7188291,"low",1,0,3,1015
"30319",7163010,"low",0,1,1,979
"30320",7122843,"low",2,1,1,952
"30322",7113422,"medium",0,1,0,468
"30323",7210575,"high",0,2,0,261
"30324",7187134,"low",4,1,4,605
"30325",7177600,"low",5,2,3,938
"30326",7195389,"low",2,0,1,636
"30329",7163936,"low",4,1,3,561
"30331",7152993,"medium",0,1,0,323
"30332",7220001,"low",1,2,0,257
"30334",7153209,"low",0,0,0,8
"30335",7155836,"medium",1,0,3,556
"30337",7113790,"low",1,0,1,448
"30340",7140597,"low",2,5,2,583
"30343",7200790,"low",0,1,1,445
"30345",7172716,"high",0,0,1,605
"30348",7168251,"low",0,1,1,1035
"30351",7150463,"low",0,1,0,661
"30354",7143842,"low",3,1,5,993
"30355",7098529,"medium",2,4,0,1162
"30358",7096384,"low",5,3,3,1460
"30359",7201329,"low",0,1,0,1034
"30364",7090085,"medium",2,6,3,919
"30365",7215792,"low",0,3,1,331
"30366",7095982,"medium",3,2,2,866
"30367",7215164,"low",2,0,0,161
"30368",7159492,"low",0,0,1,780
"30372",7175867,"medium",4,6,3,1576
"30374",7230820,"low",1,1,1,431
"30377",7093256,"low",0,0,0,201
"30379",7146258,"medium",0,1,2,730
"30380",7131918,"medium",2,4,1,728
"30388",7215529,"high",2,3,0,531
"30391",7219923,"low",2,1,0,139
"30393",7104932,"low",6,5,3,864
"30395",7234008,"low",3,1,1,429
"30397",7113447,"low",1,2,1,640
"30403",7159682,"low",1,4,1,630
"30406",7184848,"low",2,2,3,682
"30409",7159110,"medium",1,1,3,624
"30413",7094404,"low",4,1,2,636
"30419",7229790,"low",4,0,6,1002
"30423",7157672,"high",1,0,0,152
"30424",7197525,"low",1,0,3,928
"30425",7143607,"low",0,0,0,8
"30428",7124243,"high",2,0,3,646
"30431",7202831,"low",0,1,0,201
"30434",7209727,"medium",2,7,7,1446
"30435",7220736,"medium",5,1,4,1472
"30438",7209856,"low",0,0,3,1010
"30443",7118924,"medium",1,1,2,1131
"30444",7095561,"low",3,3,1,748
"30447",7136790,"low",1,1,0,816
"30448",7142938,"low",4,0,2,364
"30450",7099406,"medium",2,2,3,959
"30451",7089095,"low",2,1,0,558
"30455",7111191,"low",2,3,1,430
"30457",7231944,"medium",3,5,2,635
"30459",7214119,"low",1,0,0,154
"30460",7208201,"low",0,1,0,187
"30463",7169100,"medium",3,1,2,562
"30464",7166915,"low",3,1,2,814
"30465",7106658,"low",1,1,0,121
"30468",7191724,"low",1,7,0,543
"30469",7219331,"low",0,4,1,626
"30470",7160668,"low",8,3,4,1146
"30471",7217451,"low",2,0,1,229
"30472",7207103,"high",1,2,3,1041
"30474",7144536,"low",2,3,2,926
"30475",7098629,"medium",1,5,5,913
"30476",7110458,"medium",1,1,0,502
"30478",7109590,"high",5,2,1,580
"30481",7200481,"high",3,3,1,671
"30482",7097110,"low",2,2,2,658
"30484",7172728,"low",4,6,3,774
"30489",7201168,"low",1,2,2,1092
"30491",7123394,"low",2,1,2,1042
"30498",7156784,"low",2,4,0,448
"30501",7215408,"medium",5,4,0,837
"30506",7107993,"low",3,4,4,1132
"30509",7198651,"low",0,0,1,495
"30512",7154884,"low",1,0,0,381
"30513",7212201,"low",9,3,2,1188
"30517",7126791,"low",1,0,0,383
"30518",7093532,"low",2,1,0,313
"30521",7175731,"low",7,3,0,1073
"30524",7178214,"high",2,0,0,855
"30525",7132480,"low",4,0,3,1399
"30530",7135423,"high",4,2,3,1267
"30531",7113824,"low",5,4,3,685
"30534",7224499,"low",2,1,0,251
"30541",7218059,"low",1,0,1,759
"30542",7204561,"low",2,1,1,645
"30553",7104070,"low",0,0,0,0
"30554",7226104,"low",2,1,4,883
"30560",7150053,"low",0,2,1,294
"30563",7217080,"low",5,3,2,769
"30566",7220829,"low",0,4,2,421
"30567",7206425,"medium",1,0,0,193
"30569",7101560,"low",3,5,2,690
"30571",7109046,"medium",2,0,0,638
"30573",7183488,"low",2,2,0,540
"30578",7114996,"low",1,1,3,1163
"30580",7184624,"low",0,5,1,551
"30582",7136901,"low",0,0,0,0
"30583",7200223,"high",5,6,0,1363
"30588",7219957,"low",1,3,1,477
"30592",7132996,"low",3,2,1,922
"30600",7185785,"medium",1,0,0,590
"30601",7130106,"low",3,5,0,773
"30604",7123992,"low",2,1,3,927
"30609",7203448,"medium",1,0,0,385
"30616",7232900,"medium",0,0,1,610
"30617",7096206,"low",1,0,2,790
"30620",7180916,"low",3,4,3,726
"30623",7156617,"low",4,2,2,740
"30625",7211078,"low",11,6,3,2007
"30630",7148536,"low",2,0,3,622
"30631",7117060,"medium",1,2,0,868
"30632",7141470,"low",2,2,2,572
"30634",7198482,"low",2,3,2,828
"30636",7160145,"medium",2,2,0,1226
"30639",7206768,"medium",1,0,2,762
"30641",7123565,"low",4,3,2,990
"30642",7111293,"low",3,3,0,338
"30643",7102015,"low",6,0,1,711
"30644",7154417,"low",8,1,2,1045
"30646",7206532,"low",0,3,1,591
"30647",7179304,"low",1,1,0,186
"30649",7088561,"low",1,0,2,831
"30651",7153354,"low",5,1,0,393
"30653",7194738,"medium",4,3,1,731
"30654",7121499,"medium",5,1,3,1133
"30657",7115057,"low",3,5,2,961
"30664",7182895,"low",5,2,5,1422
"30666",7122580,"low",1,2,0,277
"30674",7093820,"low",0,1,0,327
"30677",7230674,"low",3,2,1,646
"30685",7156888,"low",1,0,2,907
"30690",7190476,"low",3,2,1,962
"30694",7147873,"low",1,2,0,224
"30699",7218111,"low",2,2,2,848
"30701",7218761,"medium",0,0,0,8
"30702",7166768,"low",3,1,1,318
"30703",7150812,"medium",0,0,0,8
"30705",7131415,"low",1,4,0,788
"30706",7165292,"low",2,1,0,250
"30707",7216457,"low",2,2,3,797
"30709",7116024,"high",6,0,0,1001
"30711",7103941,"low",0,0,0,743
"30712",7232138,"low",0,3,1,602
"30713",7157550,"low",1,1,2,682
"30716",7107401,"high",3,1,2,916
"30718",7209796,"low",3,2,0,738
"30720",7111418,"high",2,3,1,988
"30724",7204227,"low",1,0,1,441
"30728",7118148,"low",0,1,0,434
"30732",7133916,"low",0,3,4,272
"30733",7162981,"low",3,4,5,1250
"30737",7171757,"medium",1,3,3,1799
"30739",7162049,"low",1,0,3,843
"30740",7120109,"low",0,0,0,8
"30741",7133578,"low",2,4,0,569
"30744",7167238,"low",4,0,1,554
"30745",7156882,"low",1,0,3,909
"30747",7591867,"low",6,1,0,418
"30750",7112304,"medium",2,2,1,705
"30753",7104824,"low",2,5,1,579
"30754",7139642,"low",0,1,0,343
"30755",7172371,"low",0,3,0,868
"30757",7171974,"medium",1,0,0,345
"30760",7157540,"low",0,0,0,149
"30763",7137136,"low",0,0,0,24
"30764",7155212,"medium",0,1,0,559
"30765",7173418,"low",6,6,1,1416
"30767",7124214,"low",2,2,0,630
"30771",7139520,"low",1,0,0,841
"30775",7141200,"low",3,0,2,986
"30776",7164979,"low",0,0,0,0
"30781",7113618,"low",1,1,0,174
"30783",7190464,"low",0,0,0,8
"30785",7127210,"low",0,1,0,215
"30786",7103112,"low",0,0,1,339
"30787",7137188,"medium",3,0,0,421
"30788",7088146,"low",0,3,2,1014
"30791",7146889,"high",3,3,1,1099
"30792",7221978,"medium",0,1,1,254
"30793",7226070,"low",0,1,1,493
"30795",7180984,"low",1,0,1,813
"30796",7231969,"high",2,2,2,575
"30797",7131220,"low",2,0,0,457
"30798",7132771,"low",1,2,0,381
"30799",7164078,"low",2,1,0,670
"30801",7117731,"low",2,1,0,667
"30803",7186672,"low",4,4,0,400
"30812",7091617,"medium",2,1,1,569
"30813",7139140,"high",2,4,0,1162
"30814",7230658,"low",1,1,1,659
"30815",7117492,"low",0,0,0,0
"30818",7168745,"low",3,3,2,611
"30819",7229703,"low",1,0,1,682
"30820",7089651,"low",1,0,1,1409
"30824",7228810,"low",2,5,2,735
"30825",7191002,"low",3,0,0,590
"30827",7125640,"low",0,5,4,1206
"30834",7179906,"high",1,3,4,1256
"30837",7135027,"medium",4,4,4,1343
"30838",7099610,"medium",4,5,3,1049
"30839",7097803,"low",0,0,0,24
"30840",7208488,"low",3,3,6,1028
"30841",7134915,"medium",3,7,3,792
"30842",7177672,"high",2,1,1,334
"30843",7172218,"low",2,1,2,394
"30845",7128255,"low",0,0,0,0
"30846",7120900,"medium",2,5,1,632
"30848",7145481,"low",1,0,0,182
"30850",7168828,"low",0,1,0,233
"30854",7225265,"low",1,2,1,398
"30855",7105457,"low",1,3,7,1005
"30857",7208126,"low",2,0,0,391
"30858",7226483,"medium",1,2,1,653
"30859",7135048,"low",0,0,0,446
"30860",7165130,"low",0,3,1,679
"30863",7203342,"low",3,4,1,1032
"30867",7231890,"low",3,3,3,835
"30871",7095944,"low",6,4,3,884
"30874",7130289,"low",1,0,1,516
"30884",7198634,"low",0,0,0,337
"30889",7092109,"medium",3,2,1,921
"30891",7196873,"low",0,0,0,121
"30892",7182213,"low",0,0,1,340
"30893",7088103,"low",2,8,1,1628
"30895",7099740,"high",5,7,8,759
"30896",7105056,"low",2,2,3,952
"30897",7165289,"medium",2,3,0,517
"30898",7191326,"low",3,2,1,703
"30900",7191111,"medium",2,0,0,466
"30901",7113232,"low",1,0,0,151
"30903",7185596,"medium",0,4,0,436
"30904",7098770,"medium",1,0,2,550
"30905",7152315,"low",1,2,0,279
"30909",7211407,"low",3,2,0,811
"30910",7156716,"low",3,4,2,515
"30913",7162115,"low",3,1,3,981
"30917",7198124,"low",3,5,4,1155
"30919",7101463,"low",0,1,1,520
"30920",7089361,"low",2,1,1,443
"30922",7169223,"low",0,4,0,522
"30924",7093346,"medium",1,0,2,402
"30926",7118134,"medium",5,2,2,1064
"30928",7101107,"low",3,4,7,955
"30931",7132214,"low",0,1,1,507
"30933",7133877,"low",4,1,1,683
"30939",7209511,"medium",4,2,1,838
"30940",7130460,"medium",0,4,0,464
"30944",7188181,"low",1,0,2,746
"30948",7174137,"low",1,0,0,314
"30952",7112651,"low",1,0,1,791
"30958",7111265,"medium",1,2,1,374
"30962",7155704,"medium",0,1,0,224
"30964",7106081,"high",2,4,2,625
"30966",7211689,"high",0,1,2,393
"30969",7217275,"low",1,0,1,480
"30970",7195805,"medium",0,0,0,23
"30975",7186077,"low",2,0,2,693
"30979",7134552,"low",0,3,0,922
"30980",7218722,"medium",0,1,1,776
"30981",7094391,"low",4,1,2,636
"30983",7118702,"low",2,0,0,348
"30984",7167974,"low",1,3,1,648
"30987",7169649,"high",5,0,0,523
"30988",7110172,"high",6,8,3,1024
"30989",7098453,"low",4,3,2,844
"30991",7204361,"low",1,0,0,204
"30992",7088922,"low",4,2,0,563
"30994",7224235,"low",2,0,0,223
"30997",7228908,"low",1,5,1,854
"31000",7175251,"medium",2,2,1,450
"31002",7122695,"low",2,0,1,356
"31003",7216534,"low",2,4,1,710
"31008",7226951,"medium",2,1,1,1129
"31011",7233029,"low",4,2,0,609
"31014",7152927,"low",0,0,0,8
"31022",7214767,"medium",6,2,0,1499
"31027",7115009,"low",1,0,1,609
"31028",7178035,"medium",2,0,0,178
"31036",7131541,"low",0,0,0,0
"31038",7181503,"medium",1,1,0,238
"31040",7092938,"low",1,0,0,122
"31055",7233441,"low",2,2,0,597
"31059",7219113,"low",1,1,1,452
"31060",7119696,"medium",1,0,0,144
"31063",7113877,"low",0,1,1,433
"31064",7225829,"medium",2,2,4,1040
"31065",7223683,"low",4,4,0,1053
"31068",7200633,"medium",2,4,0,471
"31076",7124138,"low",1,0,1,693
"31079",7140375,"medium",6,3,1,1061
"31081",7192422,"low",4,1,2,866
"31083",7167335,"medium",1,0,2,770
"31092",7103865,"high",1,0,0,141
"31094",7175600,"medium",5,4,2,737
"31096",7149184,"low",0,0,0,8
"31099",7211777,"low",0,3,1,564
"31105",7167655,"low",4,0,2,584
"31106",7171292,"low",0,1,0,395
"31107",7179103,"low",3,3,0,934
"31108",7119436,"low",1,2,3,1833
"31109",7230334,"medium",1,2,1,272
"31111",7149285,"medium",2,2,0,435
"31113",7220608,"low",1,2,3,823
"31115",7210411,"high",0,1,0,470
"31116",7124005,"low",3,9,2,779
"31118",7171482,"medium",4,7,4,1614
"31119",7092479,"high",0,4,0,436
"31129",7114680,"medium",1,0,3,914
"31131",7156803,"high",1,4,3,915
"31132",7146280,"low",0,0,0,8
"31135",7111827,"low",4,7,0,1065
"31136",7225853,"low",0,0,0,375
"31144",7140563,"low",0,0,0,8
