category,upcoming_meeting_date,group_reviews,group_members,upcoming_meetings,upcoming_address,past_meetings,upcoming_meeting_time,group_name
LGBTQ,Fri Feb 10,22,"2,225",7,"275 West 22nd St # 1, New York, NY",55,7:00 PM,"Gay International Happy Hour - New York, NY"
LGBTQ,Sat Feb 11,24,"4,979",8,"1000 Fifth Ave, New York, NY",214,11:00 AM,"Out Professionals - New York, NY"
LGBTQ,None,17,None,None,None,None,None,"LGBT 20Something NYC - New York, NY"
LGBTQ,Tue Feb 21,2,935,10,"Chelsea Piers-Pier 60, New York, NY",None,8:00 PM,"GIRL SOCIAL NYC - New York, NY"
LGBTQ,None,11,None,None,None,None,None,"Daddy Retreat - NYC Men's Wellness Group - New York, NY"
LGBTQ,Fri Feb 10,35,"2,691",13,"Corner of 44th and 8th Ave 2nd Fl, New York, NY",250,7:30 PM,"GUY SOCIAL NYC - New York, NY"
LGBTQ,Sat Mar 4,24,"5,427",1,"159 20th St. 2B. , Brooklyn, NY",337,6:00 PM,"Queer Happy Hour - New York, NY"
LGBTQ,None,2,50,None,None,None,None,"Astoria Gay Dog Walking (Astoria Park) - Astoria, NY"
LGBTQ,None,6,875,84,None,None,None,"Out & About Astoria NYC- LGBT - Astoria, NY"
LGBTQ,None,None,None,None,None,None,None,None
Photography,None,2,132,None,None,None,None,"NYC Phoneography - Today's Photography - New York, NY"
Photography,None,6,148,None,None,None,None,"NYC LGBTQ Photogs - New York, NY"
Photography,None,2,182,None,None,None,None,"New York City - The Itinerant Photographer - New York, NY"
Photography,None,None,219,None,None,None,None,"Brooklyn Instagram Meetup - Brooklyn, NY"
Photography,None,3,502,8,None,None,None,"Shoot The Sh*t - New York, NY"
Photography,None,1,50,1,Coming soon,None,None,"New York Wildlife Meetup - New York, NY"
Photography,None,3,265,None,None,None,None,"Instagram Meetup Group TheTravelWomen - New York, NY"
Photography,None,7,770,12,None,None,None,"New York Landscape photography - New York, NY"
Photography,None,1,888,4,None,None,None,"New York Street Photography Workshop Meetup - New York, NY"
Photography,None,1,108,None,None,None,None,"NYC Crime, Safety & Mobile Technology - New York, NY"
Photography,None,None,274,None,None,None,None,"New York Studio Fashion Shoots - New York, NY"
Photography,None,1,240,3,None,None,None,"Professor Hines' Choice - New York, NY"
Photography,None,None,12,None,None,None,None,"The A Team - New York, NY"
Photography,None,45,606,None,None,None,None,"PHOTOBOOST - Brooklyn photoshoots - Brooklyn, NY"
Photography,None,1,320,None,None,None,None,"New York City Panoramic Photography Workshops - New York, NY"
Photography,Sat Apr 29,1,724,4,Coming soon,None,11:00 AM,"New York Headshot Workshops - New York, NY"
Photography,None,42,349,None,None,None,None,"New York Fashion Photography Meetup - New York, NY"
Photography,Sun Apr 2,3,"2,957",9,"Patagonia, .",None,2:30 PM,"New York Nature and Conservation Photography Workshops - New York, NY"
Photography,None,2,455,57,None,None,None,"Photo Club-Pictorial Photographers of America - New York, NY"
Photography,None,6,123,27,None,None,None,"Beyond the Photograph Photo Club - Hoboken, NJ"
Photography,None,7,431,1,Coming soon,13,None,"NYC Lightroom Meetup Group - New York, NY"
Photography,None,4,903,None,None,None,None,"Magazine Makers - New York, NY"
Photography,None,1,509,None,None,None,None,"New York Photography Walks Meetup - New York, NY"
Photography,None,6,806,101,None,None,None,"PHOTOBOOST - Manhattan photoshoots - New York, NY"
Photography,None,8,266,1,Coming soon,31,None,"The NYC Strobist Photographer and Model Collective - New York, NY"
Photography,None,2,250,5,None,None,None,"Astoria Creative Photography - Astoria, NY"
Photography,None,6,48,12,None,None,None,"The New York Kite Aerial Photography Group - New York, NY"
Photography,None,None,None,None,None,None,None,"Longtower Photo Enthusiasts Group - Brooklyn, NY"
Photography,None,2,190,None,None,None,None,"New York Photography Workshop Meetup - New York, NY"
Photography,None,2,402,10,None,None,None,"NYC Portrait Photography Seminars and Meetups - New York, NY"
Photography,None,3,156,12,None,None,None,"NYC Experimental Photography - Long Island City, NY"
Photography,None,7,None,None,None,None,None,"Photographer and Model Collaboration in New York, - New York, NY"
Photography,None,1,73,5,None,None,None,"A Walk in Paradise Garden - New York, NY"
Photography,None,271,41,None,None,None,None,"PhotoManhattan Students - New York, NY"
Photography,None,44,"1,538",None,None,None,None,"Camera, Photography, and Photoshop Training - New York, NY"
Photography,Sat Jun 24,3,30,3,,12,7:00 PM,"PowerDating NYC Workshops - New York, NY"
Photography,None,6,355,103,None,None,None,"PhotoUno Photography Events - New York, NY"
Photography,None,1,92,1,Coming soon,None,None,"Tri-State Fashion Photography New Jersey NYC - Hoboken, NJ"
Photography,Sat Mar 4,1,231,84,"Your Computer, or New Haven, CT, Manhattan, NY",None,9:00 AM,"The Art of Retouching Studio, NY - New York, NY"
Photography,None,2,616,43,None,None,None,"Photography get togethers and events in New York - New York, NY"
Photography,None,1,None,None,None,None,None,"Can Someone Else Do It? - New York, NY"
Photography,None,1,489,27,None,None,None,"Love to Travel - Photography Workshops - NYC - New York, NY"
Photography,None,1,185,5,None,None,None,"NYC Fashion Photographer Group - New York, NY"
Photography,None,23,None,None,None,None,None,"When the night becomes magic...night photography in NYC - New York, NY"
Photography,None,40,"1,523",2,"146 Union Square East, New York, NY",225,None,"New York City Photo Walks - NYC Photo Walks - New York, NY"
Photography,None,1,697,28,None,None,None,"The Modeling Portfolio Group - New York, NY"
Photography,None,1,702,10,None,None,None,"New York Photographic Explorers - New York, NY"
Photography,None,3,None,None,None,None,None,"The New York House MD Meetup Group - New York, NY"
Photography,None,27,"1,144",92,None,None,None,"Digital Photography Workshop - New York, NY"
Photography,None,22,624,165,None,None,None,"New York Editorial Fashion Photography Workshop - New York, NY"
Photography,None,2,103,5,None,None,None,"Leica New York Metro Area - New York, NY"
Photography,None,19,933,81,None,None,None,"New York City Photoshop Meetup - New York, NY"
Photography,None,1,160,None,,None,None,"The International Music Photographers Lounge - New York, NY"
Photography,None,1,166,46,None,None,None,"The Tri-State Fotolog Meetup Group - New York, NY"
Photography,Thu Feb 16,1,136,2,"755 Montgomery Street, Jersey City, NJ",None,7:30 PM,"Jersey City Photography Meetup - Jersey City, NJ"
Photography,None,85,"3,407",1,"1133 Avenue of the Americas at 43rd Street, New York, NY",178,None,"Learn Street Photography (Workshop) - New York, NY"
Photography,Fri Feb 10,1,875,14,"11 East 18th Street (at Park Avenue), New York, NY",78,6:30 PM,"Artistic Pros Marketing Mix with Technology Club - New York, NY"
Photography,Fri Feb 10,97,113,223,,None,6:15 PM,"Photo Basics for Beginners - New York, NY"
Photography,None,2,None,None,None,None,None,"Carpenter Test - New York, NY"
Photography,Sat Mar 4,8,667,5,"495 Flatbush Ave, Brooklyn, NY",254,1:00 PM,"NYC Social Events MeetUp - New York, NY"
Photography,None,1,101,1,None,None,None,"Fairway Studios Photography Group - New York, NY"
Photography,None,1,256,None,None,None,None,"1-Stop Model Shoots of NYC - New York, NY"
Photography,Thu Feb 23,1,"1,165",12,"28 w 27 st, 2nd Floor, New York, NY",None,6:00 PM,"28on27 | 1315 Photography Studio and Event Space - New York, NY"
Photography,Sun Mar 12,9,603,1,"238 bement ave, Staten island, NY",60,1:00 PM,"Staten Island camera club - New York, NY"
Photography,Sat Mar 4,6,436,3,,122,3:00 PM,"NYC Shutterbugs - New York, NY"
Photography,None,24,None,None,None,None,None,"Edward Weston Style NYC Photo Workshops & Events - New York, NY"
Photography,Thu Feb 23,5,20,5,,34,7:00 PM,"New York City Professional Digital Retouchers - New York, NY"
Photography,Fri Feb 10,3,"1,127",20,"11 East 18th Street (at Park Avenue), New York, NY",154,6:30 PM,"Photozz - Profitable Photography Meetup - New York, NY"
Photography,Mon Feb 13,33,"1,371",9,,205,2:00 PM,"Drawing the Light - Studio & Lighting Classes - New York, NY"
Photography,Sat Feb 11,4,110,1,"72nd Street Bandshell, New York, NY",16,2:45 PM,"B.U.M.P. (Bronx and Upper Manhattan Photography) - New York, NY"
Photography,Sat Feb 11,42,"2,995",18,"590 Madison Avenue, New York, NY","1,402",10:00 AM,"The Art of Intuitive Photography - New York, NY"
Photography,None,23,199,None,None,None,None,"Amantes de la Foto en NY - Long Island City, NY"
Photography,None,4,151,10,None,None,None,"NANPA Nature Photography Group of New York City - New York, NY"
Photography,Sat Feb 11,3,"3,739",7,"52 W. Main St. Third Floor, Somerville, NJ",52,9:00 AM,"New York Travel Photography - New York, NY"
Photography,Sun Feb 19,2,345,1,,8,2:00 PM,"New York Film Photographers Meetup - New York, NY"
Photography,Sat Feb 11,1,214,2,,10,7:00 PM,"New York Studio Photography - New York, NY"
Photography,None,5,None,None,None,None,None,"Northern New Jersey Studio Photographers - Jersey City, NJ"
Photography,Sat Feb 25,16,"1,312",1,"42nd Stret, New York, NY",12,6:00 PM,"New York Night Photographers - New York, NY"
Photography,None,15,None,None,None,None,None,"Fashion Photography Channel - Photo/Video Workshops - New York, NY"
Photography,Fri Feb 10,3,165,4,"6 Delancey St, New York, NY",2,6:30 PM,"Concert Photography in NYC - New York, NY"
Photography,Sat Mar 18,1,52,7,,2,11:00 AM,"Queens Collaborative - Astoria, NY"
Photography,Mon Feb 13,1,485,59,Coming soon,271,7:00 AM,"Eric Leuthardt Photography Club - NYC - New York, NY"
Photography,Mon Feb 13,35,"1,324",9,,76,2:00 PM,"NYC Photo Outings - New York, NY"
Photography,Sat Feb 11,6,119,9,Coming soon,None,4:00 PM,"New York Fashion and Photography Meetup - Long Island City, NY"
Photography,Fri Feb 10,1,155,6,,15,6:45 PM,"NYC Instagram Foodies Unite - New York, NY"
Photography,None,9,"2,060",65,None,None,None,"Inviting NYC Fashion Rebels - New York, NY"
Photography,Fri Feb 10,1,482,2,"21-07 Borden Avenue, New York, NY",4,7:00 PM,"New York Fashion/Glamour Photography Meetup - New York, NY"
Photography,Fri Feb 10,4,184,1,"551 5th Ave, 8th Floor, New York, NY",20,6:00 PM,"Eugenio Adobe Certified Instructor - New York, NY"
Photography,Fri Feb 10,14,"5,213",1,,323,7:00 PM,"PhotoManhattan - Exhibits & Photography classes NYC - Free - New York, NY"
Photography,Fri Feb 10,3,459,1,"551 5th Ave, 8th Floor, New York, NY",21,6:00 PM,"New York Adobe Digital Graphic and Web Design Meetup - New York, NY"
Photography,Thu May 4,8,964,3,"Herald Square W 34th St & Broadway, New York, NY",26,6:00 PM,"Shutterbug Excursions NY - New York, NY"
Photography,Sat Feb 18,134,"3,010",1,"41 E 57th Street,  Manhattan, NY",252,1:00 PM,"NY Photo & Safari Meetup - New York, NY"
Photography,Mon Feb 13,71,"1,927",9,,341,2:00 PM,"NYC Digital Photography Workshops - New York, NY"
Photography,Fri Feb 10,13,"1,374",1,"551 5th Ave, 8th Floor, New York, NY",25,6:00 PM,"New York Photography, Adobe Lightroom and Photoshop Meetup - New York, NY"
Photography,None,None,None,None,None,None,None,None
Photography,Tue Feb 14,212,"9,636",11,"330 West 40th Street, New York, NY",595,6:00 PM,"""The New York City Digital Photography Meetup Group"" - New York, NY"
Photography,Sun Feb 12,128,"3,307",4,,192,2:00 PM,"NYC Photographers - New York, NY"
Photography,Sun Feb 12,31,"7,661",13,"42 W18th st, New York, NY",576,11:00 PM,"Free NYC Photography Workshops - New York, NY"
Photography,None,2,"1,380",30,None,None,None,"Astoria Photography Meetup - Astoria, NY"
Food & Drink,Fri Feb 10,39,437,61,"117 South 3rd Street, Brooklyn, NY",None,2:45 PM,"Williamsburg Parents Club - Brooklyn, NY"
Food & Drink,None,None,None,None,None,None,None,"BRUNCH! - New York, NY"
Food & Drink,Sun Feb 12,1,135,2,,17,3:30 PM,"The New York Society of Mixology - New York, NY"
Food & Drink,Thu Feb 16,2,921,1,"129 Duane Street #3D, Tribeca, NY",97,7:30 PM,"The New York Raw Food Meetup Group - New York, NY"
Food & Drink,None,5,None,None,None,None,None,"Upper East Side Single Ladies - New York, NY"
Food & Drink,Thu Feb 16,1,24,None,"425 Troutman St, Brooklyn, NY",None,7:00 PM,"Kicks& Kegs - Brooklyn, NY"
Food & Drink,Fri Feb 10,1,16,None,,None,7:30 PM,"Curated Eats - New York, NY"
Food & Drink,None,2,107,None,None,None,None,"World Foodies of Jersey City - Jersey City, NJ"
Food & Drink,None,2,41,None,None,None,None,"Midwest Minglers - New York, NY"
Food & Drink,Fri Feb 10,1,342,11,"330 W 40th St, New York, Ne",None,6:30 PM,"Affordable Wine Tastings and Social for Beginners - Brooklyn, NY"
Food & Drink,None,None,None,None,None,None,None,"Oodles of noodles - New York, NY"
Food & Drink,None,7,30,None,None,None,None,"Downtown Jersey City Gilmore Girls Appreciation Society - Jersey City, NJ"
Food & Drink,Sat Feb 11,1,"3,822",2,"West 23rd Street and 10th Avenue, New York, NY",51,3:00 PM,"Not So Boozy in Brooklyn & Manhattan - Brooklyn, NY"
Food & Drink,Sat Feb 11,7,"2,400",134,"440 9th Avenue, New York, NY",None,7:30 PM,"Manhattan Fun Things - New York, NY"
Food & Drink,None,5,726,1,None,73,None,"Komeeda: A Foodie Kommunity - New York, NY"
Food & Drink,Mon Feb 13,4,740,2,"1133 Broadway (Broadway & 26th) , New York , NY",96,6:00 PM,"NYC Food Festivals and Events Group - New York, NY"
Food & Drink,None,5,None,None,None,None,None,"NYC Beer Sake Whiskey Wine & Spirits Drinkers - New York, NY"
Food & Drink,None,None,None,None,None,None,None,"New York Wine Events Lovers - New York, NY"
Food & Drink,Sat Jun 10,1,"1,559",1,"Online, New York, NY",129,12:00 AM,"Food and Wine - New York, NY"
Food & Drink,None,35,"1,209",292,None,None,None,"VegOut NYC - New York, NY"
Food & Drink,None,1,185,None,None,None,None,"UES Brunch Club - New York, NY"
Food & Drink,Mon Feb 13,3,116,4,"94 West Houston btwn Thompson & Laguardia, New York, NY",None,6:00 PM,"Waiter Can I Have... - New York, NY"
Food & Drink,Sat Feb 25,3,100,2,Coming soon,15,7:00 PM,"North Jersey Wino Chicks - Jersey City, NJ"
Food & Drink,None,2,None,None,None,None,None,"Men's Tea Social - New York, NY"
Food & Drink,Thu Mar 2,2,"1,247",23,"165 West 65th Street , New York, NY",None,9:15 PM,"Wine & Film in New York - New York, NY"
Food & Drink,Thu Feb 16,8,"1,108",1,"129 Duane Street #3D, Tribeca, NY",164,7:30 PM,"Revolutionary Raw Vegan Culinary Creators - New York, NY"
Food & Drink,None,2,303,30,None,None,None,"Midtown Vegge Lunch Bunch - New York, NY"
Food & Drink,None,1,203,24,None,None,None,"Barrels, Bites and Banter - New York, NY"
Food & Drink,Thu Feb 9,3,544,2,Coming soon,88,7:00 AM,"Travel and Dinner Group for Mature Adults - New York, NY"
Food & Drink,Wed Mar 1,1,28,1,,None,7:00 PM,"Nordic Girls Of New York - New York, NY"
Food & Drink,None,1,155,18,None,None,None,"Club Eat, Play, Love - event organizer for foodies in NYC - New York, NY"
Food & Drink,Mon Feb 13,1,463,2,"515 East 5 Street, New York, NY",40,7:00 PM,"NYC Raw & Vegan Potlucks & Events - New York, NY"
Food & Drink,Sun Feb 12,10,"1,023",3,"120 Claremont Ave, New York, NY",183,1:30 PM,"NYC Vegetarian and Cultural Events - New York, NY"
Food & Drink,Fri Feb 10,8,959,2,"230 Fifth Ave, New York, NY",185,6:00 PM,"""The New York British Social Group"" - New York, NY"
Food & Drink,Sun Feb 19,9,171,1,,93,2:00 PM,"Wine Tasting ""School"" of New York and more! - New York, NY"
Food & Drink,None,1,None,None,None,None,None,"New Friendships in the Tri-State Area - New York, NY"
Food & Drink,Thu Feb 9,5,730,2,Coming soon,89,7:00 AM,"Over 45+ New York Dinner Meetup - New York, NY"
Food & Drink,Sat Feb 25,3,413,1,,52,11:30 AM,"The New York Irish Pub Challenge Meetup - New York, NY"
Food & Drink,None,None,None,None,None,None,None,"The Jersey City Women's Book & Wine Club - Jersey City, NJ"
Food & Drink,None,2,None,None,None,None,None,"EthNYC Eats - New York, NY"
Food & Drink,Mon Feb 13,5,355,4,"1133 Broadway (Broadway & 26th) , New York , NY",16,6:00 PM,"New York Irish Food & Drink Meetup - New York, NY"
Food & Drink,Sun Feb 12,7,"2,212",5,"Park slope, Brooklyn, NY",164,2:30 PM,"Eat Me! New York - New York, NY"
Food & Drink,Sun Mar 26,1,452,1,"263 Prospect Ave, Brooklyn, NY",None,11:00 AM,"The Brunch Society(NYC) - New York, NY"
Food & Drink,None,3,None,None,None,None,None,"Raj Curry Club - New York, NY"
Food & Drink,None,7,366,73,None,None,None,"Ladies Love Craft Beers! - New York, NY"
Food & Drink,Wed Feb 22,2,184,1,,36,5:00 PM,"The New York Mexican Food Lovers Group - New York, NY"
Food & Drink,Fri Feb 24,1,65,1,"41 East 11th Street, New York, NY",1,7:00 PM,"Vegan Foodies Over 40 - New York, NY"
Food & Drink,None,2,None,None,None,None,None,"Tri-State Cocktails Meetup - New York, NY"
Food & Drink,Tue Feb 21,1,179,4,"218 West 50th Street, New York, NY",None,7:00 PM,"New York City Based Food Bloggers Meetup - New York, NY"
Food & Drink,None,7,"1,182",13,None,None,None,"Veganizer NYC Carrot Raids - New York, NY"
Food & Drink,None,5,"1,254",24,None,None,None,"NYC Gay Men's Wine Dinner Group - New York, NY"
Food & Drink,Sat Feb 25,8,"3,588",1,"479 74th Street, Brooklyn, NY",38,2:00 PM,"WINE LOVERS OF NYC - New York, NY"
Food & Drink,None,8,None,None,None,None,None,"NYC Ladies Fine Dining and Fiction Group - New York, NY"
Food & Drink,Sat Feb 25,2,141,1,"222 Ave B, New York, NY",3,10:30 AM,"NYC Vegan Coffee - New York, NY"
Food & Drink,Sun Feb 26,6,72,1,,80,11:00 AM,"Jersey City Brunch Book Club meetup - Jersey City, NJ"
Food & Drink,Sun Feb 19,61,579,1,"80 2nd Ave, New York, NY",197,1:00 PM,"New York City's Sicilian Food, Wine & Travel Group - New York, NY"
Food & Drink,None,7,763,25,None,None,None,"Sichuan Pepperheads - New York, NY"
Food & Drink,None,8,None,None,None,None,None,"New York City / New Jersey Korean & Korean American Social! - New York, NY"
Food & Drink,Mon Feb 13,1,159,3,"766 9th Ave, New York, NY 10019 (b/t 51st St & 52nd St), New York, NY",None,1:00 PM,"NYC Ladies Lunch/Afternoon Tea Meetup - New York, NY"
Food & Drink,Sun Feb 26,1,195,1,"404 Lenox Ave at 130th Street, New York, NY",12,11:30 AM,"Coffee Grindr - Long Island City, NY"
Food & Drink,None,5,None,None,None,None,None,"Lesbian Wine club 40+ - New York, NY"
Food & Drink,Sat Feb 11,15,"1,345",3,"4th Avenue, New York, NY",183,7:00 PM,"NY Dinner Parties: Group Cooking and Fine Dining! (20s-30s) - New York, NY"
Food & Drink,None,31,None,None,None,None,None,"Adventures in Eating & Drinking - New York, NY"
Food & Drink,Sat Feb 11,4,307,1,"357 West Broadway, New York, NY",None,2:00 PM,"Real New York - New York, NY"
Food & Drink,Wed Feb 15,4,517,1,"103 Berry Street (b/t N. 7th & N. 8th St.), Brooklyn, NY",64,6:30 PM,"Super Terrific North Brooklyn Happy Time - Brooklyn, NY"
Food & Drink,Sun Feb 12,1,267,2,"355 W 46th St, New York, NY",6,8:00 PM,"New York Dining Out Meetup - New York, NY"
Food & Drink,Sun Feb 12,2,"2,161",6,"Park slope, Brooklyn, NY",34,2:30 PM,"NYC Cooking and Baking Classes - New York, NY"
Food & Drink,Wed Mar 8,3,179,7,"974 Blvd. East, Weehawken, NJ",16,7:00 PM,"Go Go Gourmet - North Jersey Foodies - Jersey City, NJ"
Food & Drink,Fri Feb 10,14,648,83,"111 East 18th Street , New York, NY",None,6:30 PM,"Single Wine Lovers - 20's - 50's - New York, NY"
Food & Drink,None,1,None,None,None,None,None,"Uptown Girls - New York, NY"
