"company","pro"
"CareFirst BlueCross BlueShield",",Free items"
"CareFirst BlueCross BlueShield",",Free lunches were provided."
"CareFirst BlueCross BlueShield",",Vacation, Experience"
"CareFirst BlueCross BlueShield",",Benefits, coworkers, reimbursement"
"CareFirst BlueCross BlueShield",",Very good health care benefits"
"CareFirst BlueCross BlueShield",",excellent benefits and great place to work if your not looking for advancement"
"CareFirst BlueCross BlueShield",",Free lunches, free swag, good health insurance coverage"
"CareFirst BlueCross BlueShield",",Excellent Benefits room for advancement."
"CareFirst BlueCross BlueShield",",Great management"
"CareFirst BlueCross BlueShield",",You will learn a lot."
"Teradata","vacations"
"Teradata",",None"
"Teradata",",None"
"Teradata",",flexible"
"Teradata",",travelling"
"Boecore","Communicative"
"Boecore",",Always new technology to learn"
"Boecore",",lots of benefits and great benefits"
"Northrop Grumman","When part of the right sector career growth positive"
"Northrop Grumman",",Quality of people you work with, sense of accomplishment"
"Northrop Grumman",",Ability to travel world wide"
"Northrop Grumman",",401k, Tuition Reimbursement, 9/80"
"Northrop Grumman",",Great benefits, varying assignments, awesome workforce."
"Northrop Grumman",",Very flexible, with teleworking. Benefits were great."
"Northrop Grumman",",Great work place"
"Northrop Grumman",",Benefits and work life balance"
"Northrop Grumman",",Nice people, reasonable pay, good benefits, many training opportunities"
"Wright Medical","Decent pay and good benefits."
"Wright Medical",",Family Environment"
"Wright Medical",",good money"
"Wright Medical",",wages were above average, benefits were great"
"Wright Medical",",Many fun events throughout the year. Amazing people to work with."
"Wright Medical",",good"
"Wright Medical",",great benefits, great people"
"Wright Medical",",Good pay and benefits"
"Wright Medical",",This is a relaxed place to work."
"Wright Medical",",Privacy while doing your job"
"Wright Medical",",Working with a capable team of individuals"
"Wright Medical",",Caferteria inside the company"
"Ohio State University","benefits, varied job experience, work/life balance"
"Ohio State University",",Great atmosphere (co-workers) and competitive pay."
"Progressive","Great Pay/Benefits"
"Progressive",",Benefits"
"Progressive",",good training"
"Progressive",",they give you a car/billboard and make you pay for it."
"Progressive",",Salary"
"Progressive",",Access to modern technologies, tools, and training."
"Progressive",",Excellent benefits and perks"
"Progressive",",benefits"
"Progressive",",The people you work with"
"Progressive",",nice facilities very clean and up to date."
"Progressive",",Benefits"
"Progressive",",benefits"
"Progressive",",Bonuses, healthcare, Promotions always available."
"Progressive",",Good benefits"
"Progressive",",Benefits and compensation"
"Progressive",",Good working hours"
"Scientific Research Corporation","You will get your hours"
"Scientific Research Corporation",",DoD"
"Scientific Research Corporation",",Antartica"
"Scientific Research Corporation",",Great Benefits"
"Scientific Research Corporation",",Free lunch"
"Scientific Research Corporation",",Excellent pay and Benefits"
"Scientific Research Corporation",",Research"
"Scientific Research Corporation",",A good place to learn the trade and very good health insurance plan."
"Scientific Research Corporation",",Brown bag Training lunches, many community drives and events, versatille positions"
"Scientific Research Corporation",",Travel to New Zealand, experiencing Antarctica"
"Scientific Research Corporation",",Pays well compared to other contracting companies"
"Scientific Research Corporation",",good people, flexible hours"
"ASG Renaissance","telecommute"
"ASG Renaissance",",Conference Travel, Innovation in automotive Industry"
"ASG Renaissance",",Enjoyed working and planning events"
"ASG Renaissance",",great place"
"T3 Trading Group LLC","None"
"T3 Trading Group LLC",",Learning experience on the stock trading floor"
"T3 Trading Group LLC",",great owners with an open door policy"
"Mattel, Inc.","Random free snacks/ lunches"
"Mattel, Inc.",",Time off policies, easy to get promoted"
"Mattel, Inc.",",employee perks offten, 50% off discount"
"Mattel, Inc.",",wages, benefits"
"Mattel, Inc.",",Free Lunches"
"Mattel, Inc.",",make my own schedule"
"Mattel, Inc.",",half day Fridays"
"Mattel, Inc.",",Good benefits"
"Mattel, Inc.",",HR and most of the managers are understanding/nice, We sometimes have a special lunch served during the holidays, Even though there are separated teams HR still somehow tries to bring everyone together"
"Mattel, Inc.",",Holidays"
"Mattel, Inc.",",on site cafeteria"
"Mattel, Inc.",",hours, pay"
"Mattel, Inc.",",Excellent Benefits and Training"
"Mattel, Inc.",",Half a day on Friday"
"Mattel, Inc.",",non"
"Mattel, Inc.",",Great Benefits"
"Lucid Software","Free Food."
"MediaMath","Good work/life balance"
"MediaMath",",Snacks and Beverages, Regular Employee Events, Flexible Schedule, Unlimited Paid Time Off, Free Professional Development Courses"
"MediaMath",",Free lunches a lot of activities"
"MediaMath",",people, food (snacks)"
"MediaMath",",free snacks"
"Roush Enterprises","Great learning experience and opportunities"
"Roush Enterprises",",Nice company people"
"Roush Enterprises",",Overtime"
"Roush Enterprises",",It is like going on a road trip every night. very relaxing."
"Roush Enterprises",",benefits are ok but you have to wait 90 days"
"Roush Enterprises",",Good people"
"Sealed Air","3 work days a week that are 6 hour days and 2 days that are 12 hour days."
"Sealed Air",",Good work place and good environment very fast paste job"
"Sealed Air",",Discipline, healthy choices, excersice and training"
"Sealed Air",",A lot, I especially like the people."
"Sealed Air",",paid lunches"
"Sealed Air",",great place to work"
"Sandia National Laboratories","Salaries, benefits"
"Sandia National Laboratories",",Worked with needs of school and adjusting schedule"
"Sandia National Laboratories",",Rotating Fridays off."
"Sandia National Laboratories",",Friendly co-workers, pay was good for part-time"
"Sandia National Laboratories",",Was my own boss and lead on the project"
"Sandia National Laboratories",",Working in a remote site, where we could experience the ""wildlife"" of the area."
"University of Virginia Health System","None"
"University of Virginia Health System",",Professional Nursing Autonomy"
"University of Virginia Health System",",Good colleges"
"University of Virginia Health System",",Money, the ability to increase your knowledge base"
"University of Virginia Health System",",money"
"University of Virginia Health System",",Benefits"
"University of Virginia Health System",",Paycheck and Benefits"
"University of Virginia Health System",",Get paid for laying on a thick pad on a table"
"University of Virginia Health System",",no free luches"
"University of Virginia Health System",",Reasonable pay"
"Adobe","Free drinks and snacks"
"Adobe",",Good work life balance for most positions with at least 2 full weeks of company shutdowns per year, Great pay and benefits"
"Adobe",",Work from home."
"Adobe",",Paid Vacation, PTO"
"Adobe",",Free food"
"Adobe",",Off early enough to still have some time to do exciting activities."
"Blue State Digital","Client mix. The best, nicest people."
"Blue State Digital",",Cause-based work, talented team, management that cares"
"Blue State Digital",",Great work environment and benefits"
"Arena","Fun, Great Co-Workers, Great Environment"
"Arena",",Be as creative as possible."
"Zillow","Works shifts, catered food all the time, break rooms, free food, perks and benefits"
"Zillow",",Food"
"Zillow",",Great work environment and company culture"
"Zillow",",Great corporate office perks: free food, game room"
"Zillow",",Free lunch on Fridays"
"Zillow",",Amazing culture, free snacks, great people, awesome work events."
"Zillow",",location"
"Zillow",",very diverse and great location!"
"Zillow",",401k match, free lunch, game rooms, standing desks, candy wall"
"Zillow",",free food, free drinks, fun outings"
"Zillow",",free lunches, company culture was AMAZING"
"Zillow",",Food, Catered lucnhes, benefits"
"Zillow",",weekly lunches provided and excellent benefits! Great group of people to work with."
"Zillow",",Food, Atmosphere"
"EMC Insurance","None"
"EMC Insurance",",Great Benefits"
"EMC Insurance",",Great Coworkers and agencies to work with"
"EMC Insurance",",Benefits, great people to work with, hours were great and pay. I enjoyed the work I did."
"EMC Insurance",",Enjoyable/good salary and benefits"
"EMC Insurance",",Stable work hours, great benefits, fantastic office location and caring leadership."
"EMC Insurance",",Good benefits"
"EMC Insurance",",Breaks every 4 hours and company allowed hour lunch. Company functions were frequent."
"EMC Insurance",",very challenging"
"EMC Insurance",",Benefits, caffeteria, wellness program"
"EMC Insurance",",the work hours"
"EMC Insurance",",Exercise facility with many free classes offered everyday"
"EMC Insurance",",good benefits"
"Tumblr","Free lunch or breakfast every day, fun people, casual atmosphere"
"Tumblr",",Free food, beer, great workspace"
"Tumblr",",Blog suggestions, Likes, Recommendations, Followers"
"Polaris Industries","Learning Environment"
"Polaris Industries",",good people"
"Polaris Industries",",Benefits, Work Environment"
"Polaris Industries",",Good pay, good culture and great place to gain experience."
"Polaris Industries",",Great pay, benefits, and stability"
"Polaris Industries",",None"
"Polaris Industries",",Mechanics"
"Polaris Industries",",Decent pay for area"
"Polaris Industries",",Profit sharing, food."
"Polaris Industries",",Very nice people and management"
"Polaris Industries",",Advancement"
"Polaris Industries",",Wages are good health insurance is ok"
"Polaris Industries",",great work environment, great pay, great benefits and profit sharing"
"Polaris Industries",",Good breaks and nice people"
"Polaris Industries",",I met great people there"
"Polaris Industries",",Able to wokr as many hurs as you need."
"Polaris Industries",",Fun and exciting to be a part of this great team."
"Guidepoint Global","beer on fridays but is that really enough to be happy?"
"Guidepoint Global",",n/a"
"Guidepoint Global",",Team building events with entire company"
"SEVEN","Free Lunches, Free Trips, and getting to actually do some hair"
"SEVEN",",Meeting different people"
"SEVEN",",could buy things at have it taking out of my check"
"SEVEN",",Medical, retirement, job security, and a lot more"
"SEVEN",",Warm place to work"
"SEVEN",",growth"
"SEVEN",",free coffee, and lunches"
"SEVEN",",good coworkers"
"SEVEN",",good environment"
"SEVEN",",challenge to make sure all papers were complete before processed for final approval"
"SEVEN",",quiet neighborhood"
"Pluralsight","Free Lunches, free healthcare benefits"
"Pluralsight",",No PTO policy, free drinks and snacks, paid family lunch. What is important is a caring and generous leadership team, and many many more."
