"company","con"
"CBRE",",underpaid, overworked, rude and uncaring managers, cliquey work environment, useless job training, horrible benefits"
"CBRE",",Poor Managers, Business Politics (same as many companies)"
"CBRE",",Long hours due to global deployment scope"
"CBRE",",High stress work environments, poor career advancement prospects, client accounts woefully undermanned, work duties routinely outside of posted job descriptions w/o commensurate pay rates, vacation ""blackout"" periods on certain accounts."
"CBRE",",to much time on the road"
"CBRE",",Short-staffed, promotions hard to receive"
"CBRE",",Sr. Management does not provide effective support"
"Prime Therapeutics","Very strictly micro-managed"
"Prime Therapeutics",",none"
"Prime Therapeutics",",Short breaks and lunches."
"Prime Therapeutics",",Working every weekend"
"Prime Therapeutics",",Management, no room for growth, favoritism"
"Prime Therapeutics",",do as I say not as I do"
"Prime Therapeutics",",Leadership"
"Prime Therapeutics",",Too much overtime, too much employee turn around"
"Prime Therapeutics",",Lots of projects inflight - improve project selection process"
"Prime Therapeutics",",short breaks"
"Jet Propulsion Laboratory","Male dominated work environment"
"Jet Propulsion Laboratory",",No bonuses"
"Jet Propulsion Laboratory",",Risk adverse, Too many managers, Lots of documentation"
"Jet Propulsion Laboratory",",Reduction of work force / lay-off"
"Jet Propulsion Laboratory",",Too much envy from colleagues."
"Jet Propulsion Laboratory",",Poor management"
"Jet Propulsion Laboratory",",If you enjoy working on micro you'll be destroyed by macro demand."
"Jet Propulsion Laboratory",",Did not have enough new projects"
"Jet Propulsion Laboratory",",cost of living in area is high"
"Jet Propulsion Laboratory",",Everything else."
"Jet Propulsion Laboratory",",none"
"Jet Propulsion Laboratory",",Wish advancement had more opportunities"
"Vantiv","pay structure and stability"
"Vantiv",",Technology to conduct business needs upgrading"
"Vantiv",",Benefits only OK"
"Vantiv",",high stress environment."
"Vantiv",",Sometimes had to skip breakfast and lunches."
"Vantiv",",resource knowledge, inexperienced management, lack of accountability"
"Vantiv",",they were downsizing the internal sales team so a few sales reps (including myself) had to be let go"
"Vantiv",",Little direction"
"Vantiv",",Short breaks"
"Vantiv",",Travel"
"Vantiv",",Healthcare"
"Allianz Worldwide Partners","Unethical Buisness practices, Big Egos."
"Allianz Worldwide Partners",",'requested' to do extra work w/out pay for promotion- promotion will never happen, quality assessment based on every word but no script provided so that you can succeed, no written standard for quality measurement- completely arbitrary, clueless management, policies that change monthly, no work life balance, low pay, so much pressure, joyless work environment, high turnover"
"Allianz Worldwide Partners",",Terrible Management"
"AbbVie","None"
"AbbVie",",ineffective management"
"AbbVie",",Great company."
"AbbVie",",Commute from Chicago"
"AbbVie",",Growth potential is limited."
"ARGUS","Owner was skimming receipts from the business"
"ARGUS",",Cant think of any"
"ARGUS",",n/a"
"ARGUS",",not enough to hours. more a part time job"
"ARGUS",",no paid overtime"
"ARGUS",",not well organized at events that don't take place on a regular bases."
"ARGUS",",Not enough hours"
"ARGUS",",everything else"
"ARGUS",",did not have any health care or benefits."
"ARGUS",",drugs, temp workers"
"ARGUS",",part-time employement"
"Cox Automotive","Constant uncertainty and no resolve or implementation"
"Cox Automotive",",None"
"Cox Automotive",",management"
"Cox Automotive",",the call center you get treated differently then any other part of the company"
"Cox Automotive",",lack of benefits"
"Cox Automotive",",helter skelter"
"Cox Automotive",",GM is a joke, AGM is a total control freak, Human resources useless she should just go bake.cookies."
"Cox Automotive",",Everything about this place is aw"
"Cox Automotive",",Chaotic team management"
"Cox Automotive",",I didn't come on sooner"
"University of California - San Francisco","Underpaid, unrecognized"
"University of California - San Francisco",",the bay area is expensive"
"University of California - San Francisco",",low pay, nowhere to advance, limited applicability of experience"
"University of California - San Francisco",",long commute"
"University of California - San Francisco",",N/A"
"University of California - San Francisco",",Less than professional, myopic administrative leadership"
"University of California - San Francisco",",Pay is not that great"
"University of California - San Francisco",",always more work to do"
"University of California - San Francisco",",Ridiculous hours"
"University of California - San Francisco",",read above..."
"University of California - San Francisco",",The Mission sucks, too many techies ruining it, Can't wait for the bubble to burst and send, all these techies back, to their parents' garages in wisconsin"
"Target","Gets boring if not self trained in providing fun experiences."
"Target",",Lack of hours, management"
"Target",",not great pay wage"
"Target",",Management"
"Target",",Too much work for one person on a shift which happens a lot."
"Target",",The shortage of employees could have been better.."
"Target",",12 hour days"
"Target",",N/A"
"Target",",No online employee discount"
"Target",",Pay"
"Target",",Short breaks, scanners break down often, machines get stuck occasionally, may be pressured to sell Red cards constantly"
"Starbucks","Poorly ran stores become helpless"
"Starbucks",",Pay"
"Starbucks",",can be overwhelming, cant go over 40hrs unless on salary"
"Starbucks",",No breaks"
"Starbucks",",High turnover rate sometimes, which causes stressful hours."
"Starbucks",",short breaks"
"Starbucks",",Unpredictable hours, stressful environment when busy, you'll always smell like coffee"
"Starbucks",",Crazy customers with over the top orders"
"Tremor Video","high turnover"
"Tremor Video",",short breaks, healthcare"
"CareFirst BlueCross BlueShield","pay for lunch, no overtime, 30min lunch breaks"
"CareFirst BlueCross BlueShield",",Below Average Management"
"CareFirst BlueCross BlueShield",",Expected to work from home, even if you are off that day."
"CareFirst BlueCross BlueShield",",health benefits not decent for temp employees"
"CareFirst BlueCross BlueShield",",Management, Management and Management"
"CareFirst BlueCross BlueShield",",No healthcare/short notice of termination"
"CareFirst BlueCross BlueShield",",Coworkers and management, low pay"
"CareFirst BlueCross BlueShield",",Management, micromanaging"
"CareFirst BlueCross BlueShield",",Pay is terrible; People arent too intelligent. No challenge if you are smart and like to learn."
"CareFirst BlueCross BlueShield",",no room for growth"
"CareFirst BlueCross BlueShield",",Terrible management, petty co-workers, no opportunity for advancement"
"CareFirst BlueCross BlueShield",",Extremely high call volume with little time for case work"
"CareFirst BlueCross BlueShield",",You will regret it. MAFIA style management."
"Teradata","good health care plans"
"Teradata",",None"
"Teradata",",Company is dying"
"Teradata",",long hours, ugly cubicles"
"Teradata",",unqualified middle management"
"Boecore","N/A"
"Boecore",",High secure area to work in"
"Northrop Grumman","When on a challenging project career growth not positive"
"Northrop Grumman",",Seperations from family"
"Northrop Grumman",",Moving positions within NG"
"Northrop Grumman",",Makes you feel small..."
"Northrop Grumman",",Contractual"
"Northrop Grumman",",Father was manager. Accused of nepitism."
"Northrop Grumman",",Slow to promoting qualified women of color"
"Northrop Grumman",",Very little advancement opportunity, pay doesn't keep up with market"
"Wright Medical","Unprofessional, ""start-up company, "" too many leads, supervisors, and managers that misdirect their focus and energy in the wrong executions."
"Wright Medical",",Dramatic Cuts in Reimbursements"
"Wright Medical",",If you want to be olympic athlete, you have to train"
"Wright Medical",",management had no idea what was happening at floor level"
"Wright Medical",",Very high stress environment with high rate of turn over."
"Wright Medical",",good"
"Wright Medical",",poor management, intense work atmosphere"
"Wright Medical",",Lack of training"
"Wright Medical",",Unstability"
"Wright Medical",",No benefits at my time of employment"
"Wright Medical",",Inability to assist all potential consumers that truly need assistance"
"Ohio State University","compensation, parking, supervisors, job security"
"Ohio State University",",Political"
"Progressive","Poor senior leadership"
"Progressive",",very young hires"
"Progressive",",all aspects of the job"
"Progressive",",Everything else"
"Progressive",",Inconsistent and/or inadequate processes that were candidates for Lean refinement."
"Progressive",",extreme volume of work to each individual and poor management of same"
"Progressive",",Your growth depends on networking w"
"Progressive",",work life balance"
"Progressive",",compensation"
"Progressive",",Cafeteria"
"Progressive",",leadership"
"Progressive",",Workload can be overwhelming at times."
"Progressive",",Workload can sometimes get out of hand"
"Progressive",",Micromanged by those who lacked experience in claims adjudication"
"Progressive",",Short lunch breaks"
"Scientific Research Corporation","No pay raises or promotion potential."
