"company","position","salary","worklife","compensation","jobsecurity","management","culture","company.x","review","company.y","position","company.x.1","pro","company.y.1","con"
"General Mills","Machine Operator",15.8,3.7,3.9,3.3,3.5,3.7,"Penn State Milton S. Hershey Medical Center",",During my eight-hour shift, I worked alone so I had little interaction with co-workers. I found this isolating, and trying to deal with work related issues via email proved difficult.",NA,NA,NA,NA,NA,NA
"General Mills","Packager",10.94,3.7,3.9,3.3,3.5,3.7,"Penn State Milton S. Hershey Medical Center",",The hardest part of the job was actually finding work to do. I was not properly oriented into the position, and was not given work to do when I was not with clients. After continuously asking for things to do and receiving nothing, I became frustrated.",NA,NA,NA,NA,NA,NA
"General Mills","Packaging Technician",21.52,3.7,3.9,3.3,3.5,3.7,"Penn State Milton S. Hershey Medical Center",",The most enjoyable part of my job was working with re-hab patients. I could design their programs and work one on one with them in the gym. I got to practice my skills while using my communication skills with varying populations.",NA,NA,NA,NA,NA,NA
"General Mills","Account Manager",72191,3.7,3.9,3.3,3.5,3.7,"Care Resource","I enjoy my job love what I do helping people and getting them into care and knowing that Care Resource has all the services they need their makes it so much more convinient.",NA,NA,NA,NA,NA,NA
"General Mills","Laborer",13.81,3.7,3.9,3.3,3.5,3.7,"Care Resource",",This place is absolutely wonderful to work at... I have been here for almost 3 years and the staff is great... the culture is great... the compensation is great. I love it.",NA,NA,NA,NA,NA,NA
"General Mills","Mechanic",23.24,3.7,3.9,3.3,3.5,3.7,"Care Resource",",Care Resource is not a great place to be working for the managers don't care and work well with others in the office. The Dental office is a department that I wouldn't recommend for people to work in the company.  The work day varied from day to day depending on the clients and how there mood is and the manager is feeling for that day and will not make you feel welcomed to be there.  The HR department in the company is so unprofessional and needs a complete restructuring in the company.  The management could be a lot better than what is there right now or be retrained about how to manage the employees and make them feel valuable.  My co-workers who I worked with in Case Management and other departments I enjoyed working with for the time that I was there.  I learned many things over the years from the people who came through the agency and as a volunteer.",NA,NA,NA,NA,NA,NA
"General Mills","Maintenance Mechanic",23.61,3.7,3.9,3.3,3.5,3.7,"IBM",", true professional in every area of my life.","TD Bank",",Customer Service Representative","Parsons","ESOP","Memorial Sloan Kettering",",the facility is very large and the work space could be more accomodating"
"General Mills","Production Technician",16.44,3.7,3.9,3.3,3.5,3.7,"Care Resource",",My work entails a give and take between empowering those I come in contact with to maximize their full potential. The workplace environment fosters an independence that prepares one for private practice.",NA,NA,NA,NA,NA,NA
"General Mills","Production Operator",15.28,3.7,3.9,3.3,3.5,3.7,"Care Resource",",A very disorganized place to work for.  They dress unprofessional and quite a lot of favortism.  Bad training.  Unethical.  Not organized at all,  One of the PCA's would put in a resp. result without ever checking the patients respiration.  Lot of the managers smoke and take so many breaks during the day.",NA,NA,NA,NA,NA,NA
"General Mills","Sales Intern",3250,3.7,3.9,3.3,3.5,3.7,"Care Resource",",a typical day at work was very miserable, I wasn't able to learn anything due to the fact that I was always helping others catching up with their caseloads. The hardest part of the job was seeing some of the caseworkers missed treat the clients and the most enjoyable part of the job was meeting different people and able to help them .",NA,NA,NA,NA,NA,NA
"General Mills","Production Worker",10.2,3.7,3.9,3.3,3.5,3.7,"Care Resource",",An excellent place to grow as an individual and to experience at a first glance the challenges some people face who are infected and affected by many diseases in the world.",NA,NA,NA,NA,NA,NA
"General Mills","Sales Assistant",14.76,3.7,3.9,3.3,3.5,3.7,"Care Resource",",An environment where you are free and never judged because of your preferences in life.",NA,NA,NA,NA,NA,NA
"General Mills","Maintenance Technician",24.48,3.7,3.9,3.3,3.5,3.7,"Care Resource",",One of the best things of my Job is to assist people to find resources to attend housing and food needs. Work is a little stressful but work environment is ok. We are trying to maintain good vibe during the day. Would like to have more teamwork to make work easier,",NA,NA,NA,NA,NA,NA
"General Mills","Packer",13.54,3.7,3.9,3.3,3.5,3.7,"Care Resource",",As an intern for Care Resource I learned  a tremendous amount in regards to working with the LGBTQ population , but especially the ways to empower this population to live healthier safer lives.The supervisors I dealt with on a regular basis were very supportive and always made me feel I could rely on them.The team work spirit I became a part of, empowered me to learn more and feel as an integral part of this amazing non profit organization.",NA,NA,NA,NA,NA,NA
"General Mills","Forklift Operator",13.56,3.7,3.9,3.3,3.5,3.7,"Care Resource",",Performs HIV & STI testing on clients by drawing blood, urine, or saliva sample (Orasure or Oraquick)",NA,NA,NA,NA,NA,NA
"General Mills","Picker/Packer",8.33,3.7,3.9,3.3,3.5,3.7,"Care Resource",",Provides pre and post test counseling for HIV, STI’s, and health screenings .Co workers was nice and helpful but some things i felt wasnt done morally and properly right.",NA,NA,NA,NA,NA,NA
"General Mills","Warehouse Worker",9.11,3.7,3.9,3.3,3.5,3.7,"Care Resource",",I really loved my boss at Care resource and the work that I did there. The only down side was that it was so far away from where I moved, which is why I had to leave, ",NA,NA,NA,NA,NA,NA
"General Mills","Sales Representative",62779,3.7,3.9,3.3,3.5,3.7,"IBM",",IBM is a Great place to work.","TD Bank",",Teller","Parsons",",Fun Co wrokers","Memorial Sloan Kettering",",challenging management"
"General Mills","Electrician",25.24,3.7,3.9,3.3,3.5,3.7,"Care Resource",",This was generally a place where you would look forward to going to work because everyday would be something different,",NA,NA,NA,NA,NA,NA
"General Motors","Senior Designer",89146,4,4.1,3.6,3.7,4,"Care Resource",",I learned a lot about outreach, condom distribution, client services, testing and more.",NA,NA,NA,NA,NA,NA
"General Motors","Designer",75329,4,4.1,3.6,3.7,4,"Care Resource",",Care Resource was a truly rewarding place to work.  The benefits and compensations was excellent for a non-profit.  Thought you will never become wealthy working there and as such if it is your priority to do so it probably isn't a great place to work.",NA,NA,NA,NA,NA,NA
"General Motors","Integration Engineer",90891,4,4.1,3.6,3.7,4,"Care Resource",",Care Resource is a very organized company that focuses on great customer service.  The management team is very organized and flexible with their hours.",NA,NA,NA,NA,NA,NA
"General Motors","Senior Software Developer",105600,4,4.1,3.6,3.7,4,"Care Resource",",it is a very good company or organization. very professional and commitment team. special managment. dicipline etc.",NA,NA,NA,NA,NA,NA
"General Motors","Software Developer",84989,4,4.1,3.6,3.7,4,"Care Resource",",Agency facilitates medical care of community members. Experience allowed for beneficial contact with various community resources.",NA,NA,NA,NA,NA,NA
"General Motors","Team Leader",60642,4,4.1,3.6,3.7,4,"Care Resource",",I am an experienced PT and Rehab Director currently seeking a position that will allow me a split between clinical care and leadership/management responsibilities.  Work location (convenient commute) and opportunities for career advancement and continuing education are of primary importance to me.  Work culture is very important in that the therapists in the rehab department should support one another, maintain an open environment that is conducive to mutual respect and professional growth, and each therapist must take a teamwork approach to being part of an interdisciplinary team to produce optimal patient care outcomes.",NA,NA,NA,NA,NA,NA
"General Motors","Supervisor",65920,4,4.1,3.6,3.7,4,"Care Resource",",The most enjoyable part of any job I have had is the patient contact; it is an honor to be a member of a healing arts profession and to be able to use my manual skills to heal patients.  I also love being a supervisor/manager; I am a leader by nature and love to teach and share my wealth of experience and knowledge to help other therapists grow professionally and personally.",NA,NA,NA,NA,NA,NA
"General Motors","General Manager",71772,4,4.1,3.6,3.7,4,"Care Resource",",very fast paced work environment. We followed all policies and rules from the job. Co worker are very helpful. Hardest part of the job is building it from the bottom and bringing it into having more organization.The most enjoyable part for me was drawing blood in the labs.",NA,NA,NA,NA,NA,NA
"General Motors","Production Supervisor",70252,4,4.1,3.6,3.7,4,"Care Resource",",Completed assessements for clients, the staff was friendly and helpful, also has lots of opportunities for volunteer work.",NA,NA,NA,NA,NA,NA
"General Motors","Line Assembler",40310,4,4.1,3.6,3.7,4,"IBM",",A typical day: Go to work at the contracts work place. Continue with my projects (COBOL programming, SQL data Repairs) and worked on any beak/fixes as they arose. When there was a lull between projects take IT courses online to fulfill my Think 40 training requirement.  The workplace culture was that of contract holder. I was always co-located with the rest of the outsourced IT people. The hardest part of the job was the nightly call outs after putting in a full days work.  The most enjoyable part of the job was the people you got to work with and the work.","TD Bank",",Tech support","Parsons",",Small company environment","Thermo Fisher Scientific","no cost of living increases"
"General Motors","Model",79269,4,4.1,3.6,3.7,4,"Care Resource",",it was one of my best jobs i have had because it was fun to work there everyone worked as one team to get the job done",NA,NA,NA,NA,NA,NA
"General Motors","Release Engineer",82515,4,4.1,3.6,3.7,4,"Care Resource",",Care Resource is an independ owned to provide health care to clients and individuals who need personal care at home on their activies dail;y living.",NA,NA,NA,NA,NA,NA
