,Source,gMag,gSent,gentity1,gentity1salience,gentity1type,gentity2,gentity2salience,gentity2type,gentity3,gentity3salience,gentity3type,gentity4,gentity4salience,gentity4type,gentity5,gentity5salience,gentity5type,gtopic1,gtopic2,gtopic3,gtopic4,gtopic5,id,lenArticle,lenGoogleAPIentities,lenGoogleAPItokens,lenTextRazorAPIcoarseTopics,lenTextrazorAPIentailments,lenTextrazorAPIentities,lenTextrazorAPIproperties,lenTextrazorAPIrelations,lenTextrazorAPIsentences,lenTextrazorAPItopics,tentity1,tentity1salience,tentity1type,tentity2,tentity2salience,tentity2type,tentity3,tentity3salience,tentity3type,tentity4,tentity4salience,tentity4type,tentity5,tentity5salience,tentity5type
490,foxbasic,0.9,-0.2,Donald Trump,0.30090865,PERSON,officials,0.13681278,PERSON,Yoshihide Suga,0.07428781,PERSON,suggestion,0.054893684,PERSON,U.S.,0.04527242,PERSON,Japanese yen,Devaluation,Economy,Finance,Monetary economics,-551570011,813,1321,1626,659,250931,22260,1145,48056,48056,22485,Inflation,0.4636,,United States dollar,0.3527,Currency,Currency,0.2359,,,,,,,
491,cnnbasic,1.6,0.0,The Women's March,0.15938008,EVENT,Donald Trump,0.14481829,EVENT,strike,0.048409916,EVENT,strike,0.04470818,EVENT,organizers,0.04333896,EVENT,Strike action,Donald Trump,Boycott,Activism,Law,-571050761,2524,3355,5048,660,1142149,28502,6687,155927,155927,35158,Facebook,0.4403,Work,United States Congress,0.3929,Place,CNN,0.3498,Agent,,,,,,
492,cnnbasic,12.1,-0.3,Washington,0.53765374,LOCATION,Donald Trump,0.2214023,LOCATION,Steven Smith,0.019825082,LOCATION,Senate,0.019823195,LOCATION,Democratic Party,0.013883837,LOCATION,United States Senate,Republican Party (United States),Democratic Party (United States),United States Congress,Donald Trump,-576399855,8228,11360,16456,650,2460511,118001,19693,485056,485056,41042,Joe Biden,0.7586,Agent,Republican Party (United States),0.7517,Agent,Hillary Clinton,0.7422,Agent,United States Congress,0.728,Place,Democratic Party (United States),0.7018,Agent
493,cnnbasic,0.5,0.2,Últimas noticiasDestacamosvideo,0.51500165,WORK_OF_ART,Esto es lo que hará Trump por su decreto inmigratorio,0.2870061,WORK_OF_ART,Opiniónespeciales,0.1979922,WORK_OF_ART,,,WORK_OF_ART,,,WORK_OF_ART,,,,,,-593643771,118,70,236,3,3,274,3,1860,1860,3,,,,,,,,,,,,,,,
494,cnnbasic,7.8,0.0,Donald Trump,0.73266387,PERSON,President,0.043709185,PERSON,situation,0.0102135595,PERSON,decision,0.006453286,PERSON,administration,0.0059687765,PERSON,Supreme Court of the United States,Donald Trump,President of the United States,United States Senate,Democratic Party (United States),-599083772,6731,9609,13462,653,2921846,90806,18359,434269,434269,35861,United States Congress,0.8079,Place,Antonin Scalia,0.7191,Agent,Donald Trump,0.6653,Agent,Republican Party (United States),0.6584,Agent,President of the United States,0.6298,Agent
495,reutersbasic,4.4,-0.2,tribe,0.137682,PERSON,pipeline.,0.13174757,PERSON,company,0.114131875,PERSON,Standing Rock Sioux Tribe,0.053280026,PERSON,oil pipeline,0.04758333,PERSON,Standing Rock Indian Reservation,Sioux,Bakken pipeline,United States,Petroleum,-634633242,3880,5549,7760,655,1495750,67438,6999,244381,244381,32939,Standing Rock Indian Reservation,1.0,Place,Petroleum,0.6179,,Missouri River,0.6144,Place,North Dakota,0.6018,Place,Missouri,0.5624,Place
496,foxbasic,5.8,-0.3,Donald Trump,0.0775021,PERSON,appeals court,0.07092,PERSON,order,0.06854722,PERSON,U.S. Supreme Court.,0.06715399,PERSON,states,0.060084525,PERSON,Donald Trump,Supreme Court of the United States,President of the United States,United States,Judge,-642672201,5728,7359,11456,653,2838004,100095,10736,358754,358754,35140,Antonin Scalia,0.8837,Agent,Supreme Court of the United States,0.8285,Place,Donald Trump,0.737,Agent,George W. Bush,0.7328,Agent,Rudy Giuliani,0.7117,Agent
497,cnnbasic,4.8,0.1,Charlie Rose,0.4411205,PERSON,Rose,0.20402265,PERSON,heart surgery,0.0446873,PERSON,Privacy Policy,0.038836744,PERSON,Donald Trump Rose,0.03317331,PERSON,Charlie Rose,American television networks,Television series,Television programs,Broadcast journalism,-652462082,1117,1666,2234,662,312802,16105,1814,69759,69759,25535,Charlie Rose,0.7459,Agent,CBS This Morning,0.6807,Work,CBS,0.5378,Agent,CBS News,0.4738,,PBS,0.4361,Agent
498,cnnbasic,12.8,0.0,Trump,0.606244,PERSON,Japanese,0.21676242,PERSON,Shinzo Abe,0.042918988,PERSON,United States,0.01642897,PERSON,China,0.006678598,PERSON,Donald Trump,Japan,United States,Shinzō Abe,Empire of Japan,-671311821,4898,6754,9796,659,1749632,133142,8681,305061,305061,32358,Shinzō Abe,0.8146,Agent,Trans-Pacific Partnership,0.6971,,World War II,0.5803,Event,Barack Obama,0.5711,Agent,Atomic bombings of Hiroshima and Nagasaki,0.5705,Event
499,cnnbasic,0.4,0.4,SNL,0.46641877,WORK_OF_ART,Trump,0.30074802,WORK_OF_ART,politics,0.0937487,WORK_OF_ART,courtWhen,0.07916552,WORK_OF_ART,court,0.05991901,WORK_OF_ART,,,,,,-678228091,81,268,162,3,5034,548,281,6527,6527,3,,,,,,,,,,,,,,,
500,reutersbasic,4.4,-0.1,Donald Trump,0.58227456,PERSON,Chinese,0.120832235,PERSON,Taiwan,0.081239834,PERSON,Beijing,0.032020677,PERSON,United States,0.029970365,PERSON,Taiwan,China,One-China policy,Donald Trump,United States,-681130842,4673,6595,9346,652,1573261,121249,10431,295832,295832,33050,Taiwan,0.633,Place,Xi Jinping,0.6021,Agent,China,0.5644,Place,North Korea,0.5441,Place,Democratic Progressive Party,0.5315,Agent
501,cnnbasic,3.9,-0.1,United States,0.34831706,LOCATION,Japanese,0.17266616,LOCATION,James Mattis,0.14537577,LOCATION,islands,0.03099115,LOCATION,Donald Trump,0.01917633,LOCATION,Senkaku Islands,South Korea,China,Empire of Japan,United States,-682667683,6116,8853,12232,655,2275500,179817,14278,378143,378143,41960,Shinzō Abe,0.9397,Agent,Pre-emptive nuclear strike,0.8296,,Senkaku Islands,0.7723,Place,Nuclear warfare,0.7599,,Cold War,0.7548,Event
502,cnnbasic,13.1,0.0,United States,0.26771605,LOCATION,Donald Trump,0.13773395,LOCATION,tech companies,0.12592325,LOCATION,Ninth Circuit Court of Appeals,0.02867907,LOCATION,Amazon,0.023125267,LOCATION,Donald Trump,United States,Motion in United States law,Immigration,Lawsuit,-690666381,3700,6778,7400,658,1266147,79614,8164,225959,225959,36159,Facebook,0.5238,Work,Donald Trump,0.5137,Agent,Peter Thiel,0.5049,Agent,Supreme Court of the United States,0.501,Place,United States,0.4945,Place
503,cnnbasic,4.0,-0.5,Chris Long,0.18644105,PERSON,Donald Trump.,0.16152911,PERSON,White House,0.102195345,PERSON,teammates,0.08647551,PERSON,Martellus Bennett,0.08500605,PERSON,New England Patriots,Donald Trump,National Football League teams,National Football League,American football,-717393013,2632,3722,5264,649,879051,42583,3218,180729,180729,18559,Bill Belichick,0.6158,Agent,New England Patriots,0.5707,Agent,Tom Brady,0.5595,Agent,Donald Trump,0.4624,Agent,CNN,0.4395,Agent
504,cnnbasic,0.3,0.3,America First,0.31925943,ORGANIZATION,Trump,0.3006243,ORGANIZATION,slogan,0.13493972,ORGANIZATION,slogan,0.087716185,ORGANIZATION,Trump Tower Trump,0.08036251,ORGANIZATION,Donald Trump,Trump family,United States presidential Republican Party campaigns,Right-wing populism,United States presidential campaigns,-71873456,109,267,218,3,19256,1185,148,9196,9196,5977,,,,,,,,,,,,,,,
505,cnnbasic,0.3,0.3,Trump,0.56751925,PERSON,courtStories,0.24583754,PERSON,court,0.1866432,PERSON,,,PERSON,,,PERSON,Donald Trump,Trump family,Families from New York,American families of German ancestry,American families of Scottish ancestry,-720038887,87,148,174,107,82749,546,65,7043,7043,7724,,,,,,,,,,,,,,,
506,reutersbasic,7.4,0.0,Labor Department,0.16185232,ORGANIZATION,Donald Trump,0.08897525,ORGANIZATION,White House,0.057553355,ORGANIZATION,implementation,0.04776299,ORGANIZATION,rule,0.046665005,ORGANIZATION,Donald Trump,Bank of America,Lawyer,Wealth management,Rulemaking,-721760534,4579,6618,9158,659,2264790,63986,8968,275243,275243,36080,Dodd–Frank Wall Street Reform and Consumer Protection Act,0.8352,,Financial crisis of 2007–2008,0.6956,,Morgan Stanley,0.6071,Agent,Merrill Lynch,0.5739,Agent,Administrative Procedure Act (United States),0.5503,
507,foxbasic,0.5,0.0,Donald Trump,0.41042352,PERSON,Travelers,0.1242866,PERSON,entry,0.07180369,PERSON,countries,0.06952984,PERSON,U.S.,0.06002535,PERSON,Government,Law,United States law,Politics of the United States,Judiciaries,-740327733,746,1370,1492,652,204575,15928,1756,44542,44542,25085,Turkey,0.2013,Place,Iran,0.1592,Place,,,,,,,,,
508,cnnbasic,0.5,0.5,Trump,0.34333655,OTHER,travel ban,0.34333655,OTHER,travel ban,0.09451023,OTHER,battlePresident Trump,0.072172835,OTHER,Trump,0.05934746,OTHER,Trump family,Donald Trump,Political positions of American politicians,American families of German ancestry,American families of Scottish ancestry,-742663400,117,275,234,3,38578,822,244,7022,7022,2853,,,,,,,,,,,,,,,
509,cnnbasic,0.0,0.0,Bana,0.4755456,PERSON,message,0.208308,PERSON,TrumpCrisis,0.10091259,PERSON,Syria,0.08791748,PERSON,message,0.08133867,PERSON,,,,,,-744215336,90,281,180,3,1675,1727,514,3298,3298,3,,,,,,,,,,,,,,,
510,reutersbasic,8.3,0.0,U.S. Supreme Court,0.165471,ORGANIZATION,Seattle,0.14445704,ORGANIZATION,high court,0.071165815,ORGANIZATION,judges,0.044844016,ORGANIZATION,United States,0.043025073,ORGANIZATION,Supreme Court of the United States,Conservatism in the United States,Politics of the United States,Politics,Courts,-754629161,3747,5580,7494,652,1703780,63231,8048,234391,234391,31975,Supreme Court of the United States,0.9596,Place,Precedent,0.8771,,Lawsuit,0.7307,,Injunction,0.7142,,Pentagon Papers,0.662,
511,cnnbasic,6.0,-0.3,Ninth Circuit Court of Appeals,0.09394205,ORGANIZATION,appellate court,0.07734715,ORGANIZATION,James Robart,0.074933074,ORGANIZATION,US,0.06627686,ORGANIZATION,Donald Trump,0.05853563,ORGANIZATION,United States courts of appeals,Lawsuit,Judge,President of the United States,United States district court,-760601284,4511,6369,9022,658,1778044,77277,9265,277165,277165,32149,Lawsuit,0.8232,,United States district court,0.6982,,George W. Bush,0.6023,Agent,United States Court of Appeals for the Ninth Circuit,0.5884,,Judge,0.551,
512,reutersbasic,7.9,-0.1,Donald Trump,0.3814722,PERSON,U.S. Supreme Court,0.060476094,PERSON,Richard Blumenthal.Trump,0.043991193,PERSON,United States,0.039371274,PERSON,Gorsuch,0.039146967,PERSON,Donald Trump,Supreme Court of the United States,Conservatism in the United States,United States Senate,United States,-777448564,4881,7844,9762,652,1858231,111009,11166,292570,292570,38162,Supreme Court of the United States,0.9901,Place,Antonin Scalia,0.8859,Agent,United States Constitution,0.8179,,Donald Trump,0.7366,Agent,Judiciary,0.7107,
513,cnnbasic,6.2,0.0,Sheryl Sandberg,0.2940201,PERSON,tech companies,0.14272994,PERSON,Facebook,0.07192035,PERSON,one,0.045017313,PERSON,Privacy Policy,0.040922984,PERSON,Grief,Facebook,Sheryl Sandberg,Paid time off,Government,-790266962,1732,2249,3464,655,805437,18172,2632,113035,113035,36331,,,,,,,,,,,,,,,
514,cnnbasic,7.7,-0.4,Flentje,0.105668984,PERSON,Donald Trump,0.09733401,PERSON,judgment,0.07316078,PERSON,judges,0.04471449,PERSON,James Robart,0.043334372,PERSON,Donald Trump,President of the United States,Lawyer,Argument,Standing (law),-792910243,6620,9366,13240,652,2645821,100113,14126,401824,401824,35470,Lawsuit,0.8341,,Donald Trump,0.688,Agent,Rudy Giuliani,0.6688,Agent,Lawyer,0.6624,,Injunction,0.544,
515,cnnbasic,17.5,0.0,Ivanka Trump,0.6100251,PERSON,daughter,0.08464534,PERSON,Nordstroms,0.048882302,PERSON,president,0.03285227,PERSON,company,0.02024884,PERSON,Donald Trump,Twitter,Ivanka Trump,Nordstrom,Ethics,-807599124,4972,6513,9944,651,1651644,75250,8510,300641,300641,33279,Twitter,0.7563,Work,Barack Obama,0.4919,Agent,United States,0.3825,Place,,,,,,
516,reutersbasic,0.9,0.0,Sultan bin Sulayem,0.3070326,PERSON,DP World,0.29900342,PERSON,Donald Trump,0.17169717,PERSON,Dubai,0.037734754,PERSON,phase,0.033365905,PERSON,Trump family,Donald Trump,American families of German ancestry,American families of Scottish ancestry,DP World,-814393734,487,845,974,543,117431,10035,664,31867,31867,27298,,,,,,,,,,,,,,,
517,cnnbasic,0.3,0.3,Kellyanne Conway,0.5880781,PERSON,Senior adviser,0.14263478,PERSON,Ivanka Trump,0.10010386,PERSON,daughter,0.04568677,PERSON,merchandise,0.037533075,PERSON,American businesspeople,American families of German ancestry,American families of Scottish ancestry,American political people,American politicians,-818217117,210,488,420,3,43377,4042,359,10578,10578,26221,,,,,,,,,,,,,,,
518,cnnbasic,18.0,-0.3,Donald Trump,0.25071394,PERSON,Immigration and Customs Enforcement,0.13227177,PERSON,immigrants.,0.11583379,PERSON,administration,0.021666054,PERSON,administration,0.014889335,PERSON,Illegal immigration to the United States,Donald Trump,Illegal immigration,U.S. Immigration and Customs Enforcement,Democratic Party (United States),-841480265,9900,12912,19800,660,3947444,147953,20603,577469,577469,35222,U.S. Immigration and Customs Enforcement,0.816,Agent,Donald Trump,0.6777,Agent,United States Department of Homeland Security,0.6526,Agent,Barack Obama,0.6443,Agent,Crime,0.5569,
519,cnnbasic,12.8,0.0,Donald Trump Jr.,0.39497486,PERSON,document,0.037288133,PERSON,trust,0.021248886,PERSON,business assets,0.017215664,PERSON,stake,0.015988503,PERSON,Donald Trump,Trust law,President of the United States,The Trump Organization,Lease,-855700717,5728,7883,11456,650,2817993,91809,10375,362099,362099,34732,United States,0.5392,Place,Florida,0.486,Place,CNN,0.4154,Agent,"Washington, D.C.",0.3983,Place,Real estate,0.1443,
520,reutersbasic,5.0,0.1,companies,0.059032522,ORGANIZATION,Trump,0.058129597,ORGANIZATION,brief,0.05668771,ORGANIZATION,executive order,0.053036414,ORGANIZATION,United States,0.04370781,ORGANIZATION,United States,Donald Trump,Law,United States law,Government,-86428890,2154,3921,4308,659,841584,48182,7229,123864,123864,31227,United States courts of appeals,0.5239,,Supreme Court of the United States,0.4497,Place,Facebook,0.4382,Work,Amazon.com,0.3832,Agent,Twitter,0.3689,Work
521,cnnbasic,3.2,-0.3,Donald Trump,0.57942945,PERSON,Richard Blumenthal.Blumenthal,0.10470754,PERSON,lunch,0.041711308,PERSON,Neil Gorsuch,0.03401033,PERSON,senators,0.021496179,PERSON,Donald Trump,Democratic Party (United States),American politicians,Politics of the United States,American political people,-869959432,3101,4883,6202,653,918551,63868,6641,170732,170732,25957,Joe Manchin,0.5101,Agent,Republican Party (United States),0.4989,Agent,Lamar Alexander,0.4942,Agent,John Cornyn,0.4929,Agent,Claire McCaskill,0.4434,Agent
522,reutersbasic,2.0,-0.6,Lloyd Blankfein,0.12962982,PERSON,Goldman Sachs,0.111838005,PERSON,Senators,0.100528345,PERSON,Democratic,0.08025557,PERSON,Trump,0.07291595,PERSON,Lloyd Blankfein,Politics of the United States,Economy,Politics,Finance,-891434917,1522,2901,3044,658,529414,25435,3767,94413,94413,38006,Lloyd Blankfein,0.9079,Agent,Goldman Sachs,0.6697,Agent,Dodd–Frank Wall Street Reform and Consumer Protection Act,0.6597,,Financial crisis of 2007–2008,0.4694,,,,
523,cnnbasic,15.9,0.0,Donald Trump,0.67966866,PERSON,White House,0.011587851,PERSON,spree,0.01018118,PERSON,President,0.008094702,PERSON,nation,0.0071031167,PERSON,Donald Trump,President of the United States,Twitter,Crime,Insanity defense,-896430925,6688,8695,13376,646,2514984,62691,13192,392493,392493,34892,Insanity defense,0.7051,,Central Intelligence Agency,0.6201,Place,Donald Trump,0.5982,Agent,Pyromania,0.5882,Disease,Twitter,0.5586,Work
524,cnnbasic,5.3,0.1,Indian,0.46367246,LOCATION,Boeing,0.13818155,LOCATION,aviation giant,0.03554461,LOCATION,U.S.,0.034335267,LOCATION,company,0.02808257,LOCATION,Boeing,Make in India,Aviation,Aircraft,Aeronautics,-915032884,2205,3943,4410,668,869841,56638,4313,136190,136190,27001,Boeing,0.7124,Agent,Boeing F/A-18E/F Super Hornet,0.7079,Product,Lockheed Martin,0.6126,Agent,Boeing CH-47 Chinook,0.5311,Product,Fighter aircraft,0.5302,
525,cnnbasic,12.5,0.0,Elizabeth Warren,0.61360747,PERSON,United States Senate,0.1683648,PERSON,floor,0.01312604,PERSON,Sessions,0.011274547,PERSON,Mr.,0.010945596,PERSON,United States Senate,Democratic Party (United States),Republican Party (United States),Jeff Sessions,Donald Trump,-933690857,4938,7960,9876,652,1290468,77824,10766,306004,306004,34167,Ted Cruz,0.8058,Agent,Jeff Sessions,0.7689,Agent,United States Senate,0.6565,Agent,Ben Carson,0.6439,Agent,Mitch McConnell,0.642,Agent
526,cnnbasic,7.1,0.1,Congress,0.17777951,ORGANIZATION,Barack Obama,0.07896767,ORGANIZATION,members,0.07731477,ORGANIZATION,members,0.061497062,ORGANIZATION,member,0.04704949,ORGANIZATION,United States Congress,United States House of Representatives,Patient Protection and Affordable Care Act,Democratic Party (United States),Barack Obama,-956603821,3560,4554,7120,658,1749345,40740,7202,239414,239414,27157,United States House of Representatives,0.627,Agent,United States Congress,0.6236,Place,Patient Protection and Affordable Care Act,0.6191,,Barack Obama,0.5786,Agent,Republican Party (United States),0.5672,Agent
527,cnnbasic,2.4,-0.8,Donald Trump,0.59794146,PERSON,commissioner,0.08026457,PERSON,Ellen Weintraub,0.030410387,PERSON,voters,0.026577508,PERSON,voter fraud,0.021879012,PERSON,Donald Trump,President of the United States,Federal Election Commission,Politics of the United States,Politics,-963442617,1795,2494,3590,652,840305,33654,2656,100766,100766,27189,Donald Trump,0.5936,Agent,Hillary Clinton,0.5737,Agent,Felony,0.4431,,CNN,0.4209,Agent,New Hampshire,0.3893,Place
528,cnnbasic,4.2,-0.1,Steve Bannon,0.37285668,PERSON,Democratic Party,0.09510456,PERSON,African Americans,0.08452329,PERSON,activists,0.06041352,PERSON,conservatives,0.045337006,PERSON,Tea Party movement,Conservatism in the United States,Democratic Party (United States),United States,Politics,-977645522,2087,3087,4174,652,548505,35319,4268,119889,119889,26915,Tea Party movement,0.7865,,Republican Party (United States),0.6906,Agent,Democratic Party (United States),0.6656,Agent,Michele Bachmann,0.5752,Agent,Sarah Palin,0.509,Agent
529,reutersbasic,2.4,0.3,Richard Branson,0.46887213,PERSON,Barack,0.08094262,PERSON,president,0.032110624,PERSON,island,0.032110624,PERSON,sport,0.03083248,PERSON,Kitesurfing,Barack Obama,Surfing,2016 Summer Olympics,Richard Branson,-979965425,1607,2462,3214,649,388095,30828,2675,94898,94898,22712,Barack Obama,0.4186,Agent,Richard Branson,0.3695,Agent,Donald Trump,0.3083,Agent,Rio de Janeiro,0.2349,Place,British Virgin Islands,0.1598,Place
530,reutersbasic,4.5,-0.1,Benjamin Netanyahu,0.3812387,PERSON,Palestinian,0.06275744,PERSON,Israeli,0.056545842,PERSON,settler homes,0.03374712,PERSON,law,0.032299586,PERSON,Benjamin Netanyahu,Likud,Israel,West Bank,Palestinians,-98638720,4006,6563,8012,653,1202687,76412,8075,237785,237785,43778,Benjamin Netanyahu,1.0,Agent,Likud,1.0,Agent,Two-state solution,0.9961,,West Bank,0.9225,Place,Zionism,0.791,
531,cnnbasic,1.0,0.2,Angela Merkel,0.46369553,PERSON,trip,0.13790852,PERSON,Mike Pence,0.10366227,PERSON,Donald Trump,0.03369061,PERSON,talks,0.030359713,PERSON,Angela Merkel,Donald Trump,International relations,Government,Politics,-993246624,936,1746,1872,661,252870,30763,2099,54181,54181,31582,Mike Pence,0.5349,Agent,Angela Merkel,0.5164,Agent,NATO,0.4238,Agent,Donald Trump,0.3647,Agent,Barack Obama,0.3144,Agent
532,foxbasic,0.4,-0.2,Mike Pompeo,0.14481431,PERSON,Turkish,0.09799159,PERSON,Recep Tayyip Erdogan,0.08089118,PERSON,United States,0.07338413,PERSON,officials,0.06885865,PERSON,Ongoing conflicts,Politics,Politics of the Middle East,Politics of Turkey,Conflicts,1000578308,848,1740,1696,548,243922,26585,1581,42541,42541,42894,Kurdistan Workers' Party,0.8549,Agent,Recep Tayyip Erdoğan,0.8202,Agent,Turkey,0.4098,Place,Kurds,0.4008,EthnicGroup,Central Intelligence Agency,0.3733,Place
533,cnnbasic,5.0,-0.3,operation,0.16103926,OTHER,United States,0.13167697,OTHER,Yemeni,0.11150912,OTHER,officials,0.10972921,OTHER,defense official,0.0755264,OTHER,Yemen,Al-Qaeda in the Arabian Peninsula,Al-Qaeda,Islamic State of Iraq and the Levant,Terrorism,1018688212,3410,4558,6820,657,1187605,63681,6669,196382,196382,48500,Yemen,0.7548,Place,Al-Qaeda in the Arabian Peninsula,0.738,,Islamic State of Iraq and the Levant,0.6796,Place,Al-Qaeda,0.6684,,Aden,0.523,Place
